n,annee,mois
48316,1791,7
49790,1791,8
49017,1791,9
46704,1791,10
41377,1791,11
47430,1791,12
33086,1792,1
31343,1792,2
31453,1792,3
43625,1792,4
40613,1792,5
36040,1792,6
47093,1792,7
52558,1792,8
34573,1792,9
37527,1792,10
31389,1792,11
62323,1792,12
59895,1793,1
59952,1793,2
78422,1793,3
82291,1793,4
74763,1793,5
66097,1793,6
54602,1793,7
50506,1793,8
69727,1793,9
69728,1793,10
63689,1793,11
58935,1793,12
82244,1794,1
78025,1794,2
86205,1794,3
88750,1794,4
99492,1794,5
98661,1794,6
86055,1794,7
91781,1794,8
95044,1794,9
59833,1794,10
58658,1794,11
58707,1794,12
56953,1795,1
50066,1795,2
63585,1795,3
57790,1795,4
61706,1795,5
57367,1795,6
74314,1795,7
69534,1795,8
68489,1795,9
84215,1795,10
74219,1795,11
82300,1795,12
79117,1796,1
77789,1796,2
78667,1796,3
75890,1796,4
83167,1796,5
89120,1796,6
71555,1796,7
89712,1796,8
89766,1796,9
88487,1796,10
82795,1796,11
80820,1796,12
61228,1797,1
50350,1797,2
47406,1797,3
46518,1797,4
59996,1797,5
45541,1797,6
47973,1797,7
45676,1797,8
51636,1797,9
56202,1797,10
48023,1797,11
43708,1797,12
39989,1798,1
42214,1798,2
53490,1798,3
48629,1798,4
47339,1798,5
51527,1798,6
44991,1798,7
49276,1798,8
49000,1798,9
59387,1798,10
54226,1798,11
69696,1798,12
75648,1799,1
62313,1799,2
66338,1799,3
77697,1799,4
79568,1799,5
75949,1799,6
72803,1799,7
75705,1799,8
69875,1799,9
79872,1799,10
67779,1799,11
69919,1799,12
66167,1800,1
55245,1800,2
72188,1800,3
65220,1800,4
67833,1800,5
65490,1800,6
58742,1800,7
59764,1800,8
57167,1800,9
52045,1800,10
54959,1800,11
67949,1800,12
60343,1801,1
54167,1801,2
64169,1801,3
58661,1801,4
69804,1801,5
68192,1801,6
59265,1801,7
55306,1801,8
75164,1801,9
87966,1801,10
86851,1801,11
92861,1801,12
69011,1802,1
73306,1802,2
81169,1802,3
80493,1802,4
85107,1802,5
73997,1802,6
79695,1802,7
82195,1802,8
81831,1802,9
68163,1802,10
43394,1802,11
80030,1802,12
94347,1803,1
68998,1803,2
106018,1803,3
113659,1803,4
98239,1803,5
99054,1803,6
98441,1803,7
97131,1803,8
98135,1803,9
94584,1803,10
98253,1803,11
111247,1803,12
79326,1804,1
91474,1804,2
101186,1804,3
92008,1804,4
97861,1804,5
83591,1804,6
77745,1804,7
90742,1804,8
87605,1804,9
86522,1804,10
73361,1804,11
87268,1804,12
86232,1805,1
82715,1805,2
99902,1805,3
88171,1805,4
94709,1805,5
94699,1805,6
93464,1805,7
86665,1805,8
88604,1805,9
106762,1805,10
98669,1805,11
92824,1805,12
65294,1806,1
62993,1806,2
73929,1806,3
71019,1806,4
76334,1806,5
69088,1806,6
76522,1806,7
65515,1806,8
70517,1806,9
97836,1806,10
82662,1806,11
85573,1806,12
80038,1807,1
71350,1807,2
68121,1807,3
70669,1807,4
77747,1807,5
67711,1807,6
81524,1807,7
68321,1807,8
64743,1807,9
65803,1807,10
59896,1807,11
63353,1807,12
69061,1808,1
72383,1808,2
92004,1808,3
98905,1808,4
86179,1808,5
82172,1808,6
95836,1808,7
88896,1808,8
79843,1808,9
99698,1808,10
71701,1808,11
82650,1808,12
105150,1809,1
114644,1809,2
133833,1809,3
138535,1809,4
159427,1809,5
141785,1809,6
146011,1809,7
132610,1809,8
136631,1809,9
126219,1809,10
116188,1809,11
120322,1809,12
112125,1810,1
118789,1810,2
138667,1810,3
120694,1810,4
118054,1810,5
118157,1810,6
126106,1810,7
134576,1810,8
131997,1810,9
120322,1810,10
117706,1810,11
125256,1810,12
162477,1811,1
151328,1811,2
189688,1811,3
161115,1811,4
180701,1811,5
151958,1811,6
172010,1811,7
169970,1811,8
159339,1811,9
168938,1811,10
146070,1811,11
154231,1811,12
175277,1812,1
163844,1812,2
179359,1812,3
180913,1812,4
168821,1812,5
178501,1812,6
194856,1812,7
177629,1812,8
183394,1812,9
181360,1812,10
160889,1812,11
167956,1812,12
164897,1813,1
171555,1813,2
211639,1813,3
199923,1813,4
205797,1813,5
202853,1813,6
212982,1813,7
191663,1813,8
198586,1813,9
198757,1813,10
167393,1813,11
164154,1813,12
224072,1814,1
236363,1814,2
298058,1814,3
275636,1814,4
271715,1814,5
242882,1814,6
167688,1814,7
191341,1814,8
195946,1814,9
212934,1814,10
197707,1814,11
200255,1814,12
207271,1815,1
188215,1815,2
227775,1815,3
222418,1815,4
201959,1815,5
213343,1815,6
219619,1815,7
214630,1815,8
221158,1815,9
207253,1815,10
197497,1815,11
216398,1815,12
250870,1816,1
242606,1816,2
276400,1816,3
258327,1816,4
277252,1816,5
275229,1816,6
264704,1816,7
280668,1816,8
250128,1816,9
260852,1816,10
242948,1816,11
241988,1816,12
268577,1817,1
255935,1817,2
305421,1817,3
279280,1817,4
307034,1817,5
257664,1817,6
257003,1817,7
254033,1817,8
232103,1817,9
253082,1817,10
251999,1817,11
240282,1817,12
260617,1818,1
291915,1818,2
322562,1818,3
331019,1818,4
320297,1818,5
290361,1818,6
286396,1818,7
279696,1818,8
279916,1818,9
267658,1818,10
257887,1818,11
281114,1818,12
309597,1819,1
282852,1819,2
352822,1819,3
330739,1819,4
325185,1819,5
311980,1819,6
323614,1819,7
327381,1819,8
317269,1819,9
323023,1819,10
292395,1819,11
302677,1819,12
267858,1820,1
284214,1820,2
333689,1820,3
316041,1820,4
307882,1820,5
322288,1820,6
344385,1820,7
320941,1820,8
304955,1820,9
317873,1820,10
309205,1820,11
326078,1820,12
305327,1821,1
327505,1821,2
408217,1821,3
345009,1821,4
370041,1821,5
381323,1821,6
346165,1821,7
342826,1821,8
354821,1821,9
354952,1821,10
330409,1821,11
363262,1821,12
311496,1822,1
300870,1822,2
364212,1822,3
350809,1822,4
377681,1822,5
373161,1822,6
390249,1822,7
397889,1822,8
353662,1822,9
389864,1822,10
365016,1822,11
385764,1822,12
347443,1823,1
323269,1823,2
391461,1823,3
377241,1823,4
367793,1823,5
352166,1823,6
382288,1823,7
359305,1823,8
329351,1823,9
357470,1823,10
318479,1823,11
335536,1823,12
406420,1824,1
418951,1824,2
469127,1824,3
416675,1824,4
462611,1824,5
438536,1824,6
484025,1824,7
457761,1824,8
444962,1824,9
477700,1824,10
476266,1824,11
508645,1824,12
440243,1825,1
424490,1825,2
517239,1825,3
510873,1825,4
506915,1825,5
500349,1825,6
469330,1825,7
462060,1825,8
453796,1825,9
478420,1825,10
465625,1825,11
486383,1825,12
470036,1826,1
464097,1826,2
555935,1826,3
543818,1826,4
527964,1826,5
505861,1826,6
567746,1826,7
559880,1826,8
535054,1826,9
559855,1826,10
535718,1826,11
572947,1826,12
505618,1827,1
466571,1827,2
581727,1827,3
541068,1827,4
613046,1827,5
575388,1827,6
489415,1827,7
473730,1827,8
469326,1827,9
475725,1827,10
481646,1827,11
501513,1827,12
511089,1828,1
510858,1828,2
612198,1828,3
537329,1828,4
604580,1828,5
533376,1828,6
618679,1828,7
611601,1828,8
547203,1828,9
572387,1828,10
553133,1828,11
551090,1828,12
479748,1829,1
460289,1829,2
533193,1829,3
532941,1829,4
592040,1829,5
524115,1829,6
506355,1829,7
561455,1829,8
530234,1829,9
575214,1829,10
503456,1829,11
538697,1829,12
559068,1830,1
544870,1830,2
668395,1830,3
685289,1830,4
697905,1830,5
690307,1830,6
678862,1830,7
686789,1830,8
668415,1830,9
797353,1830,10
698679,1830,11
848337,1830,12
770708,1831,1
706020,1831,2
886815,1831,3
876518,1831,4
841090,1831,5
882630,1831,6
961078,1831,7
889950,1831,8
919460,1831,9
946106,1831,10
871826,1831,11
926296,1831,12
771767,1832,1
811506,1832,2
900373,1832,3
802328,1832,4
838957,1832,5
837294,1832,6
825591,1832,7
801892,1832,8
789462,1832,9
764823,1832,10
747165,1832,11
828675,1832,12
1049169,1833,1
982756,1833,2
1207117,1833,3
922342,1833,4
924008,1833,5
1002366,1833,6
969755,1833,7
938586,1833,8
899877,1833,9
929137,1833,10
850662,1833,11
825903,1833,12
748348,1834,1
686637,1834,2
826318,1834,3
878444,1834,4
844797,1834,5
806999,1834,6
853522,1834,7
863843,1834,8
844948,1834,9
877175,1834,10
856928,1834,11
837918,1834,12
801894,1835,1
753287,1835,2
879725,1835,3
856308,1835,4
901883,1835,5
814964,1835,6
928177,1835,7
912844,1835,8
901442,1835,9
967442,1835,10
848421,1835,11
984066,1835,12
928629,1836,1
874901,1836,2
975540,1836,3
958398,1836,4
854435,1836,5
887789,1836,6
986574,1836,7
935238,1836,8
940285,1836,9
949515,1836,10
924459,1836,11
1009921,1836,12
949960,1837,1
870382,1837,2
1003213,1837,3
994371,1837,4
967693,1837,5
995268,1837,6
1052729,1837,7
1080770,1837,8
1026890,1837,9
1536310,1837,10
1577503,1837,11
1741250,1837,12
1517435,1838,1
1438335,1838,2
1653681,1838,3
1464048,1838,4
1554064,1838,5
1446774,1838,6
1604335,1838,7
1621668,1838,8
1539508,1838,9
1588329,1838,10
1519491,1838,11
1572970,1838,12
1815025,1839,1
1733784,1839,2
1996632,1839,3
1933780,1839,4
2028594,1839,5
2031163,1839,6
2071686,1839,7
2076573,1839,8
1973346,1839,9
2070988,1839,10
1961419,1839,11
1994175,1839,12
1818564,1840,1
1747944,1840,2
1908170,1840,3
1890139,1840,4
1965050,1840,5
1871602,1840,6
2062133,1840,7
2020879,1840,8
1935577,1840,9
2098064,1840,10
1864037,1840,11
1998819,1840,12
2080836,1841,1
1910550,1841,2
2278674,1841,3
2097139,1841,4
2197892,1841,5
2150196,1841,6
2273370,1841,7
2242223,1841,8
2103155,1841,9
2219029,1841,10
2073405,1841,11
2204352,1841,12
2245953,1842,1
2139993,1842,2
2404624,1842,3
2272159,1842,4
2379338,1842,5
2529796,1842,6
2546391,1842,7
2466042,1842,8
2315040,1842,9
2252265,1842,10
2189227,1842,11
2266352,1842,12
2205895,1843,1
2047148,1843,2
2335987,1843,3
2330969,1843,4
2400158,1843,5
2441971,1843,6
2813224,1843,7
2407077,1843,8
2392772,1843,9
2399771,1843,10
2396729,1843,11
2609943,1843,12
2308145,1844,1
2209978,1844,2
2527756,1844,3
2268458,1844,4
2442953,1844,5
2368273,1844,6
2705053,1844,7
2622890,1844,8
2366087,1844,9
2349089,1844,10
2407104,1844,11
2379837,1844,12
2469165,1845,1
2504072,1845,2
2715567,1845,3
2664488,1845,4
2644843,1845,5
2596164,1845,6
2641598,1845,7
2720478,1845,8
2630844,1845,9
2876712,1845,10
2701176,1845,11
2643206,1845,12
2557228,1846,1
2202956,1846,2
2648664,1846,3
2414283,1846,4
2709001,1846,5
2569677,1846,6
2910215,1846,7
2854679,1846,8
2751924,1846,9
2740069,1846,10
2533620,1846,11
2512213,1846,12
2917226,1847,1
2824884,1847,2
3094083,1847,3
3318547,1847,4
3901650,1847,5
3961990,1847,6
2930759,1847,7
2887562,1847,8
2718430,1847,9
2793064,1847,10
2673942,1847,11
2908016,1847,12
2727959,1848,1
3133239,1848,2
3707103,1848,3
3634503,1848,4
3713465,1848,5
3686809,1848,6
3972954,1848,7
3911926,1848,8
3820736,1848,9
4129741,1848,10
4154699,1848,11
4157922,1848,12
3614152,1849,1
3416567,1849,2
4329568,1849,3
4071215,1849,4
4131248,1849,5
3911119,1849,6
3713828,1849,7
3586977,1849,8
3668894,1849,9
3075172,1849,10
3069028,1849,11
2904965,1849,12
3149307,1850,1
2901941,1850,2
3394349,1850,3
2966724,1850,4
3039559,1850,5
2997959,1850,6
3003345,1850,7
3155814,1850,8
2908637,1850,9
3169277,1850,10
3000208,1850,11
2881738,1850,12
3439213,1851,1
3267495,1851,2
3594163,1851,3
3437213,1851,4
3551126,1851,5
3393545,1851,6
3455834,1851,7
3541002,1851,8
3268206,1851,9
3281607,1851,10
3117062,1851,11
3205998,1851,12
3524510,1852,1
3238532,1852,2
3436306,1852,3
3486348,1852,4
3516843,1852,5
3389117,1852,6
3679152,1852,7
3456357,1852,8
3544203,1852,9
3615252,1852,10
3279405,1852,11
3538165,1852,12
3427313,1853,1
3133920,1853,2
3525866,1853,3
3604292,1853,4
3360227,1853,5
3698122,1853,6
3694505,1853,7
3461625,1853,8
3421243,1853,9
3702063,1853,10
3575940,1853,11
3775643,1853,12
3630920,1854,1
3383494,1854,2
3945480,1854,3
3351334,1854,4
3295518,1854,5
3295400,1854,6
3977780,1854,7
3969792,1854,8
3912204,1854,9
3948163,1854,10
3752029,1854,11
3944511,1854,12
4001493,1855,1
3661747,1855,2
4351645,1855,3
3954212,1855,4
4182783,1855,5
4316418,1855,6
4155063,1855,7
4163838,1855,8
4159955,1855,9
3972171,1855,10
3995626,1855,11
3939979,1855,12
3770242,1856,1
3672082,1856,2
3872108,1856,3
3898070,1856,4
3784963,1856,5
3658570,1856,6
3788519,1856,7
3859810,1856,8
3639530,1856,9
4038808,1856,10
3742472,1856,11
3756217,1856,12
3757985,1857,1
3471243,1857,2
3904738,1857,3
3755317,1857,4
3968634,1857,5
3612891,1857,6
3853695,1857,7
3823067,1857,8
3896495,1857,9
3944340,1857,10
3612833,1857,11
3669922,1857,12
4050457,1858,1
3711132,1858,2
4119274,1858,3
4082477,1858,4
4164284,1858,5
4158196,1858,6
4427871,1858,7
4190568,1858,8
4229100,1858,9
4408361,1858,10
3764551,1858,11
4093152,1858,12
3784336,1859,1
3577586,1859,2
4076014,1859,3
3866149,1859,4
4037861,1859,5
3729877,1859,6
4290313,1859,7
3987108,1859,8
4065074,1859,9
4163583,1859,10
3868540,1859,11
4017548,1859,12
4041827,1860,1
3904916,1860,2
4553765,1860,3
4158312,1860,4
4208268,1860,5
4303565,1860,6
4089006,1860,7
4255191,1860,8
4407686,1860,9
4264590,1860,10
4107544,1860,11
4213124,1860,12
4235241,1861,1
3986251,1861,2
4605324,1861,3
4162072,1861,4
4384859,1861,5
4511509,1861,6
4489799,1861,7
4550125,1861,8
4359152,1861,9
4627581,1861,10
4182883,1861,11
4061231,1861,12
4464367,1862,1
4199726,1862,2
4651332,1862,3
4513563,1862,4
4730302,1862,5
4467960,1862,6
4785200,1862,7
4788946,1862,8
4626438,1862,9
4952968,1862,10
4727668,1862,11
4540117,1862,12
4665571,1863,1
4349654,1863,2
4895104,1863,3
4604912,1863,4
4906924,1863,5
4482129,1863,6
4945070,1863,7
4813717,1863,8
4804778,1863,9
4922624,1863,10
4640442,1863,11
4864020,1863,12
4808591,1864,1
4672894,1864,2
5073918,1864,3
5158062,1864,4
4712627,1864,5
4952712,1864,6
5362629,1864,7
4853119,1864,8
4898293,1864,9
4828396,1864,10
4898606,1864,11
4900191,1864,12
4875811,1865,1
4428911,1865,2
5285710,1865,3
5005854,1865,4
5108572,1865,5
5046257,1865,6
5358137,1865,7
5464396,1865,8
5342826,1865,9
5228775,1865,10
5036196,1865,11
5323596,1865,12
5051916,1866,1
4892972,1866,2
5561577,1866,3
5123407,1866,4
5293285,1866,5
5225636,1866,6
5116972,1866,7
5290598,1866,8
5247021,1866,9
5024229,1866,10
4919951,1866,11
4915124,1866,12
4716804,1867,1
4459694,1867,2
5377064,1867,3
4443997,1867,4
4804300,1867,5
4620303,1867,6
5072340,1867,7
5015363,1867,8
4854796,1867,9
5288898,1867,10
4740413,1867,11
4817902,1867,12
4820435,1868,1
4642567,1868,2
4869446,1868,3
4770735,1868,4
5103421,1868,5
4590782,1868,6
4995616,1868,7
4880839,1868,8
4990646,1868,9
5297266,1868,10
4658064,1868,11
5125005,1868,12
4795518,1869,1
4421394,1869,2
4871221,1869,3
5071486,1869,4
4853196,1869,5
4911556,1869,6
5028439,1869,7
4951437,1869,8
5064518,1869,9
5225029,1869,10
4932467,1869,11
5329055,1869,12
4748814,1870,1
4456745,1870,2
5239851,1870,3
4851838,1870,4
5131092,1870,5
4880625,1870,6
5688124,1870,7
6280731,1870,8
6445180,1870,9
6239977,1870,10
5842510,1870,11
6121825,1870,12
5242214,1871,1
4860338,1871,2
5626139,1871,3
5217261,1871,4
5346086,1871,5
5740242,1871,6
5078507,1871,7
5135743,1871,8
5078252,1871,9
5154343,1871,10
5259045,1871,11
5209059,1871,12
5754036,1872,1
5619345,1872,2
7343249,1872,3
6319142,1872,4
6569852,1872,5
6588921,1872,6
6834251,1872,7
7021433,1872,8
6581101,1872,9
7141454,1872,10
6997737,1872,11
6688517,1872,12
7529268,1873,1
6864680,1873,2
7916430,1873,3
7020796,1873,4
7584072,1873,5
6714131,1873,6
7112885,1873,7
7123859,1873,8
6928738,1873,9
7399648,1873,10
6985699,1873,11
6812526,1873,12
7483719,1874,1
6995044,1874,2
7812407,1874,3
7407913,1874,4
7883044,1874,5
7278164,1874,6
7799558,1874,7
7437450,1874,8
7388759,1874,9
8075077,1874,10
7324706,1874,11
7841588,1874,12
8111219,1875,1
7331129,1875,2
8145964,1875,3
8302744,1875,4
7871748,1875,5
8380664,1875,6
7736654,1875,7
7520059,1875,8
7612134,1875,9
8490721,1875,10
8154764,1875,11
8531119,1875,12
7955670,1876,1
8297843,1876,2
9357120,1876,3
8596367,1876,4
8761481,1876,5
8132239,1876,6
8733130,1876,7
8887757,1876,8
8631832,1876,9
8800428,1876,10
8647460,1876,11
8658337,1876,12
8315688,1877,1
8056919,1877,2
8974071,1877,3
8151798,1877,4
8369662,1877,5
8448307,1877,6
8424501,1877,7
8480640,1877,8
8326005,1877,9
8444851,1877,10
8592862,1877,11
8535230,1877,12
9130835,1878,1
8451601,1878,2
9560497,1878,3
8434237,1878,4
9075381,1878,5
8787246,1878,6
9674915,1878,7
9608492,1878,8
9325738,1878,9
10851146,1878,10
9863341,1878,11
9790985,1878,12
11329171,1879,1
11014970,1879,2
12388480,1879,3
11248080,1879,4
12543549,1879,5
10759071,1879,6
12097834,1879,7
11561553,1879,8
11200461,1879,9
11743394,1879,10
11553735,1879,11
11655705,1879,12
11679125,1880,1
11301190,1880,2
10935007,1880,3
11169383,1880,4
11188524,1880,5
11874537,1880,6
11873270,1880,7
11526715,1880,8
10899719,1880,9
11580057,1880,10
11339766,1880,11
11682728,1880,12
11583622,1881,1
11077977,1881,2
11907819,1881,3
11136338,1881,4
12205891,1881,5
11711588,1881,6
12181887,1881,7
12203189,1881,8
12157418,1881,9
12383806,1881,10
12167451,1881,11
12624830,1881,12
13198202,1882,1
11945487,1882,2
13855945,1882,3
12315842,1882,4
12535106,1882,5
12968112,1882,6
13124224,1882,7
13836314,1882,8
13612195,1882,9
13137350,1882,10
13124659,1882,11
13270782,1882,12
13463761,1883,1
12884487,1883,2
13061890,1883,3
12540918,1883,4
13662548,1883,5
13982739,1883,6
13772712,1883,7
14217674,1883,8
14414165,1883,9
14387874,1883,10
14065914,1883,11
13740783,1883,12
14421696,1884,1
13450520,1884,2
14805676,1884,3
13427159,1884,4
14752199,1884,5
13365638,1884,6
14028702,1884,7
13883420,1884,8
14091568,1884,9
13803108,1884,10
14416068,1884,11
14383470,1884,12
14909353,1885,1
13443324,1885,2
15485381,1885,3
14021309,1885,4
14023323,1885,5
13505621,1885,6
15231750,1885,7
15003483,1885,8
15365140,1885,9
15826227,1885,10
14455934,1885,11
15452802,1885,12
15874337,1886,1
14738221,1886,2
16142253,1886,3
15050769,1886,4
16157729,1886,5
15135186,1886,6
16928778,1886,7
16345205,1886,8
16297250,1886,9
15603792,1886,10
14879876,1886,11
14405557,1886,12
15790153,1887,1
14511462,1887,2
16790688,1887,3
15376323,1887,4
15371678,1887,5
16165565,1887,6
15798537,1887,7
15589485,1887,8
16117104,1887,9
16509588,1887,10
16364807,1887,11
16699663,1887,12
17341882,1888,1
17113691,1888,2
17401720,1888,3
15655196,1888,4
17513726,1888,5
17781726,1888,6
18632383,1888,7
18260981,1888,8
17339055,1888,9
18121412,1888,10
16407737,1888,11
16120388,1888,12
17979499,1889,1
16298304,1889,2
18175652,1889,3
16527778,1889,4
18065254,1889,5
16984608,1889,6
18465251,1889,7
19097165,1889,8
17728475,1889,9
18834335,1889,10
18835059,1889,11
17479947,1889,12
19431952,1890,1
17317857,1890,2
19486190,1890,3
18108868,1890,4
19485996,1890,5
19855258,1890,6
20894863,1890,7
20417760,1890,8
18127249,1890,9
20025693,1890,10
19640104,1890,11
18561042,1890,12
19334846,1891,1
17776847,1891,2
18145486,1891,3
19282973,1891,4
18890333,1891,5
20110049,1891,6
21748632,1891,7
20978222,1891,8
20506891,1891,9
19338263,1891,10
17938180,1891,11
17634550,1891,12
19195219,1892,1
19632507,1892,2
21327913,1892,3
18786265,1892,4
20224873,1892,5
19482036,1892,6
19809090,1892,7
19201625,1892,8
19217060,1892,9
19922680,1892,10
19708148,1892,11
19611269,1892,12
19216690,1893,1
18490601,1893,2
20624246,1893,3
19206919,1893,4
20706087,1893,5
19006530,1893,6
20216893,1893,7
20283539,1893,8
20236572,1893,9
21076767,1893,10
20176654,1893,11
18998458,1893,12
20346350,1894,1
19416148,1894,2
21434042,1894,3
22097867,1894,4
21060704,1894,5
21178176,1894,6
20763980,1894,7
21233529,1894,8
20867248,1894,9
22645773,1894,10
20877462,1894,11
20193759,1894,12
21207051,1895,1
19433080,1895,2
22539662,1895,3
20876950,1895,4
23257492,1895,5
20885712,1895,6
22029065,1895,7
22658964,1895,8
21377620,1895,9
23974639,1895,10
22064583,1895,11
20581113,1895,12
21755087,1896,1
21912977,1896,2
23362046,1896,3
21946913,1896,4
22681555,1896,5
22498297,1896,6
22682247,1896,7
22453377,1896,8
23626099,1896,9
24990520,1896,10
22293902,1896,11
22198885,1896,12
22061585,1897,1
21407162,1897,2
24067164,1897,3
22307878,1897,4
24911959,1897,5
21924744,1897,6
23703872,1897,7
22986660,1897,8
23731322,1897,9
24922093,1897,10
23423406,1897,11
24133943,1897,12
22782176,1898,1
22555523,1898,2
25290456,1898,3
23254083,1898,4
24774003,1898,5
22807387,1898,6
25017182,1898,7
24729391,1898,8
25087260,1898,9
26097324,1898,10
25118168,1898,11
24933519,1898,12
23953291,1899,1
22520894,1899,2
25334486,1899,3
24023450,1899,4
24326458,1899,5
23957229,1899,6
23175307,1899,7
24051066,1899,8
22655641,1899,9
26642997,1899,10
25640982,1899,11
24598856,1899,12
26170338,1900,1
25259268,1900,2
29316993,1900,3
24866986,1900,4
28367024,1900,5
25091828,1900,6
24996632,1900,7
25662625,1900,8
25089741,1900,9
26065617,1900,10
24839342,1900,11
23988723,1900,12
25358706,1901,1
23044902,1901,2
26691250,1901,3
24367852,1901,4
25794105,1901,5
24184380,1901,6
25805045,1901,7
26800129,1901,8
25133952,1901,9
28372005,1901,10
26881831,1901,11
25629994,1901,12
24249750,1902,1
22012891,1902,2
24771838,1902,3
26883887,1902,4
25750369,1902,5
25198507,1902,6
26546990,1902,7
25499535,1902,8
24861888,1902,9
27403800,1902,10
25291096,1902,11
23675411,1902,12
26737890,1903,1
25652134,1903,2
28802456,1903,3
26364481,1903,4
28982335,1903,5
25909366,1903,6
28264865,1903,7
28142759,1903,8
28161586,1903,9
29464001,1903,10
26981221,1903,11
24376853,1903,12
26825457,1904,1
27157336,1904,2
30433102,1904,3
27396019,1904,4
28789690,1904,5
28972961,1904,6
29284218,1904,7
28007504,1904,8
28059063,1904,9
29725440,1904,10
29116024,1904,11
29424139,1904,12
29792293,1905,1
28311379,1905,2
31667040,1905,3
30087561,1905,4
35097852,1905,5
29529232,1905,6
30485255,1905,7
30795906,1905,8
30165823,1905,9
31295621,1905,10
30332138,1905,11
28534425,1905,12
28576666,1906,1
27807160,1906,2
31470731,1906,3
27635229,1906,4
32302718,1906,5
28193413,1906,6
29798718,1906,7
29391409,1906,8
27497776,1906,9
33037546,1906,10
31527972,1906,11
30725196,1906,12
30885600,1907,1
28137106,1907,2
32648252,1907,3
30693772,1907,4
32007494,1907,5
31287068,1907,6
31303249,1907,7
31277572,1907,8
30926889,1907,9
33965724,1907,10
32506661,1907,11
28841702,1907,12
32233762,1908,1
32711677,1908,2
33503841,1908,3
32224275,1908,4
35781134,1908,5
31192055,1908,6
32543137,1908,7
31579799,1908,8
30117917,1908,9
31715041,1908,10
31971328,1908,11
32180137,1908,12
33971942,1909,1
32034546,1909,2
36836147,1909,3
33477206,1909,4
35287321,1909,5
34196488,1909,6
34723198,1909,7
31964410,1909,8
33289012,1909,9
34750740,1909,10
32214066,1909,11
34464829,1909,12
32107825,1910,1
31102047,1910,2
34454924,1910,3
34863402,1910,4
32108673,1910,5
33315063,1910,6
30588820,1910,7
32186744,1910,8
32711061,1910,9
33557319,1910,10
32202063,1910,11
30971524,1910,12
31034544,1911,1
28511711,1911,2
34550132,1911,3
29972620,1911,4
33979065,1911,5
30211329,1911,6
31320403,1911,7
31171239,1911,8
31133550,1911,9
32384158,1911,10
29890413,1911,11
31253032,1911,12
30183619,1912,1
32329632,1912,2
35993248,1912,3
31253381,1912,4
34427694,1912,5
32076346,1912,6
31519448,1912,7
31499661,1912,8
29056741,1912,9
30686580,1912,10
29806300,1912,11
30191466,1912,12
31264802,1913,1
29254940,1913,2
31294689,1913,3
33690302,1913,4
32911480,1913,5
32302193,1913,6
32603232,1913,7
32013889,1913,8
32380784,1913,9
35218741,1913,10
32790690,1913,11
32924899,1913,12
33057631,1914,1
31496683,1914,2
35917818,1914,3
31846110,1914,4
37088393,1914,5
31513599,1914,6
34856826,1914,7
24771075,1914,8
25695171,1914,9
28026335,1914,10
25727322,1914,11
26553304,1914,12
25503843,1915,1
24303052,1915,2
26791622,1915,3
24960515,1915,4
26724941,1915,5
26487447,1915,6
28727053,1915,7
28148969,1915,8
26593623,1915,9
