"date","principales_villes","n"
"1928","Autre",157
"1928","Bordeaux",5
"1928","Bruxelles",5
"1928","Lille",4
"1928","Lyon",12
"1928","N/A",106
"1928","Paris",700
"1928","Rouen",6
"1928","Toulouse",16
"1928","Tours",4
"1929","Autre",145
"1929","Bordeaux",1
"1929","Bruxelles",1
"1929","Lille",3
"1929","Lyon",11
"1929","Montpellier",1
"1929","N/A",68
"1929","Paris",547
"1929","Rouen",4
"1929","Toulouse",7
"1929","Tours",9
"1930","Autre",219
"1930","Bordeaux",3
"1930","Bruxelles",3
"1930","Lille",4
"1930","Lyon",17
"1930","Montpellier",3
"1930","N/A",99
"1930","Paris",594
"1930","Rouen",1
"1930","Toulouse",8
"1930","Tours",6
"1931","Autre",246
"1931","Bordeaux",3
"1931","Bruxelles",10
"1931","Lille",4
"1931","Lyon",14
"1931","N/A",133
"1931","Paris",618
"1931","Toulouse",9
"1931","Tours",5
"1932","Autre",129
"1932","Bordeaux",4
"1932","Bruxelles",2
"1932","Lille",3
"1932","Lyon",11
"1932","Montpellier",3
"1932","N/A",88
"1932","Paris",536
"1932","Rouen",1
"1932","Toulouse",1
"1932","Tours",4
"1933","Autre",143
"1933","Bordeaux",5
"1933","Bruxelles",1
"1933","Lille",2
"1933","Lyon",3
"1933","Montpellier",3
"1933","N/A",115
"1933","Paris",511
"1933","Rouen",4
"1933","Toulouse",2
"1933","Tours",8
"1934","Autre",173
"1934","Bordeaux",4
"1934","Lille",6
"1934","Lyon",6
"1934","N/A",90
"1934","Paris",596
"1934","Rouen",3
"1934","Toulouse",5
"1934","Tours",4
"1935","Autre",209
"1935","Bordeaux",15
"1935","Bruxelles",1
"1935","Lille",17
"1935","Lyon",32
"1935","Montpellier",13
"1935","N/A",114
"1935","Paris",715
"1935","Rouen",4
"1935","Toulouse",28
"1935","Tours",8
"1936","Autre",224
"1936","Bordeaux",18
"1936","Bruxelles",1
"1936","Lille",5
"1936","Lyon",33
"1936","Montpellier",17
"1936","N/A",135
"1936","Paris",693
"1936","Rouen",5
"1936","Toulouse",25
"1936","Tours",16
"1937","Autre",210
"1937","Bordeaux",4
"1937","Lille",2
"1937","Lyon",6
"1937","Montpellier",2
"1937","N/A",228
"1937","Paris",654
"1937","Rouen",8
"1937","Toulouse",5
"1937","Tours",16
"1938","Autre",165
"1938","Bordeaux",4
"1938","Bruxelles",3
"1938","Lille",3
"1938","Lyon",8
"1938","Montpellier",1
"1938","N/A",281
"1938","Paris",612
"1938","Rouen",4
"1938","Toulouse",3
"1938","Tours",7
"1939","Autre",92
"1939","Bordeaux",4
"1939","Lyon",4
"1939","Montpellier",4
"1939","N/A",109
"1939","Paris",436
"1939","Toulouse",5
"1939","Tours",8
"1940","Autre",42
"1940","Bordeaux",1
"1940","Lyon",5
"1940","Montpellier",1
"1940","N/A",26
"1940","Paris",153
"1940","Toulouse",3
"1940","Tours",6
"1941","Autre",49
"1941","Lille",1
"1941","Lyon",3
"1941","N/A",19
"1941","Paris",207
"1941","Toulouse",9
"1942","Autre",48
"1942","Bordeaux",1
"1942","Lyon",10
"1942","Montpellier",1
"1942","N/A",29
"1942","Paris",161
"1942","Rouen",1
"1942","Toulouse",2
"1942","Tours",2
"1943","Autre",61
"1943","Bordeaux",2
"1943","Bruxelles",1
"1943","Lille",5
"1943","Lyon",15
"1943","Montpellier",1
"1943","N/A",38
"1943","Paris",163
"1943","Rouen",1
"1943","Toulouse",1
"1943","Tours",2
"1944","Autre",70
"1944","Lille",9
"1944","Lyon",16
"1944","Montpellier",1
"1944","N/A",35
"1944","Paris",126
"1944","Toulouse",12
"1944","Tours",1
"1945","Autre",90
"1945","Bordeaux",2
"1945","Lille",5
"1945","Lyon",16
"1945","N/A",64
"1945","Paris",288
"1945","Toulouse",5
"1945","Tours",2
"1946","Autre",116
"1946","Lille",2
"1946","Lyon",16
"1946","Montpellier",1
"1946","N/A",83
"1946","Paris",461
"1946","Rouen",1
"1946","Toulouse",4
"1946","Tours",3
"1947","Autre",166
"1947","Bordeaux",7
"1947","Lille",12
"1947","Lyon",8
"1947","Montpellier",1
"1947","N/A",115
"1947","Paris",463
"1947","Rouen",8
"1947","Toulouse",16
"1947","Tours",5
"1948","Autre",131
"1948","Bordeaux",2
"1948","Lille",9
"1948","Lyon",6
"1948","Montpellier",2
"1948","N/A",154
"1948","Paris",434
"1948","Rouen",3
"1948","Toulouse",14
"1948","Tours",11
"1949","Autre",101
"1949","Bordeaux",9
"1949","Lille",10
"1949","Lyon",4
"1949","Montpellier",3
"1949","N/A",155
"1949","Paris",450
"1949","Toulouse",10
"1949","Tours",2
"1950","Autre",117
"1950","Lille",2
"1950","Lyon",1
"1950","N/A",108
"1950","Paris",542
"1950","Rouen",1
"1950","Toulouse",7
"1950","Tours",2
"1951","Autre",87
"1951","Bordeaux",2
"1951","Lyon",11
"1951","Montpellier",1
"1951","N/A",114
"1951","Paris",449
"1951","Toulouse",10
"1951","Tours",3
"1952","Autre",99
"1952","Bordeaux",4
"1952","Lille",1
"1952","Lyon",27
"1952","Montpellier",1
"1952","N/A",142
"1952","Paris",451
"1952","Rouen",2
"1952","Toulouse",4
"1952","Tours",3
"1953","Autre",109
"1953","Bordeaux",4
"1953","Lille",2
"1953","Lyon",20
"1953","Montpellier",1
"1953","N/A",127
"1953","Paris",502
"1953","Rouen",1
"1953","Toulouse",9
"1953","Tours",2
"1954","Autre",127
"1954","Bordeaux",3
"1954","Lille",1
"1954","Lyon",19
"1954","Montpellier",2
"1954","N/A",147
"1954","Paris",627
"1954","Rouen",1
"1954","Toulouse",7
"1954","Tours",2
"1955","Autre",103
"1955","Bordeaux",3
"1955","Bruxelles",1
"1955","Lille",4
"1955","Lyon",18
"1955","Montpellier",1
"1955","N/A",186
"1955","Paris",573
"1955","Toulouse",4
"1955","Tours",1
"1956","Autre",90
"1956","Bordeaux",4
"1956","Lyon",17
"1956","Montpellier",2
"1956","N/A",127
"1956","Paris",565
"1956","Rouen",3
"1956","Toulouse",7
"1956","Tours",1
"1957","Autre",141
"1957","Bordeaux",1
"1957","Lille",2
"1957","Lyon",23
"1957","Montpellier",1
"1957","N/A",177
"1957","Paris",676
"1957","Toulouse",4
"1957","Tours",1
"1958","Autre",118
"1958","Bordeaux",4
"1958","Bruxelles",1
"1958","Lille",2
"1958","Lyon",49
"1958","Montpellier",1
"1958","N/A",221
"1958","Paris",682
"1958","Toulouse",8
"1958","Tours",3
"1959","Autre",212
"1959","Bordeaux",11
"1959","Bruxelles",1
"1959","Lille",2
"1959","Lyon",17
"1959","Montpellier",2
"1959","N/A",90
"1959","Paris",801
"1959","Rouen",2
"1959","Toulouse",5
"1959","Tours",2
"1960","Autre",172
"1960","Bordeaux",19
"1960","Lille",1
"1960","Lyon",27
"1960","Montpellier",7
"1960","N/A",12
"1960","Paris",1024
"1960","Toulouse",3
"1960","Tours",3
"1961","Autre",158
"1961","Bordeaux",8
"1961","Lille",1
"1961","Lyon",23
"1961","Montpellier",2
"1961","N/A",13
"1961","Paris",1058
"1961","Rouen",2
"1961","Toulouse",4
"1961","Tours",7
"1962","Autre",185
"1962","Bordeaux",2
"1962","Lille",1
"1962","Lyon",14
"1962","Montpellier",6
"1962","N/A",8
"1962","Paris",975
"1962","Toulouse",5
"1962","Tours",1
"1963","Autre",213
"1963","Bordeaux",1
"1963","Lille",1
"1963","Lyon",15
"1963","Montpellier",4
"1963","N/A",4
"1963","Paris",894
"1963","Rouen",2
"1963","Toulouse",4
"1963","Tours",4
"1964","Autre",183
"1964","Bordeaux",5
"1964","Lille",1
"1964","Lyon",14
"1964","Montpellier",6
"1964","N/A",9
"1964","Paris",935
"1964","Rouen",1
"1964","Toulouse",6
"1964","Tours",4
"1965","Autre",185
"1965","Bordeaux",3
"1965","Lille",2
"1965","Lyon",6
"1965","Montpellier",2
"1965","N/A",2
"1965","Paris",692
"1965","Toulouse",7
"1965","Tours",1
"1966","Autre",180
"1966","Bordeaux",7
"1966","Lyon",4
"1966","Montpellier",1
"1966","N/A",4
"1966","Paris",776
"1966","Rouen",1
"1966","Toulouse",8
"1966","Tours",2
"1967","Autre",124
"1967","Bordeaux",1
"1967","Lyon",5
"1967","Montpellier",2
"1967","N/A",2
"1967","Paris",852
"1967","Rouen",2
"1967","Toulouse",8
"1967","Tours",4
"1968","Autre",120
"1968","Bordeaux",3
"1968","Bruxelles",1
"1968","Lyon",7
"1968","Montpellier",2
"1968","N/A",13
"1968","Paris",932
"1968","Toulouse",13
"1968","Tours",2
"1969","Autre",88
"1969","Bordeaux",1
"1969","Lille",2
"1969","Lyon",2
"1969","Montpellier",1
"1969","N/A",8
"1969","Paris",884
"1969","Toulouse",15
"1969","Tours",3
"1970","Autre",63
"1970","Bordeaux",1
"1970","Bruxelles",5
"1970","N/A",7
"1970","Paris",703
"1970","Rouen",1
"1970","Toulouse",2
"1970","Tours",3
"1971","Autre",39
"1971","Bordeaux",2
"1971","Lille",1
"1971","N/A",2
"1971","Paris",643
"1971","Toulouse",3
"1972","Autre",53
"1972","Bruxelles",1
"1972","Lyon",1
"1972","N/A",5
"1972","Paris",717
"1972","Toulouse",1
"1973","Autre",74
"1973","Bordeaux",1
"1973","Bruxelles",3
"1973","Lille",1
"1973","Lyon",2
"1973","N/A",2
"1973","Paris",760
"1974","Autre",126
"1974","Bordeaux",4
"1974","Bruxelles",1
"1974","Lille",8
"1974","Lyon",3
"1974","Montpellier",2
"1974","N/A",1
"1974","Paris",912
"1974","Toulouse",1
"1974","Tours",2
"1975","Autre",149
"1975","Bordeaux",1
"1975","Lille",14
"1975","Lyon",2
"1975","N/A",3
"1975","Paris",959
"1975","Toulouse",4
"1975","Tours",1
"1976","Autre",202
"1976","Bordeaux",1
"1976","Bruxelles",4
"1976","Lille",19
"1976","Lyon",3
"1976","Montpellier",5
"1976","N/A",5
"1976","Paris",1058
"1976","Rouen",1
"1976","Toulouse",7
"1976","Tours",1
"1977","Autre",246
"1977","Lille",11
"1977","Lyon",13
"1977","Montpellier",1
"1977","N/A",7
"1977","Paris",1267
"1977","Toulouse",5
"1978","Autre",222
"1978","Bordeaux",1
"1978","Bruxelles",4
"1978","Lille",23
"1978","Lyon",21
"1978","Montpellier",1
"1978","N/A",8
"1978","Paris",1247
"1978","Toulouse",8
"1978","Tours",2
"1979","Autre",273
"1979","Bordeaux",1
"1979","Bruxelles",3
"1979","Lille",15
"1979","Lyon",16
"1979","Montpellier",3
"1979","N/A",16
"1979","Paris",1290
"1979","Rouen",3
"1979","Toulouse",7
"1980","Autre",254
"1980","Bordeaux",5
"1980","Bruxelles",3
"1980","Lille",14
"1980","Lyon",12
"1980","Montpellier",1
"1980","N/A",10
"1980","Paris",1430
"1980","Rouen",2
"1980","Toulouse",8
"1981","Autre",268
"1981","Bordeaux",2
"1981","Bruxelles",5
"1981","Lille",7
"1981","Lyon",23
"1981","N/A",3
"1981","Paris",1473
"1981","Toulouse",4
"1981","Tours",1
"1982","Autre",312
"1982","Bordeaux",8
"1982","Bruxelles",4
"1982","Lille",6
"1982","Lyon",15
"1982","Montpellier",2
"1982","N/A",4
"1982","Paris",1431
"1982","Toulouse",3
"1983","Autre",333
"1983","Bordeaux",1
"1983","Bruxelles",2
"1983","Lille",7
"1983","Lyon",19
"1983","Montpellier",1
"1983","N/A",11
"1983","Paris",1396
"1983","Rouen",2
"1983","Toulouse",4
"1984","Autre",351
"1984","Bordeaux",1
"1984","Bruxelles",2
"1984","Lille",8
"1984","Lyon",19
"1984","N/A",14
"1984","Paris",1448
"1984","Rouen",1
"1984","Toulouse",12
"1985","Autre",389
"1985","Bordeaux",5
"1985","Bruxelles",2
"1985","Lille",1
"1985","Lyon",18
"1985","Montpellier",4
"1985","N/A",7
"1985","Paris",1554
"1985","Rouen",2
"1985","Toulouse",8
"1985","Tours",1
"1986","Autre",372
"1986","Bordeaux",2
"1986","Lille",2
"1986","Lyon",20
"1986","Montpellier",8
"1986","N/A",5
"1986","Paris",1479
"1986","Rouen",1
"1986","Toulouse",11
"1986","Tours",5
"1987","Autre",426
"1987","Bordeaux",5
"1987","Bruxelles",3
"1987","Lille",6
"1987","Lyon",30
"1987","Montpellier",4
"1987","N/A",5
"1987","Paris",1559
"1987","Toulouse",12
"1987","Tours",6
"1988","Autre",423
"1988","Bordeaux",1
"1988","Bruxelles",1
"1988","Lille",3
"1988","Lyon",23
"1988","Montpellier",7
"1988","N/A",2
"1988","Paris",1519
"1988","Rouen",1
"1988","Toulouse",11
"1988","Tours",1
"1989","Autre",440
"1989","Bordeaux",5
"1989","Bruxelles",5
"1989","Lille",6
"1989","Lyon",17
"1989","Montpellier",10
"1989","N/A",2
"1989","Paris",1477
"1989","Rouen",2
"1989","Toulouse",16
"1989","Tours",1
"1990","Autre",475
"1990","Bordeaux",5
"1990","Bruxelles",8
"1990","Lille",8
"1990","Lyon",20
"1990","Montpellier",2
"1990","N/A",5
"1990","Paris",1499
"1990","Toulouse",15
"1990","Tours",3
"1991","Autre",484
"1991","Bordeaux",4
"1991","Bruxelles",2
"1991","Lille",8
"1991","Lyon",15
"1991","Montpellier",2
"1991","N/A",5
"1991","Paris",1422
"1991","Rouen",1
"1991","Toulouse",13
"1991","Tours",4
"1992","Autre",519
"1992","Bordeaux",2
"1992","Bruxelles",11
"1992","Lille",14
"1992","Lyon",23
"1992","Montpellier",11
"1992","N/A",5
"1992","Paris",1516
"1992","Rouen",3
"1992","Toulouse",12
"1992","Tours",1
"1993","Autre",528
"1993","Bordeaux",6
"1993","Bruxelles",7
"1993","Lille",7
"1993","Lyon",34
"1993","Montpellier",9
"1993","N/A",2
"1993","Paris",1431
"1993","Rouen",2
"1993","Toulouse",15
"1993","Tours",2
"1994","Autre",590
"1994","Bordeaux",8
"1994","Bruxelles",4
"1994","Lille",11
"1994","Lyon",45
"1994","Montpellier",7
"1994","N/A",1
"1994","Paris",1309
"1994","Rouen",2
"1994","Toulouse",7
"1994","Tours",3
"1995","Autre",565
"1995","Bordeaux",12
"1995","Bruxelles",2
"1995","Lille",5
"1995","Lyon",16
"1995","Montpellier",11
"1995","N/A",4
"1995","Paris",1406
"1995","Toulouse",14
"1995","Tours",2
"1996","Autre",575
"1996","Bordeaux",7
"1996","Lille",6
"1996","Lyon",26
"1996","Montpellier",8
"1996","Paris",1377
"1996","Rouen",2
"1996","Toulouse",7
"1997","Autre",618
"1997","Bordeaux",9
"1997","Bruxelles",4
"1997","Lille",4
"1997","Lyon",7
"1997","Montpellier",10
"1997","N/A",1
"1997","Paris",1640
"1997","Rouen",2
"1997","Toulouse",10
"1998","Autre",500
"1998","Bordeaux",3
"1998","Bruxelles",1
"1998","Lyon",9
"1998","Montpellier",4
"1998","Paris",1429
"1998","Rouen",1
"1998","Toulouse",7
"1999","Autre",527
"1999","Bordeaux",3
"1999","Lille",2
"1999","Lyon",8
"1999","Montpellier",6
"1999","N/A",1
"1999","Paris",1253
"1999","Toulouse",2
"1999","Tours",2
"2000","Autre",491
"2000","Bordeaux",3
"2000","Bruxelles",2
"2000","Lille",3
"2000","Lyon",8
"2000","Montpellier",4
"2000","Paris",1303
"2000","Rouen",2
"2000","Toulouse",4
"2000","Tours",1
"2001","Autre",36
"2001","Lyon",2
"2001","N/A",5
"2001","Paris",77
"2001","Tours",1
"2002","Autre",32
"2002","Bordeaux",1
"2002","Lille",1
"2002","Paris",62
"2002","Toulouse",1
"2003","Autre",28
"2003","Paris",46
"2004","Autre",16
"2004","Bruxelles",1
"2004","N/A",1
"2004","Paris",42
"2005","Autre",24
"2005","Lyon",2
"2005","Montpellier",1
"2005","N/A",1
"2005","Paris",44
"2005","Rouen",1
"2005","Tours",1
"2006","Autre",24
"2006","N/A",1
"2006","Paris",32
"2006","Toulouse",1
"2007","Autre",17
"2007","Bordeaux",1
"2007","N/A",1
"2007","Paris",21
"2007","Toulouse",1
"2008","Autre",15
"2008","Paris",19
"2008","Toulouse",1
"2009","Autre",15
"2009","N/A",1
"2009","Paris",15
"2009","Rouen",1
"2010","Autre",11
"2010","Lille",1
"2010","N/A",1
"2010","Paris",15
"2011","Autre",8
"2011","N/A",1
"2011","Paris",12
"2012","Autre",13
"2012","Lille",1
"2012","Lyon",1
"2012","Paris",9
"2013","Autre",4
"2013","Paris",6
"2014","Autre",4
"2014","N/A",1
"2014","Paris",4
"2015","Autre",2
"2015","N/A",1
"2015","Paris",1
"2016","Paris",4
