"","year","month","count","n_page","mot","base","date","ratio"
"1",1780,1,1864,NA,"und",1864,1780-01-01,1
"2",1780,2,1811,NA,"und",1811,1780-02-01,1
"3",1780,3,1855,NA,"und",1855,1780-03-01,1
"4",1780,4,1769,NA,"und",1769,1780-04-01,1
"5",1780,5,1930,NA,"und",1930,1780-05-01,1
"6",1780,6,1720,NA,"und",1720,1780-06-01,1
"7",1780,7,1945,NA,"und",1945,1780-07-01,1
"8",1780,8,1848,NA,"und",1848,1780-08-01,1
"9",1780,9,1851,NA,"und",1851,1780-09-01,1
"10",1780,10,1882,NA,"und",1882,1780-10-01,1
"11",1780,11,1108,NA,"und",1108,1780-11-01,1
"12",1780,12,685,NA,"und",685,1780-12-01,1
"13",1781,1,1775,NA,"und",1775,1781-01-01,1
"14",1781,2,1535,NA,"und",1535,1781-02-01,1
"15",1781,3,1730,NA,"und",1730,1781-03-01,1
"16",1781,4,1565,NA,"und",1565,1781-04-01,1
"17",1781,5,1725,NA,"und",1725,1781-05-01,1
"18",1781,6,1669,NA,"und",1669,1781-06-01,1
"19",1781,7,1701,NA,"und",1701,1781-07-01,1
"20",1781,8,1672,NA,"und",1672,1781-08-01,1
"21",1781,9,1497,NA,"und",1497,1781-09-01,1
"22",1781,10,1538,NA,"und",1538,1781-10-01,1
"23",1781,11,1481,NA,"und",1481,1781-11-01,1
"24",1781,12,1682,NA,"und",1682,1781-12-01,1
"25",1782,1,890,NA,"und",890,1782-01-01,1
"26",1782,2,616,NA,"und",616,1782-02-01,1
"27",1782,3,772,NA,"und",772,1782-03-01,1
"28",1782,4,822,NA,"und",822,1782-04-01,1
"29",1782,5,725,NA,"und",725,1782-05-01,1
"30",1782,6,658,NA,"und",658,1782-06-01,1
"31",1782,7,778,NA,"und",778,1782-07-01,1
"32",1782,8,695,NA,"und",695,1782-08-01,1
"33",1782,9,584,NA,"und",584,1782-09-01,1
"34",1782,10,743,NA,"und",743,1782-10-01,1
"35",1782,11,683,NA,"und",683,1782-11-01,1
"36",1782,12,733,NA,"und",733,1782-12-01,1
"37",1783,1,781,NA,"und",781,1783-01-01,1
"38",1783,2,757,NA,"und",757,1783-02-01,1
"39",1783,3,800,NA,"und",800,1783-03-01,1
"40",1783,4,834,NA,"und",834,1783-04-01,1
"41",1783,5,837,NA,"und",837,1783-05-01,1
"42",1783,6,754,NA,"und",754,1783-06-01,1
"43",1783,7,995,NA,"und",995,1783-07-01,1
"44",1783,8,959,NA,"und",959,1783-08-01,1
"45",1783,9,787,NA,"und",787,1783-09-01,1
"46",1783,10,749,NA,"und",749,1783-10-01,1
"47",1783,11,742,NA,"und",742,1783-11-01,1
"48",1783,12,710,NA,"und",710,1783-12-01,1
"49",1784,1,1901,NA,"und",1901,1784-01-01,1
"50",1784,2,1951,NA,"und",1951,1784-02-01,1
"51",1784,3,2446,NA,"und",2446,1784-03-01,1
"52",1784,4,2034,NA,"und",2034,1784-04-01,1
"53",1784,5,2029,NA,"und",2029,1784-05-01,1
"54",1784,6,1999,NA,"und",1999,1784-06-01,1
"55",1784,7,2326,NA,"und",2326,1784-07-01,1
"56",1784,8,2291,NA,"und",2291,1784-08-01,1
"57",1784,9,2023,NA,"und",2023,1784-09-01,1
"58",1784,10,2076,NA,"und",2076,1784-10-01,1
"59",1784,11,2136,NA,"und",2136,1784-11-01,1
"60",1784,12,2541,NA,"und",2541,1784-12-01,1
"61",1785,1,3378,NA,"und",3378,1785-01-01,1
"62",1785,2,3041,NA,"und",3041,1785-02-01,1
"63",1785,3,3426,NA,"und",3426,1785-03-01,1
"64",1785,4,2859,NA,"und",2859,1785-04-01,1
"65",1785,5,3066,NA,"und",3066,1785-05-01,1
"66",1785,6,3014,NA,"und",3014,1785-06-01,1
"67",1785,7,3291,NA,"und",3291,1785-07-01,1
"68",1785,8,3214,NA,"und",3214,1785-08-01,1
"69",1785,9,3225,NA,"und",3225,1785-09-01,1
"70",1785,10,3843,NA,"und",3843,1785-10-01,1
"71",1785,11,4095,NA,"und",4095,1785-11-01,1
"72",1785,12,4898,NA,"und",4898,1785-12-01,1
"73",1786,1,3859,NA,"und",3859,1786-01-01,1
"74",1786,2,3477,NA,"und",3477,1786-02-01,1
"75",1786,3,3929,NA,"und",3929,1786-03-01,1
"76",1786,4,3534,NA,"und",3534,1786-04-01,1
"77",1786,5,3829,NA,"und",3829,1786-05-01,1
"78",1786,6,3402,NA,"und",3402,1786-06-01,1
"79",1786,7,3796,NA,"und",3796,1786-07-01,1
"80",1786,8,4164,NA,"und",4164,1786-08-01,1
"81",1786,9,4635,NA,"und",4635,1786-09-01,1
"82",1786,10,3882,NA,"und",3882,1786-10-01,1
"83",1786,11,3857,NA,"und",3857,1786-11-01,1
"84",1786,12,3694,NA,"und",3694,1786-12-01,1
"85",1787,1,4367,NA,"und",4367,1787-01-01,1
"86",1787,2,4098,NA,"und",4098,1787-02-01,1
"87",1787,3,4938,NA,"und",4938,1787-03-01,1
"88",1787,4,4344,NA,"und",4344,1787-04-01,1
"89",1787,5,5013,NA,"und",5013,1787-05-01,1
"90",1787,6,4764,NA,"und",4764,1787-06-01,1
"91",1787,7,4968,NA,"und",4968,1787-07-01,1
"92",1787,8,4804,NA,"und",4804,1787-08-01,1
"93",1787,9,4381,NA,"und",4381,1787-09-01,1
"94",1787,10,5227,NA,"und",5227,1787-10-01,1
"95",1787,11,4637,NA,"und",4637,1787-11-01,1
"96",1787,12,5155,NA,"und",5155,1787-12-01,1
"97",1788,1,4304,NA,"und",4304,1788-01-01,1
"98",1788,2,4208,NA,"und",4208,1788-02-01,1
"99",1788,3,4490,NA,"und",4490,1788-03-01,1
"100",1788,4,4554,NA,"und",4554,1788-04-01,1
"101",1788,5,4680,NA,"und",4680,1788-05-01,1
"102",1788,6,4685,NA,"und",4685,1788-06-01,1
"103",1788,7,5218,NA,"und",5218,1788-07-01,1
"104",1788,8,4755,NA,"und",4755,1788-08-01,1
"105",1788,9,5397,NA,"und",5397,1788-09-01,1
"106",1788,10,4696,NA,"und",4696,1788-10-01,1
"107",1788,11,4275,NA,"und",4275,1788-11-01,1
"108",1788,12,4620,NA,"und",4620,1788-12-01,1
"109",1789,1,3895,NA,"und",3895,1789-01-01,1
"110",1789,2,3392,NA,"und",3392,1789-02-01,1
"111",1789,3,3766,NA,"und",3766,1789-03-01,1
"112",1789,4,3781,NA,"und",3781,1789-04-01,1
"113",1789,5,3715,NA,"und",3715,1789-05-01,1
"114",1789,6,3678,NA,"und",3678,1789-06-01,1
"115",1789,7,3589,NA,"und",3589,1789-07-01,1
"116",1789,8,3914,NA,"und",3914,1789-08-01,1
"117",1789,9,3928,NA,"und",3928,1789-09-01,1
"118",1789,10,4232,NA,"und",4232,1789-10-01,1
"119",1789,11,4223,NA,"und",4223,1789-11-01,1
"120",1789,12,4076,NA,"und",4076,1789-12-01,1
"121",1790,1,3690,NA,"und",3690,1790-01-01,1
"122",1790,2,3573,NA,"und",3573,1790-02-01,1
"123",1790,3,4963,NA,"und",4963,1790-03-01,1
"124",1790,4,3892,NA,"und",3892,1790-04-01,1
"125",1790,5,4198,NA,"und",4198,1790-05-01,1
"126",1790,6,4361,NA,"und",4361,1790-06-01,1
"127",1790,7,3988,NA,"und",3988,1790-07-01,1
"128",1790,8,4419,NA,"und",4419,1790-08-01,1
"129",1790,9,4026,NA,"und",4026,1790-09-01,1
"130",1790,10,3980,NA,"und",3980,1790-10-01,1
"131",1790,11,4335,NA,"und",4335,1790-11-01,1
"132",1790,12,4230,NA,"und",4230,1790-12-01,1
"133",1791,1,4988,NA,"und",4988,1791-01-01,1
"134",1791,2,3822,NA,"und",3822,1791-02-01,1
"135",1791,3,4790,NA,"und",4790,1791-03-01,1
"136",1791,4,4824,NA,"und",4824,1791-04-01,1
"137",1791,5,5080,NA,"und",5080,1791-05-01,1
"138",1791,6,4894,NA,"und",4894,1791-06-01,1
"139",1791,7,5171,NA,"und",5171,1791-07-01,1
"140",1791,8,5358,NA,"und",5358,1791-08-01,1
"141",1791,9,5723,NA,"und",5723,1791-09-01,1
"142",1791,10,5186,NA,"und",5186,1791-10-01,1
"143",1791,11,4648,NA,"und",4648,1791-11-01,1
"144",1791,12,5082,NA,"und",5082,1791-12-01,1
"145",1792,1,4176,NA,"und",4176,1792-01-01,1
"146",1792,2,3952,NA,"und",3952,1792-02-01,1
"147",1792,3,3914,NA,"und",3914,1792-03-01,1
"148",1792,4,5201,NA,"und",5201,1792-04-01,1
"149",1792,5,4691,NA,"und",4691,1792-05-01,1
"150",1792,6,4468,NA,"und",4468,1792-06-01,1
"151",1792,7,5307,NA,"und",5307,1792-07-01,1
"152",1792,8,5962,NA,"und",5962,1792-08-01,1
"153",1792,9,4327,NA,"und",4327,1792-09-01,1
"154",1792,10,4504,NA,"und",4504,1792-10-01,1
"155",1792,11,3990,NA,"und",3990,1792-11-01,1
"156",1792,12,7510,NA,"und",7510,1792-12-01,1
"157",1793,1,6308,NA,"und",6308,1793-01-01,1
"158",1793,2,6124,NA,"und",6124,1793-02-01,1
"159",1793,3,7678,NA,"und",7678,1793-03-01,1
"160",1793,4,8421,NA,"und",8421,1793-04-01,1
"161",1793,5,7341,NA,"und",7341,1793-05-01,1
"162",1793,6,6722,NA,"und",6722,1793-06-01,1
"163",1793,7,6209,NA,"und",6209,1793-07-01,1
"164",1793,8,6025,NA,"und",6025,1793-08-01,1
"165",1793,9,7520,NA,"und",7520,1793-09-01,1
"166",1793,10,7424,NA,"und",7424,1793-10-01,1
"167",1793,11,7189,NA,"und",7189,1793-11-01,1
"168",1793,12,6468,NA,"und",6468,1793-12-01,1
"169",1794,1,8375,NA,"und",8375,1794-01-01,1
"170",1794,2,7329,NA,"und",7329,1794-02-01,1
"171",1794,3,8168,NA,"und",8168,1794-03-01,1
"172",1794,4,8512,NA,"und",8512,1794-04-01,1
"173",1794,5,9303,NA,"und",9303,1794-05-01,1
"174",1794,6,8657,NA,"und",8657,1794-06-01,1
"175",1794,7,7894,NA,"und",7894,1794-07-01,1
"176",1794,8,8613,NA,"und",8613,1794-08-01,1
"177",1794,9,8551,NA,"und",8551,1794-09-01,1
"178",1794,10,6379,NA,"und",6379,1794-10-01,1
"179",1794,11,6344,NA,"und",6344,1794-11-01,1
"180",1794,12,6700,NA,"und",6700,1794-12-01,1
"181",1795,1,6355,NA,"und",6355,1795-01-01,1
"182",1795,2,5591,NA,"und",5591,1795-02-01,1
"183",1795,3,6509,NA,"und",6509,1795-03-01,1
"184",1795,4,6298,NA,"und",6298,1795-04-01,1
"185",1795,5,6802,NA,"und",6802,1795-05-01,1
"186",1795,6,6493,NA,"und",6493,1795-06-01,1
"187",1795,7,7018,NA,"und",7018,1795-07-01,1
"188",1795,8,6562,NA,"und",6562,1795-08-01,1
"189",1795,9,6453,NA,"und",6453,1795-09-01,1
"190",1795,10,8028,NA,"und",8028,1795-10-01,1
"191",1795,11,7217,NA,"und",7217,1795-11-01,1
"192",1795,12,7783,NA,"und",7783,1795-12-01,1
"193",1796,1,7359,NA,"und",7359,1796-01-01,1
"194",1796,2,7148,NA,"und",7148,1796-02-01,1
"195",1796,3,7282,NA,"und",7282,1796-03-01,1
"196",1796,4,7071,NA,"und",7071,1796-04-01,1
"197",1796,5,7400,NA,"und",7400,1796-05-01,1
"198",1796,6,8118,NA,"und",8118,1796-06-01,1
"199",1796,7,6725,NA,"und",6725,1796-07-01,1
"200",1796,8,7931,NA,"und",7931,1796-08-01,1
"201",1796,9,8490,NA,"und",8490,1796-09-01,1
"202",1796,10,8336,NA,"und",8336,1796-10-01,1
"203",1796,11,7751,NA,"und",7751,1796-11-01,1
"204",1796,12,7609,NA,"und",7609,1796-12-01,1
"205",1797,1,6034,NA,"und",6034,1797-01-01,1
"206",1797,2,5410,NA,"und",5410,1797-02-01,1
"207",1797,3,5167,NA,"und",5167,1797-03-01,1
"208",1797,4,5146,NA,"und",5146,1797-04-01,1
"209",1797,5,6139,NA,"und",6139,1797-05-01,1
"210",1797,6,4843,NA,"und",4843,1797-06-01,1
"211",1797,7,5227,NA,"und",5227,1797-07-01,1
"212",1797,8,4806,NA,"und",4806,1797-08-01,1
"213",1797,9,5554,NA,"und",5554,1797-09-01,1
"214",1797,10,5577,NA,"und",5577,1797-10-01,1
"215",1797,11,5529,NA,"und",5529,1797-11-01,1
"216",1797,12,4964,NA,"und",4964,1797-12-01,1
"217",1798,1,4773,NA,"und",4773,1798-01-01,1
"218",1798,2,4516,NA,"und",4516,1798-02-01,1
"219",1798,3,5495,NA,"und",5495,1798-03-01,1
"220",1798,4,4824,NA,"und",4824,1798-04-01,1
"221",1798,5,4901,NA,"und",4901,1798-05-01,1
"222",1798,6,5093,NA,"und",5093,1798-06-01,1
"223",1798,7,4477,NA,"und",4477,1798-07-01,1
"224",1798,8,5042,NA,"und",5042,1798-08-01,1
"225",1798,9,5004,NA,"und",5004,1798-09-01,1
"226",1798,10,5565,NA,"und",5565,1798-10-01,1
"227",1798,11,5725,NA,"und",5725,1798-11-01,1
"228",1798,12,6651,NA,"und",6651,1798-12-01,1
"229",1799,1,7168,NA,"und",7168,1799-01-01,1
"230",1799,2,5951,NA,"und",5951,1799-02-01,1
"231",1799,3,5866,NA,"und",5866,1799-03-01,1
"232",1799,4,7002,NA,"und",7002,1799-04-01,1
"233",1799,5,7522,NA,"und",7522,1799-05-01,1
"234",1799,6,7160,NA,"und",7160,1799-06-01,1
"235",1799,7,6964,NA,"und",6964,1799-07-01,1
"236",1799,8,7177,NA,"und",7177,1799-08-01,1
"237",1799,9,6654,NA,"und",6654,1799-09-01,1
"238",1799,10,7718,NA,"und",7718,1799-10-01,1
"239",1799,11,6982,NA,"und",6982,1799-11-01,1
"240",1799,12,7137,NA,"und",7137,1799-12-01,1
"241",1800,1,6282,NA,"und",6282,1800-01-01,1
"242",1800,2,5316,NA,"und",5316,1800-02-01,1
"243",1800,3,6303,NA,"und",6303,1800-03-01,1
"244",1800,4,5786,NA,"und",5786,1800-04-01,1
"245",1800,5,5991,NA,"und",5991,1800-05-01,1
"246",1800,6,5501,NA,"und",5501,1800-06-01,1
"247",1800,7,5456,NA,"und",5456,1800-07-01,1
"248",1800,8,5464,NA,"und",5464,1800-08-01,1
"249",1800,9,5201,NA,"und",5201,1800-09-01,1
"250",1800,10,5103,NA,"und",5103,1800-10-01,1
"251",1800,11,5164,NA,"und",5164,1800-11-01,1
"252",1800,12,5621,NA,"und",5621,1800-12-01,1
"253",1801,1,6115,NA,"und",6115,1801-01-01,1
"254",1801,2,5285,NA,"und",5285,1801-02-01,1
"255",1801,3,5750,NA,"und",5750,1801-03-01,1
"256",1801,4,5244,NA,"und",5244,1801-04-01,1
"257",1801,5,6641,NA,"und",6641,1801-05-01,1
"258",1801,6,6423,NA,"und",6423,1801-06-01,1
"259",1801,7,5842,NA,"und",5842,1801-07-01,1
"260",1801,8,5154,NA,"und",5154,1801-08-01,1
"261",1801,9,7302,NA,"und",7302,1801-09-01,1
"262",1801,10,8321,NA,"und",8321,1801-10-01,1
"263",1801,11,8003,NA,"und",8003,1801-11-01,1
"264",1801,12,8741,NA,"und",8741,1801-12-01,1
"265",1802,1,6716,NA,"und",6716,1802-01-01,1
"266",1802,2,6825,NA,"und",6825,1802-02-01,1
"267",1802,3,7156,NA,"und",7156,1802-03-01,1
"268",1802,4,7218,NA,"und",7218,1802-04-01,1
"269",1802,5,7694,NA,"und",7694,1802-05-01,1
"270",1802,6,7167,NA,"und",7167,1802-06-01,1
"271",1802,7,7506,NA,"und",7506,1802-07-01,1
"272",1802,8,7912,NA,"und",7912,1802-08-01,1
"273",1802,9,7811,NA,"und",7811,1802-09-01,1
"274",1802,10,6861,NA,"und",6861,1802-10-01,1
"275",1802,11,4948,NA,"und",4948,1802-11-01,1
"276",1802,12,7340,NA,"und",7340,1802-12-01,1
"277",1803,1,8229,NA,"und",8229,1803-01-01,1
"278",1803,2,6426,NA,"und",6426,1803-02-01,1
"279",1803,3,8634,NA,"und",8634,1803-03-01,1
"280",1803,4,9310,NA,"und",9310,1803-04-01,1
"281",1803,5,8196,NA,"und",8196,1803-05-01,1
"282",1803,6,8419,NA,"und",8419,1803-06-01,1
"283",1803,7,8459,NA,"und",8459,1803-07-01,1
"284",1803,8,8460,NA,"und",8460,1803-08-01,1
"285",1803,9,8503,NA,"und",8503,1803-09-01,1
"286",1803,10,8708,NA,"und",8708,1803-10-01,1
"287",1803,11,8564,NA,"und",8564,1803-11-01,1
"288",1803,12,9866,NA,"und",9866,1803-12-01,1
"289",1804,1,7382,NA,"und",7382,1804-01-01,1
"290",1804,2,8128,NA,"und",8128,1804-02-01,1
"291",1804,3,8320,NA,"und",8320,1804-03-01,1
"292",1804,4,7576,NA,"und",7576,1804-04-01,1
"293",1804,5,8042,NA,"und",8042,1804-05-01,1
"294",1804,6,7103,NA,"und",7103,1804-06-01,1
"295",1804,7,7124,NA,"und",7124,1804-07-01,1
"296",1804,8,7683,NA,"und",7683,1804-08-01,1
"297",1804,9,7690,NA,"und",7690,1804-09-01,1
"298",1804,10,7397,NA,"und",7397,1804-10-01,1
"299",1804,11,6860,NA,"und",6860,1804-11-01,1
"300",1804,12,7832,NA,"und",7832,1804-12-01,1
"301",1805,1,7187,NA,"und",7187,1805-01-01,1
"302",1805,2,6893,NA,"und",6893,1805-02-01,1
"303",1805,3,8112,NA,"und",8112,1805-03-01,1
"304",1805,4,7365,NA,"und",7365,1805-04-01,1
"305",1805,5,7703,NA,"und",7703,1805-05-01,1
"306",1805,6,7966,NA,"und",7966,1805-06-01,1
"307",1805,7,7392,NA,"und",7392,1805-07-01,1
"308",1805,8,7434,NA,"und",7434,1805-08-01,1
"309",1805,9,6947,NA,"und",6947,1805-09-01,1
"310",1805,10,8377,NA,"und",8377,1805-10-01,1
"311",1805,11,7576,NA,"und",7576,1805-11-01,1
"312",1805,12,7460,NA,"und",7460,1805-12-01,1
"313",1806,1,5909,NA,"und",5909,1806-01-01,1
"314",1806,2,5523,NA,"und",5523,1806-02-01,1
"315",1806,3,6110,NA,"und",6110,1806-03-01,1
"316",1806,4,6227,NA,"und",6227,1806-04-01,1
"317",1806,5,6072,NA,"und",6072,1806-05-01,1
"318",1806,6,6018,NA,"und",6018,1806-06-01,1
"319",1806,7,6246,NA,"und",6246,1806-07-01,1
"320",1806,8,6172,NA,"und",6172,1806-08-01,1
"321",1806,9,5998,NA,"und",5998,1806-09-01,1
"322",1806,10,7523,NA,"und",7523,1806-10-01,1
"323",1806,11,6948,NA,"und",6948,1806-11-01,1
"324",1806,12,7203,NA,"und",7203,1806-12-01,1
"325",1807,1,6478,NA,"und",6478,1807-01-01,1
"326",1807,2,5715,NA,"und",5715,1807-02-01,1
"327",1807,3,5784,NA,"und",5784,1807-03-01,1
"328",1807,4,6055,NA,"und",6055,1807-04-01,1
"329",1807,5,6552,NA,"und",6552,1807-05-01,1
"330",1807,6,5998,NA,"und",5998,1807-06-01,1
"331",1807,7,6557,NA,"und",6557,1807-07-01,1
"332",1807,8,6014,NA,"und",6014,1807-08-01,1
"333",1807,9,6228,NA,"und",6228,1807-09-01,1
"334",1807,10,6039,NA,"und",6039,1807-10-01,1
"335",1807,11,5531,NA,"und",5531,1807-11-01,1
"336",1807,12,6114,NA,"und",6114,1807-12-01,1
"337",1808,1,5904,NA,"und",5904,1808-01-01,1
"338",1808,2,6296,NA,"und",6296,1808-02-01,1
"339",1808,3,7491,NA,"und",7491,1808-03-01,1
"340",1808,4,7738,NA,"und",7738,1808-04-01,1
"341",1808,5,7042,NA,"und",7042,1808-05-01,1
"342",1808,6,6910,NA,"und",6910,1808-06-01,1
"343",1808,7,7954,NA,"und",7954,1808-07-01,1
"344",1808,8,6910,NA,"und",6910,1808-08-01,1
"345",1808,9,6918,NA,"und",6918,1808-09-01,1
"346",1808,10,7724,NA,"und",7724,1808-10-01,1
"347",1808,11,6299,NA,"und",6299,1808-11-01,1
"348",1808,12,7251,NA,"und",7251,1808-12-01,1
"349",1809,1,9142,NA,"und",9142,1809-01-01,1
"350",1809,2,9139,NA,"und",9139,1809-02-01,1
"351",1809,3,10253,NA,"und",10253,1809-03-01,1
"352",1809,4,10451,NA,"und",10451,1809-04-01,1
"353",1809,5,11498,NA,"und",11498,1809-05-01,1
"354",1809,6,10968,NA,"und",10968,1809-06-01,1
"355",1809,7,11431,NA,"und",11431,1809-07-01,1
"356",1809,8,10436,NA,"und",10436,1809-08-01,1
"357",1809,9,10518,NA,"und",10518,1809-09-01,1
"358",1809,10,9496,NA,"und",9496,1809-10-01,1
"359",1809,11,9297,NA,"und",9297,1809-11-01,1
"360",1809,12,9961,NA,"und",9961,1809-12-01,1
"361",1810,1,8674,NA,"und",8674,1810-01-01,1
"362",1810,2,9273,NA,"und",9273,1810-02-01,1
"363",1810,3,10689,NA,"und",10689,1810-03-01,1
"364",1810,4,9418,NA,"und",9418,1810-04-01,1
"365",1810,5,9603,NA,"und",9603,1810-05-01,1
"366",1810,6,9252,NA,"und",9252,1810-06-01,1
"367",1810,7,9710,NA,"und",9710,1810-07-01,1
"368",1810,8,9893,NA,"und",9893,1810-08-01,1
"369",1810,9,9666,NA,"und",9666,1810-09-01,1
"370",1810,10,8937,NA,"und",8937,1810-10-01,1
"371",1810,11,9113,NA,"und",9113,1810-11-01,1
"372",1810,12,9460,NA,"und",9460,1810-12-01,1
"373",1811,1,11010,NA,"und",11010,1811-01-01,1
"374",1811,2,10445,NA,"und",10445,1811-02-01,1
"375",1811,3,12389,NA,"und",12389,1811-03-01,1
"376",1811,4,11091,NA,"und",11091,1811-04-01,1
"377",1811,5,12438,NA,"und",12438,1811-05-01,1
"378",1811,6,10868,NA,"und",10868,1811-06-01,1
"379",1811,7,12291,NA,"und",12291,1811-07-01,1
"380",1811,8,12224,NA,"und",12224,1811-08-01,1
"381",1811,9,12031,NA,"und",12031,1811-09-01,1
"382",1811,10,12303,NA,"und",12303,1811-10-01,1
"383",1811,11,11614,NA,"und",11614,1811-11-01,1
"384",1811,12,11372,NA,"und",11372,1811-12-01,1
"385",1812,1,10884,NA,"und",10884,1812-01-01,1
"386",1812,2,10563,NA,"und",10563,1812-02-01,1
"387",1812,3,10927,NA,"und",10927,1812-03-01,1
"388",1812,4,12036,NA,"und",12036,1812-04-01,1
"389",1812,5,11817,NA,"und",11817,1812-05-01,1
"390",1812,6,11379,NA,"und",11379,1812-06-01,1
"391",1812,7,12296,NA,"und",12296,1812-07-01,1
"392",1812,8,11807,NA,"und",11807,1812-08-01,1
"393",1812,9,11447,NA,"und",11447,1812-09-01,1
"394",1812,10,11447,NA,"und",11447,1812-10-01,1
"395",1812,11,10681,NA,"und",10681,1812-11-01,1
"396",1812,12,11374,NA,"und",11374,1812-12-01,1
"397",1813,1,10355,NA,"und",10355,1813-01-01,1
"398",1813,2,10711,NA,"und",10711,1813-02-01,1
"399",1813,3,13282,NA,"und",13282,1813-03-01,1
"400",1813,4,11983,NA,"und",11983,1813-04-01,1
"401",1813,5,12786,NA,"und",12786,1813-05-01,1
"402",1813,6,12149,NA,"und",12149,1813-06-01,1
"403",1813,7,12749,NA,"und",12749,1813-07-01,1
"404",1813,8,11435,NA,"und",11435,1813-08-01,1
"405",1813,9,11812,NA,"und",11812,1813-09-01,1
"406",1813,10,12328,NA,"und",12328,1813-10-01,1
"407",1813,11,11256,NA,"und",11256,1813-11-01,1
"408",1813,12,10930,NA,"und",10930,1813-12-01,1
"409",1814,1,15405,NA,"und",14499,1814-01-01,1.06248706807366
"410",1814,2,15696,NA,"und",15029,1814-02-01,1.04438086366358
"411",1814,3,19714,NA,"und",18677,1814-03-01,1.05552283557316
"412",1814,4,19011,NA,"und",18258,1814-04-01,1.0412421952021
"413",1814,5,18781,NA,"und",17904,1814-05-01,1.04898346738159
"414",1814,6,17566,NA,"und",16727,1814-06-01,1.05015842649608
"415",1814,7,12588,NA,"und",11826,1814-07-01,1.06443429731101
"416",1814,8,13770,NA,"und",12887,1814-08-01,1.06851866221774
"417",1814,9,14552,NA,"und",13494,1814-09-01,1.07840521713354
"418",1814,10,15296,NA,"und",14469,1814-10-01,1.05715667979819
"419",1814,11,14574,NA,"und",13534,1814-11-01,1.07684350524605
"420",1814,12,14459,NA,"und",13583,1814-12-01,1.06449238018111
"421",1815,1,14808,NA,"und",14155,1815-01-01,1.04613210879548
"422",1815,2,13447,NA,"und",12717,1815-02-01,1.0574034756625
"423",1815,3,15706,NA,"und",14860,1815-03-01,1.05693135935397
"424",1815,4,15656,NA,"und",14844,1815-04-01,1.05470223659391
"425",1815,5,14589,NA,"und",13873,1815-05-01,1.05161104303323
"426",1815,6,15631,NA,"und",14697,1815-06-01,1.0635503844322
"427",1815,7,15237,NA,"und",14381,1815-07-01,1.05952298171198
"428",1815,8,14583,NA,"und",13637,1815-08-01,1.06937009606218
"429",1815,9,15576,NA,"und",14843,1815-09-01,1.04938354780031
"430",1815,10,14677,NA,"und",13898,1815-10-01,1.05605123039286
"431",1815,11,14532,NA,"und",13722,1815-11-01,1.05902929602099
"432",1815,12,15135,NA,"und",14258,1815-12-01,1.06150932809651
"433",1816,1,15855,NA,"und",15855,1816-01-01,1
"434",1816,2,15588,NA,"und",15588,1816-02-01,1
"435",1816,3,17384,NA,"und",17384,1816-03-01,1
"436",1816,4,16311,NA,"und",16311,1816-04-01,1
"437",1816,5,18617,NA,"und",18617,1816-05-01,1
"438",1816,6,17419,NA,"und",17419,1816-06-01,1
"439",1816,7,17747,NA,"und",17747,1816-07-01,1
"440",1816,8,18098,NA,"und",18098,1816-08-01,1
"441",1816,9,16657,NA,"und",16657,1816-09-01,1
"442",1816,10,17660,NA,"und",17660,1816-10-01,1
"443",1816,11,16787,NA,"und",16787,1816-11-01,1
"444",1816,12,16828,NA,"und",16828,1816-12-01,1
"445",1817,1,18455,NA,"und",18455,1817-01-01,1
"446",1817,2,17946,NA,"und",17946,1817-02-01,1
"447",1817,3,19603,NA,"und",19603,1817-03-01,1
"448",1817,4,18483,NA,"und",18483,1817-04-01,1
"449",1817,5,19596,NA,"und",19596,1817-05-01,1
"450",1817,6,17895,NA,"und",17895,1817-06-01,1
"451",1817,7,18341,NA,"und",18341,1817-07-01,1
"452",1817,8,18297,NA,"und",18297,1817-08-01,1
"453",1817,9,16576,NA,"und",16576,1817-09-01,1
"454",1817,10,18005,NA,"und",18005,1817-10-01,1
"455",1817,11,17494,NA,"und",17494,1817-11-01,1
"456",1817,12,17037,NA,"und",17037,1817-12-01,1
"457",1818,1,18040,NA,"und",18040,1818-01-01,1
"458",1818,2,18901,NA,"und",18901,1818-02-01,1
"459",1818,3,19665,NA,"und",19665,1818-03-01,1
"460",1818,4,20037,NA,"und",20037,1818-04-01,1
"461",1818,5,20715,NA,"und",20715,1818-05-01,1
"462",1818,6,19324,NA,"und",19324,1818-06-01,1
"463",1818,7,18592,NA,"und",18592,1818-07-01,1
"464",1818,8,17924,NA,"und",17924,1818-08-01,1
"465",1818,9,18157,NA,"und",18157,1818-09-01,1
"466",1818,10,17784,NA,"und",17784,1818-10-01,1
"467",1818,11,17357,NA,"und",17357,1818-11-01,1
"468",1818,12,19597,NA,"und",19597,1818-12-01,1
"469",1819,1,20872,NA,"und",20872,1819-01-01,1
"470",1819,2,18479,NA,"und",18479,1819-02-01,1
"471",1819,3,21940,NA,"und",21940,1819-03-01,1
"472",1819,4,21175,NA,"und",21175,1819-04-01,1
"473",1819,5,20988,NA,"und",20988,1819-05-01,1
"474",1819,6,20162,NA,"und",20162,1819-06-01,1
"475",1819,7,20488,NA,"und",20488,1819-07-01,1
"476",1819,8,20566,NA,"und",20566,1819-08-01,1
"477",1819,9,21423,NA,"und",21423,1819-09-01,1
"478",1819,10,21244,NA,"und",21244,1819-10-01,1
