"title","ark"
"Annuaire des deux mondes ","cb32697009b"
"Annuaire de l'Île de la Réunion","cb32696174t"
"Annuaire ","cb32869845m"
"Année politique française et étrangère","cb34426924z"
"Annales de la Société royale des sciences","cb344123662"
"Amicale générale des anciens combattants du 44e Régt","cb32691956w"
"Almanach illustré de la vieille chanson","cb32689464v"
"Almanach du combattant ","cb32688367c"
"Album Musica","cb32685175q"
"Al Burhan ","cb32715142g"
"Ailes françaises ","cb326846615"
"Adresses générales des commissionnaires en marchandises de la place de Paris expédiant en France et à l'étranger","cb32682816d"
"Y hoc tân thanh","cb32893928g"
"Vallespir ","cb32886798m"
"Travaux de l'Université de Strasbourg","cb328804494"
"The Yellow book ","cb32894092b"
"Télé mail ","cb328764559"
"Tableaux de l'économie Rhône Alpes ","cb34387397t"
"Société des sciences","cb34424035n"
"Socialisme et liberté ","cb328688770"
"Semaine commerciale ","cb32866770t"
"Revue photographique","cb328611103"
"Revue franco allemande ","cb32859722g"
"Revue du monde colonial ","cb34398540v"
"Revue du cerf volant ","cb32859037k"
"Revue des associations professionnelles","cb32858180r"
"Revue départementale ","cb32858107p"
"Revue de la Renaissance ","cb32857738c"
"Revue de documentation ","cb32738665n"
"Revue d'histoire de Lyon ","cb328568670"
"Revue d'histoire de la guerre mondiale","cb328568628"
"Revue artistique et littéraire ","cb328563726"
"Revue alsacienne ","cb32856296x"
"Réveil bordelais ","cb32853811n"
"Recueil juridique de l'assurance ","cb32849751v"
"Recueil des instructions","cb43667224d"
"Recueil des arrêts de la cour d'appel de Rennes et des jugements rendus par les tribunaux de première instance","cb32849571x"
"Recueil de médecine vétérinaire exotique  ","cb328492833"
"Rapports et délibérations   Conseil général de la Meuse ","cb344739995"
"Races et racismes ","cb32847069h"
"Problemi della rivoluzione italiana ","cb32843085s"
"Pro Alesia ","cb343644838"
"Paris Biarritz ","cb32832227q"
"Organe général quotidien de tous les théâtres","cb32829890m"
"Nouvelle revue icarienne ","cb32896367f"
"Musée universel ","cb32821000p"
"Musée des enfants ","cb32820944j"
"Mémoires de la Société d'agriculture","cb328132564"
"Mémoires de la Section des lettres ","cb326811732"
"Magasin de zoologie ","cb32810578j"
"Lorraine","cb32809328d"
"Lo Schiavo ","cb32865449x"
"Lich dia phân quinhon","cb32807209c"
"Libérer et fédérer ","cb328066364"
"Les Théâtres de Nice ","cb32877284k"
"Les Soirées parisiennes ","cb32870665q"
"Les Marches de Provence ","cb32811523h"
"Les Humoristes ","cb327877751"
"Les Entretiens idéalistes ","cb34427890q"
"Les Cahiers de la République des lettres","cb32735486b"
"Les Affiches universelles ","cb326833764"
"Lectures et mémoires ","cb32681132g"
"Le Vosgien illustré ","cb32892364f"
"Le Voltaire","cb32892211k"
"Le Vieux Saint Maur ","cb343925961"
"Le Théâtre ","cb32877182m"
"Le Socialiste de Roubaix Tourcoing","cb328689747"
"Le Semeur ","cb328672386"
"Le Progrès spiritualiste ","cb328444258"
"Le Progrès du Midi ","cb32844198n"
"Le Pirate et le Forban des sciences","cb45777983h"
"Le Phare ","cb32838980j"
"Le Patriote ","cb32833894r"
"Le Nouvelliste de Versailles ","cb328270829"
"Le Néo naturien ","cb365978793"
"Le Moniteur des comices et des cultivateurs ","cb328189835"
"Le Messager ","cb328146612"
"Le Maroc catholique","cb32811746q"
"Le Galibot ","cb32779533t"
"Le Fumiste ","cb327790830"
"Le Franc Parler nord africain","cb327771039"
"Le Flambeau du Gard ","cb32775752p"
"Le Détective ","cb32756466c"
"Le Courier de l'hymen","cb32750391v"
"Le Conscrit","cb32747048c"
"Le Clou ","cb327436153"
"Le Cidre et le poiré","cb34417956m"
"Le Capitole ","cb32737301b"
"Le Bulletin noiséen","cb32731274t"
"Le Bonnet rouge ","cb32714946t"
"Le Bloc républicain du Gâtinais ","cb327132021"
"La Voix du peuple ","cb32891621r"
"La Voix d'Israël","cb32890742r"
"La Voie populaire","cb32890634v"
"La Vie algérienne","cb32888641v"
"La Tribune internationale ","cb32881357q"
"La Silhouette ","cb32868261z"
"La Sentinelle républicaine ","cb328675428"
"La Semaine illustrée","cb32866905x"
"La Science à la maison ","cb32865836p"
"La Revue socialiste ","cb32861463h"
"La Revue phocéenne","cb32861105h"
"La Revue de Bourgogne","cb32896442c"
"La Presse industrielle ","cb328425957"
"La Nef ","cb34529822w"
"La Musique pendant la guerre ","cb32821261f"
"La Maison de Molière ","cb32810968b"
"La Lecture illustrée ","cb32805537z"
"La Lecture de la famille ","cb328055269"
"La Jeunesse militaire et La Défense de Paris réunis ","cb44399222f"
"La Guêpe","cb327843725"
"La Grande Guerre ","cb44427669f"
"La Gazette de Pompon ","cb32780583d"
"La Flèche ","cb32775907d"
"La Dépêche africaine ","cb327559117"
"La Démocratie de La Rochelle ","cb32755491b"
"La Cravache antsiranaise ","cb32751975h"
"La Couronne ","cb327499470"
"La Clinique vétérinaire ","cb327434773"
"La Bataille ","cb32710263h"
"L'Union spirite bordelaise ","cb32884845t"
"L'Insurgé ","cb32792984j"
"L'Information photographique ","cb32791877r"
"L'Informateur des dirigeants de comités régionaux et des commissions sportives ","cb456902745"
"L'Indicateur perpétuel ","cb327907746"
"L'Idée latine ","cb32788233z"
"L'Humanité ","cb43782692c"
"L'Éveil togolais ","cb32771665s"
"L'Évangile pour tous","cb32771458z"
"L'Est algérien","cb32769418f"
"L'Echo gabonnais","cb327627115"
"L'Écho de Nancy ","cb32760835z"
"L'Avenir des travailleurs ","cb32708618h"
"L'Avenir ","cb32707877b"
"L'Auxiliaire municipal  ","cb327075498"
"L'Astronomie ","cb34409538v"
"L'Art lyrique de Lyon ","cb32702630x"
"L'Arc en","cb327007494"
"L'Anti camaraderie ","cb32699742k"
"L'Annonce Viguier","cb32695171j"
"L'Ami de l'inventeur ","cb32691168p"
"L'Algérie nouvelle ","cb326854986"
"L'Agent dramatique ","cb32684109p"
"L'Action socialiste ","cb326822967"
"L'Action démocratique","cb326818463"
"Justice et vérité","cb32802966x"
"Journal du Lycée des arts","cb32800967s"
"Journal des veuves de guerre ","cb32800605d"
"Journal des poilus ","cb32800260f"
"Journal de médecine de Bordeaux","cb32798491w"
"Journal d'agriculture et de prospérité publique","cb327968053"
"Instructions décadaires sur l'enregistrement","cb32792947b"
"Holàhée ","cb32787076f"
"Gazette des gazettes","cb421274484"
"Folichonneries ","cb327761679"
"Feuille ouvrière d'éducation socialiste ","cb32774765s"
"État de développement des recettes et des dépenses de l'exercice ","cb344454013"
"Dictionnaire Véron","cb32757279d"
"Der Kamerad ","cb43614708s"
"D'r Maikäfer ","cb45408553r"
"Correspondance de presse Veritas ","cb327486813"
"Conseil municipal de Paris ","cb345353500"
"Conseil général ","cb34438125s"
"Compte rendu des travaux de la Commission des monuments historiques du département de la Gironde pendant l'année ","cb327462747"
"Compte rendu des séances du Conseil d'hygiène publique et de salubrité du département de la Seine ","cb34253922t"
"Ciné France ","cb327422899"
"Bulletins de la Société anatomique de Nantes ","cb32734271h"
"Bulletin trimestriel de la Société des compositeurs de musique","cb32733973w"
"Bulletin religieux ","cb32732963b"
"Bulletin paroissial ","cb43511606x"
"Bulletin paroissial ","cb422634872"
"Bulletin paroissial ","cb42737239v"
"Bulletin paroissial ","cb43524779b"
"Bulletin paroissial ","cb427725488"
"Bulletin paroissial ","cb42737014z"
"Bulletin paroissial ","cb42769208p"
"Bulletin officiel de la Cochinchine française","cb327320348"
"Bulletin municipal   La Garenne","cb32731180g"
"Bulletin du Syndicat des artistes musiciens de la ville d'Alger","cb327281563"
"Bulletin du Cercle pédagogique de Castres ","cb32727024z"
"Bulletin de publicité coloniale","cb32725389w"
"Bulletin de la Société scientifique et littéraire des Basses Alpes ","cb344181648"
"Bulletin de la Société lorraine des études locales dans l'enseignement public ","cb34488245q"
"Bulletin de la Société des bibliophiles bretons et de l'histoire de Bretagne","cb327243362"
"Bulletin de la Société archéologique et biographique du canton de Montbard","cb34422773n"
"Bulletin de la municipalité de Paris","cb32723207z"
"Bulletin de la Commission des antiquités et des arts ","cb34428679w"
"Bulletin de l'Union historique et archéologique du Sud Ouest ","cb327217651"
"Bulletin de jurisprudence civile","cb32718479c"
"Bulletin d'information   Association générale des hygiénistes et techniciens municipaux ","cb345226172"
"Bulletin   Société d'histoire de Huningue et de sa région ","cb344181915"
"Bulletin ","cb32870012g"
"Budget provincial pour l'exercice","cb42057148r"
"Budget des fonds d'emprunt","cb41272198q"
"Budget de l'exploitation du chemin de fer","cb41270226n"
"Budget annexe des postes","cb41478607r"
"Aujourd'hui ","cb32706764g"
"Annuaire militaire de la République française pour l'année ","cb32698347z"
"Annuaire du Cosmos ","cb326974699"
"Annuaire diplomatique de l'Empire français pour l'année ","cb326973211"
"Annuaire des commissaires de police","cb326969741"
"Annuaire de la coopération","cb32696365d"
"Annuaire de l'Université de Grenoble ","cb32696285r"
"Annuaire de l'Association amicale des anciens élèves de l'École normale spéciale ","cb326959785"
"Annuaire   Société d'histoire de Wintzenheim ","cb36135704h"
"Annales du Bureau des longitudes ","cb32694358n"
"Annales du barreau français","cb43513279h"
"Annales de l'Institut international de sociologie ","cb326936676"
"Annales de l'École libre des sciences politiques ","cb34422234c"
"American register","cb326909799"
"Almanach des chansons de la table et du vin","cb32687775v"
"Académie des sciences, agriculture, arts et belles-lettres d'Aix","cb343673931"
"Rapport annuel de la clinique ophthalmologique de M. le professeur Dr Dor à Lyon","cb42094619n"
"Vérités ","cb328878655"
"Union des pères et des mères dont les fils sont morts pour la patrie","cb328837846"
"Union aveyronnaise ","cb328831042"
"Transmission au Conseil supérieur de l'Algérie des projets budgétaires votés par les délégations financières ","cb414858905"
"Tout ou rien ","cb328786242"
"Tng thut công vic nhân dân di biu vin ","cb412715857"
"The Riviera herald ","cb328621408"
"Tennis sports ","cb328767612"
"Techniques et sciences municipales","cb343786412"
"Tableaux économiques régionaux Martinique ","cb344253707"
"Tableaux économiques régionaux Guyane ","cb34417742c"
"Statistique générale de la France","cb42279947v"
"Statistique des incendies et des sauvetages pour lesquels le Régiment de sapeurs pompiers de Paris a été appelé ","cb43650372n"
"Société académique","cb328691074"
"Séance publique de la Société académique du département de la Loire Inférieure","cb328662008"
"Séance publique de l'Académie des sciences","cb344217900"
"Saint Denis théâtre ","cb32864109m"
"Revue internationale de la propriété foncière bâtie ","cb32860212t"
"Revue germanique ","cb32859894m"
"Revue du Nord de la France ","cb43551347h"
"Revue du Nord ","cb32858396p"
"Revue des livres nouveaux  ","cb328586161"
"Revue des colonies ","cb32858266g"
"Revue de Toulouse et du Midi de la France","cb32858081t"
"Revue d'Alsace ","cb34422719v"
"Revue cosmique ","cb328567055"
"Revue administrative du culte catholique ","cb328561928"
"Report of the meeting of the British association for the advancement of science","cb32851669x"
"Rentrée solennelle de l'Université ","cb32885750c"
"Recueil des actes de l'Académie des sciences","cb32849549r"
"Rapport sur la gestion financière et la marche des services pendant l'année ","cb343961272"
"Rapport annuel ","cb32745086f"
"Rapport adressé à Messieurs les membres de la Société du Musée de Riom","cb32848027t"
"Radical algérien ","cb32847138h"
"Publications agricoles ","cb328457182"
"Précis formulaire du notariat","cb328421803"
"Pour les femmes ","cb32841822m"
"Petite revue bas normande de la guerre ","cb32838010w"
"Petit journal des tribunaux ","cb32836641b"
"Paris presse ","cb32832832z"
"Paris magazine ","cb32832636s"
"Paris adresses ","cb326988580"
"Paris à l'eau forte ","cb32832149r"
"Oran revue","cb32829424q"
"Moniteur de la presse et de la librairie","cb328188351"
"Mémoires de la Société nationale académique de Cherbourg","cb344400740"
"Mémoires de la Société française de numismatique et d'archéologie","cb32813354q"
"Mémoires de la Société centrale de médecine vétérinaire","cb328132502"
"Mémoires de la Société académique du Cotentin ","cb32813231s"
"Mémoires de l'Académie royale de Savoie","cb328131754"
"Mélusine ","cb328130437"
"Mélanges de religion","cb436138780"
"Liste des docteurs en médecine","cb344369663"
"Lisan ad din","cb328081576"
"Lettres juives ","cb45510976z"
"Lettres autographes et documents historiques","cb32806136r"
"Les Petits gars ","cb328386696"
"Les Guêpes ","cb32784391f"
"Le Travailleur ","cb43839229b"
"Le Travail ","cb32879887r"
"Le Tout Nice ","cb328786184"
"Le Théâtre chez soi ","cb32877212q"
"Le Spectateur français au XIXme siècle","cb32871661k"
"Le Sourire d'Oloron ","cb328711705"
"Le Sentier ","cb328674273"
"Le Salon ","cb32864449p"
"Le Rideau ","cb328619031"
"Le Rideau ","cb32861901b"
"Le Réveil littéraire et artistique ","cb328548425"
"Le Réveil du peuple ","cb328547030"
"Le Réveil des communes ","cb328544155"
"Le Réveil des colons ","cb34538909x"
"Le Renseignement ","cb32851079k"
"Le Prolétaire ","cb32844540f"
"Le Pied qui r'mue ","cb32839741b"
"Le Patriote du Pas de","cb328340865"
"Le Panorama de l'univers ","cb328317611"
"Le Nain blanc","cb328218377"
"Le Monde contemporain ","cb32818226d"
"Le Miroir de la Côte d'Azur","cb32816713z"
"Le Mercure universel ","cb32814407q"
"Le Marin combattant ","cb32811626t"
"Le Livre d'or du Salon de peinture et de sculpture ","cb328087586"
"Le Libre penseur de Saône","cb328071062"
"Le Libre penseur","cb32807090h"
"Le Génie industriel ","cb32781901k"
"Le Farceur ","cb32773210w"
"Le Drogman ","cb32758941w"
"Le Défenseur de la Constitution ","cb32754883k"
"Le Courrier de la nation ","cb34428513p"
"Le Courrier de l'OEuvre d'Auteuil","cb34431159d"
"Le Coq enchaîné ","cb32748333d"
"Le Coopérateur ","cb32748118z"
"Le Combattant du Lot ","cb327446965"
"Le Chercheur militaire  ","cb32740854t"
"Le Censeur européen","cb32738488r"
"Le Bulletin du Palais ","cb32727678j"
"Le Bulletin de la SHMC ","cb34459135r"
"Le Bou Merzoug","cb32715223g"
"Le Bibliophile ","cb327120743"
"Le Bambou ","cb327097150"
"Latitude sud 18° ","cb32805317s"
"Landsturm's Kriegs Bote ","cb43614868x"
"La Voix nationale ","cb32891807r"
"La Tribune de Saint Gervais ","cb32881054v"
"La Terre marocaine ","cb32876925r"
"La Semaine roubaisienne ","cb32867114x"
"La Semaine parisienne ","cb32866980p"
"La Revue réaliste ","cb328613021"
"La Revue artistique","cb32856377x"
"La Révolution sociale ","cb32856114g"
"La République sociale ","cb32853137d"
"La Renaissance latine ","cb344304292"
"La Renaissance coloniale","cb328507767"
"La Politique communiste","cb32840896x"
"La Petite revue ","cb32837991z"
"La Peinture ","cb32834788s"
"La Patria","cb32833768x"
"La Mosaïque ","cb32820191v"
"La Matraque","cb32812334v"
"La Lyre ","cb328101684"
"La Jeune revue ","cb32795955p"
"La Gauche ","cb32779870v"
"La Domenica italiana ","cb32758489h"
"La Cravache ","cb32751970s"
"La Bibliothèque nationale en","cb344158874"
"L'Indépendance française ","cb32789294d"
"L'Idée moderne ","cb34430662f"
"L'Hydre anarchiste","cb32787862z"
"L'Humanité nouvelle ","cb32787756r"
"L'Homme ","cb327871563"
"L'Hebdomadaire","cb32786201v"
"L'Exposition maritime internationale ","cb327722459"
"L'Éventail ","cb327717234"
"L'Étendard révolutionnaire ","cb327699284"
"L'Étendard républicain","cb32769927s"
"L'Éteignoir ","cb32769869f"
"L'Entr'acte boulonnais ","cb32767519k"
"L'Écolier limousin ","cb32764632b"
"L'Éclaireur de la ville de Pau","cb327639903"
"L'Écho lyrique ","cb327628014"
"L'Écho des syndicats ","cb327618387"
