"title","ark"
"Revue de médecine légale ","cb344424063"
"Revue de la Société littéraire","cb328578061"
"Revue de la jeunesse de France","cb328576143"
"Rapport annuel du Gouvernement français à l'Assemblée générale des Nations Unies sur l'administration du Cameroun ","cb32848053c"
"Projets budgétaires votés par les assemblées financières algériennes ","cb41487952c"
"Politique étrangère ","cb34349006h"
"Orient et TOE ","cb32830017c"
"Lettres icariennes","cb32806220n"
"Lettre aux amis d'Afrique ","cb45800226s"
"Les Trois monts","cb32881768g"
"Les Heures nouvelles ","cb32786608c"
"Les Facettes ","cb32772649s"
"Les Cahiers français","cb32735793f"
"Les Avis du commerce illustrés","cb40149460m"
"Le Travail libre ","cb32879983n"
"Le Touriste algérien","cb328784475"
"Le Semeur ","cb328672297"
"Le Petit rigolard ","cb328373841"
"Le Petit médéen ","cb328368260"
"Le Petit journal des peintres en bâtiments et décors ","cb328366400"
"Le Petit Gaulois ","cb451392131"
"Le Patriote","cb328338744"
"Le Palamède ","cb32831528n"
"Le Normand jovial ","cb32824229p"
"Le Mousquetaire ","cb328204894"
"Le Moniteur des bons livres ","cb32818951j"
"Le Monde des arts ","cb328182419"
"Le Mois","cb32817706x"
"Le Henri IV ","cb32786365c"
"Le Français ","cb32777224j"
"Le Dessin ","cb327564144"
"Le Cri de Nice et de la Riviera","cb32752334h"
"Le Courrier commercial ","cb327500795"
"Le Combattant ","cb32744644x"
"Le Centre ","cb32738596n"
"Le Bulletin philatélique ","cb32732799s"
"Le Bonheur du peuple par la justice","cb32714728b"
"Le Baron Brisse","cb427568715"
"La Vie à la campagne ","cb328886039"
"La Vérité française","cb328877876"
"La Tribune de Bel Abbès ","cb32880928j"
"La République française ","cb328530343"
"La Rampe ","cb328478284"
"La Plume des jeunes ","cb32840373w"
"La Plume ","cb344829487"
"La Plage normande ","cb328401244"
"La Normandie littéraire","cb32824277j"
"La Lutte ","cb32809806g"
"La Hure ","cb34542818c"
"La Flèche ","cb32775902p"
"La Démocratie ","cb32755372s"
"La Critique ","cb32752686k"
"La Cloche ","cb32743488r"
"L'Union ","cb328829370"
"L'Ordre nouveau ","cb328297983"
"L'Entr'acte ","cb32767486f"
"L'Echo polaire ","cb42413457f"
"L'Écho du théâtre ","cb32762586h"
"L'Écho de Bab el","cb32759789k"
"L'Avenir de Lillebonne  ","cb32708385t"
"L'Art du théâtre","cb327025043"
"L'Architecture et la construction dans le Nord ","cb32700920z"
"L'Anti monopole ","cb32699839z"
"L'Amateur d'estampes ","cb32690637j"
"L'Alliance religieuse universelle ","cb326859330"
"L'Action syndicale ","cb326823281"
"L'Acétylène ","cb32681333c"
"Journal des viticulteurs et des agriculteurs du Midi","cb41130734n"
"Journal des jeunes personnes","cb327999173"
"Journal des hommes","cb45093306n"
"Journal de Gnafron","cb32797454f"
"Jardin des modes nouvelles","cb344212255"
"Hojas libres ","cb32787071q"
"Gazette spéciale de l'instruction publique et du clergé","cb327815244"
"Gazette numismatique française ","cb32781418x"
"Forces françaises intérieures","cb32776427w"
"Figaro salon ","cb34448409k"
"Figaro ","cb34447474s"
"Exposé de la situation générale des territoires du sud de l'Algérie","cb327721420"
"Der Orientfrontkämpfer ","cb328300924"
"Der Grosse Strassburger hinkende Bote ","cb344228283"
"Conférences faites aux matinées classiques du Théâtre national de l'Odéon","cb327468261"
"Compte définitif des recettes et des dépenses de la circonscription de Dakar et dépendances ","cb412807654"
"Commune ","cb34425436b"
"Calao ","cb327360885"
"Bulletin trimestriel de la Chambre de commerce française de Tunis","cb327337829"
"Bulletin philologique et historique jusqu'à 1610 du Comité des travaux historiques et scientifiques","cb32732804j"
"Bulletin paroissial ","cb42739759b"
"Bulletin paroissial ","cb42748261g"
"Bulletin mensuel du Cercle horticole de Roubaix","cb32730698p"
"Bulletin mensuel de l'Oeuvre du pain spirituel de Saint Antoine de Padoue","cb327298041"
"Bulletin mensuel de l'Association amicale des anciens combattants du département du Puy de","cb32729562c"
"Bulletin littéraire et scientifique ","cb32704860w"
"Bulletin hebdomadaire de presse ","cb327386618"
"Bulletin économique de l'Afrique équatoriale française ","cb32728641f"
"Bulletin des oeuvres d'éducation sociale du Centre ","cb32726391p"
"Bulletin des cyclotouristes ","cb32725993s"
"Bulletin de la Société de sciences naturelles de la Haute Marne","cb34427091v"
"Bulletin de la Société de l'industrie minérale","cb34438867n"
"Bulletin de la Société de chirurgie de Lyon","cb32724049k"
"Bulletin de la Société d'études scientifiques du Finistère","cb32723891b"
"Bulletin de l'Association des commis des Ponts et","cb32719985x"
"Bulletin de l'Amicale primaire des Hautes Alpes","cb32718958s"
"Bulletin   Société de Saint","cb34431018j"
"Bulletin   Société d'archéologie et d'histoire de la Charente","cb36136430g"
"Budget local du Haut Sénégal et Niger ","cb41382179t"
"Bourguignons ","cb327155281"
"Assemblée générale ordinaire","cb44376655c"
"Art et médecine ","cb32702568b"
"Archives littéraires de l'Europe ","cb327014695"
"Annuaire des engrais ","cb326970398"
"Annuaire administratif","cb32695438j"
"Annales de virologie","cb343630232"
"Annales de Flore et de Pomone ou Journal des jardins et des champs","cb326934967"
"Annales ","cb34378863x"
"Almanach royal et national","cb344541137"
"Almanach musical pour ","cb387197736"
"Alger étudiant","cb326853638"
"Album chanson ","cb32685028x"
"Affiches nationales ","cb32683336w"
"A.O.F. républicaine : organe de défense des intérêts politiques et économiques du Sénégal et des colonies de la Fédération d'Afrique occidentale française","cb32680253g"
"Viticulture Arboriculture ","cb32890336q"
"V.O.K.S. Organe de la Société pour les relations culturelles entre l'U.R.S.S. et les pays étrangers","cb32886573q"
"Travaux juridiques et économiques de l'Université de Rennes","cb345429566"
"Travaux ","cb328691043"
"Terpsica ","cb32876793p"
"Riz et riziculture ","cb32862337x"
"Revue internationale de l'ex libris ","cb32860203v"
"Revue icarienne ","cb32860038z"
"Revue française d'Edimbourg","cb442555031"
"Revue économique française ","cb328594606"
"Revue des sports mécaniques de France et des colonies ","cb32858853s"
"Revue de linguistique romane","cb34349097n"
"Revue de la Société des études historiques","cb32857796j"
"Revue de la Normandie ","cb32857658q"
"Revue de géographie marocaine","cb32857094x"
"Revue de droit commercial","cb41949175b"
"Revue d'ethnographie ","cb344756405"
"Revue coloniale ","cb343985327"
"Revue algérienne","cb40966540b"
"Réveil guelmois","cb32854795g"
"Registre maritime ","cb328503613"
"Rapport d'activité   Bibliothèque nationale de France ","cb37131313j"
"Rapport annuel   Comité des établissements de crédit ","cb344298890"
"Procès verbaux de la Société archéologique d'Eure","cb344279157"
"Paris club ","cb32832320k"
"Notes provençales ","cb32824779m"
"Nice ","cb328236197"
"Monuments grecs ","cb328200938"
"Mémoires et analyse des travaux de la Société d'agriculture","cb32813447q"
"Mémoires de la Société pour l'histoire du droit et des institutions des anciens pays bourguignons","cb343785722"
"Mémoires concernant l'histoire","cb39279325r"
"Lumière et radio ","cb328096612"
"Les Ouvriers des deux mondes ","cb32830863r"
"Les Carnets de l'exotisme ","cb344268100"
"Le Travailleur alpin ","cb34478447r"
"Le Souvenir ","cb328713356"
"Le Salon ","cb32864446n"
"Le Réveil du Sud Ouest","cb328547317"
"Le Rémouleur Hutchinson","cb32850713b"
"Le Publicateur judiciaire ","cb32845672k"
"Le Progrès musical ","cb32844309r"
"Le Progrès de l'Est","cb328439618"
"Le Pot pourri lodévois ","cb328416044"
"Le Pays d'Ouest ","cb34423002f"
"Le Pays ","cb32834370m"
"Le Pandecte ","cb328317135"
"Le Palais ","cb328315039"
"Le P","cb344008882"
"Le Mutilé des Cévennes ","cb328213266"
"Le Militant","cb328160507"
"Le Messager du Rhin ","cb328151492"
"Le Loustic Oranais","cb32809458m"
"Le Libre penseur ","cb328071000"
"Le Jeune patriote ","cb32795886p"
"Le Gay Lussac ","cb32779932k"
"Le Garde national","cb32779706g"
"Le Franc tireur de Châteaudun ","cb454502980"
"Le Fonctionnaire municipal ","cb327762756"
"Le Document ","cb32758071b"
"Le Diable boiteux ","cb32757066h"
"Le Diable à quatre ","cb32757042h"
"Le Damné ","cb32753965p"
"Le Courrier du Brésil ","cb32751142b"
"Le Courier des frontières","cb42118026r"
"Le Communiste ","cb327459293"
"Le Chabi ","cb45847441r"
"Le Bon temps","cb32714693h"
"La Voie nouvelle illustrée ","cb32890633h"
"La Vie mondiale ","cb32889168r"
"La Trique antijuive","cb32881712v"
"La Revue française de Prague ","cb328596884"
"La Revue des vivants ","cb32858948g"
"La Résistance ","cb32853255m"
"La Relève","cb32850640z"
"La Publicité moderne","cb32846032x"
"La Protection des morts ","cb328450331"
"La Place de Grève ","cb32840053f"
"La Mode nationale ","cb328175082"
"La Justice ","cb32802921z"
"La Gazette pittoresque de l'industrie de l'exposition universelle ","cb44418017k"
"La France ouvrière ","cb32778064g"
"La France d'Oc ","cb327775638"
"La France à table ","cb34542756n"
"La Feuille du ménage ","cb32774689h"
"La Digue ","cb32757382k"
"La Controverse ","cb34479245r"
"La Colonia italiana ","cb32744301t"
"La Chronique illustrée ","cb327418124"
"La Bresse louhannaise ","cb32715905g"
"La Bourgogne littéraire ","cb32715498x"
"L'<U+008C>uvre socialiste ","cb328282912"
"L'Union littéraire et théâtrale des jeunes auteurs ","cb32884298r"
"L'Office de publicité de la Gironde ","cb32828409k"
"L'Oeuf dur ","cb343812497"
"L'Indépendance corse ","cb32789256v"
"L'Humanité","cb327877364"
"L'Exposition de Troyes illustrée ","cb32772224b"
"L'Espoir","cb32769007p"
"L'Entracte ","cb32767471d"
"L'Électricité industrielle ","cb32765963p"
"L'Eco d'Italia ","cb327642029"
"L'Echo du Sud","cb327625615"
"L'Echo de la rive gauche ","cb32760614f"
"L'Écho de l'invisible ","cb327601727"
"L'Avertisseur toulois ","cb32709156x"
"L'Avertisseur haytien","cb32709153w"
"L'Avenir du travailleur ","cb32708787m"
"L'Avenir de Pau ","cb32708438k"
"L'Attesa ","cb32706302t"
"L'Art en province","cb32702508g"
"L'Arlequin ","cb327020997"
"L'Alliance française illustrée","cb32685896m"
"L'Action socialiste ","cb326822998"
"Katholische Monatsbriefe ","cb32803351g"
"Journal grammatical","cb41951170w"
"Journal für gemeinnützige Kenntnisse ","cb32801326s"
"Il Lavoro ","cb32805380j"
"Germinal ","cb34425250b"
"Gazette du bâtiment ","cb327810075"
"Elsassland","cb344230791"
"E<U+009E>egodnik","cb41365521x"
"Critique ","cb34348501x"
"Conférence des sociétés savantes","cb344849670"
"Cahiers Henri Bosco","cb34385777t"
"Bulletin trimestriel de l'Amicale des anciens combattants de Rueil et de Buzenval ","cb32733349c"
"Bulletin paroissial ","cb43501561k"
"Bulletin paroissial ","cb435036631"
"Bulletin paroissial ","cb435074058"
"Bulletin paroissial ","cb42737209x"
"Bulletin historique trimestriel ","cb34429398k"
"Bulletin folklorique d'Ile de","cb34348310b"
"Bulletin fiduciaire d'Indochine","cb32728789q"
"Bulletin des sciences mathématiques","cb32726560z"
"Bulletin des aciéries ","cb327255256"
"Bulletin de renseignements ","cb43782014x"
"Bulletin de presse étrangère  ","cb32725373h"
"Bulletin de la Société médicale des hôpitaux de Lyon","cb32724750q"
"Bulletin de la Société historique et archéologique de Corbeil","cb32724617m"
"Bulletin de la Société de l'histoire du protestantisme français ","cb34423021q"
"Bulletin de la Société d'histoire et d'archéologie du VIIe arrondissement de Paris","cb327239145"
"Bulletin de la Société d'archéologie de Riquewihr","cb32723787t"
"Bulletin de la Société d'archéologie","cb327237943"
"Bulletin de l'Armée d'Allemagne ","cb410923959"
"Bulletin de l'administration pénitentiaire ","cb32718569b"
"Bulletin de l'Académie de Nîmes","cb343878705"
"Budget des recettes et des dépenses de la province d'Alger ","cb411675572"
"Banquet des anciens élèves de l'École de Sorèze ","cb32709961q"
"Archives historiques et littéraires du nord de la France","cb32701452f"
"Archives de philosophie du droit et de sociologie juridique","cb32701315z"
"Archiv für elsässische Kirchengeschichte ","cb344226992"
"Annual report of the Bureau of ethnology to the Secretary of the Smithsonian institution","cb37575967m"
"Annuaire officiel des steeple chases","cb326984504"
"Annuaire de l'Université de Bordeaux ","cb345116822"
"Annuaire de Brest et du Finistère pour ","cb32695819c"
"Annales du Musée et de l'école moderne des beaux arts ","cb42451857w"
"Annales du bibliophile","cb32694352k"
"Annales de la Société linnéenne du département de Maine et","cb32694042f"
"Annales de la Société d'économie politique ","cb326939582"
"Almanach royal ","cb326901255"
"Almanach du Magasin pittoresque","cb32688743g"
"Almanach de la démocratie rurale ","cb32687083j"
"Al  Muntaqid","cb32820843x"
"À la voile ","cb32680434r"
"Séance publique de la Société des amis des sciences, des lettres, de l'agriculture et des arts","cb343673784"
"Tour d'horizon ","cb32878263v"
"Tableaux économiques de Midi Pyrénées ","cb343696862"
"Tableaux économiques de l'Aquitaine ","cb34407779h"
"Tableaux de l'économie du Poitou Charentes ","cb344144764"
"Soudan Niger","cb32871087m"
"Sondages de l'opinion publique française ","cb32870971g"
"Robotnik","cb32862385s"
"Revue trimestrielle du droit des sociétés et du droit financier","cb32861647t"
"Revue médicale francaise ","cb34378421w"
"Revue internationale de droit pénal","cb343600193"
"Revue historique de droit français et étranger ","cb34416603z"
"Revue française des collectionneurs ","cb328597005"
"Revue fiscale des régions libérées ","cb32859614k"
"Revue des arts asiatiques ","cb344170533"
"Revue de pathologie végétale et d'entomologie agricole ","cb343784378"
"Revue de l'Institut catholique de Paris","cb32857408m"
"Revue de l'histoire des religions","cb34349095z"
"Revue d'hygiène thérapeutique ","cb328569240"
"Revue contemporaine et Athenaeum français","cb34461728d"
"Revue anecdotique des lettres et des arts ","cb32856315c"
"Résidence générale de la République française au Maroc","cb328532339"
"Recueil de mémoires et documents sur le Forez","cb32849290c"
"Rapport sur les opérations des sociétés indigènes de prévoyance","cb41271869t"
"Rapport sur l'exercice","cb414723540"
"Quercy ","cb34426281v"
"Progrès anti clérical ","cb32843821r"
"Procès verbaux du Conseil colonial de l'Ile Bourbon","cb327470591"
"Polska Sluzba Propagandowa","cb328410301"
"Plein ciel journal ","cb328403220"
"Paris guide ","cb32832531s"
"Pallas ","cb328315813"
"Nouveau Diogene ","cb328255977"
"Na Strazy ","cb32821698w"
"Mémoires publiés par l'Académie de Marseille","cb344001973"
"Mémoires et procès verbaux ","cb34429552t"
"Mémoires et documents publiés par l'Académie du Faucigny","cb344993265"
"Mémoires de la Société des études japonaises","cb328133223"
"Mémoires de la Société d'archéologie","cb32813270p"
"Mémoires   Société historique et scientifique des Deux","cb328702888"
"Matériaux pour l'histoire primitive et naturelle de l'homme ","cb34475656j"
"Mariages et cérémonies","cb328115941"
"Les Petites affiches de la mode ","cb328382662"
"Les Gars normands de Paris","cb327797879"
"Les Cahiers lorrains ","cb34389720t"
"Le Zonier ","cb32895127d"
"Le Vélodrome ","cb32887211k"
"Le Var illustré ","cb32886885j"
"Le Télégramme ","cb328764826"
"Le Stade ","cb328723719"
"Le Socialiste de l'Afrique du Nord","cb32868942m"
"Le Poil civil ","cb32840513k"
"Le Peuple ","cb32838725v"
"Le Périscope ","cb328352410"
"Le Pavé ","cb328343175"
"Le Nouvel espion des jeux ","cb32825997b"
"Le Moustique","cb328205166"
"Le Moniteur des chemins de fer ","cb32818969m"
"Le Miroir des livres antiques et nouveaux","cb328167327"
"Le Juvénal ","cb328030102"
"Le Guide Sajou ","cb34444578q"
"Le Glaneur ","cb327826506"
"Le Diable rose ou le Petit courrier de Lucifer","cb32757085s"
"Le Cri du boulevard ","cb32752430d"
"Le Courrier national de Seine et","cb32751557g"
"Le Clairon d'Alais ","cb32743167z"
"Le Casino ","cb327378680"
"Le Boufarikois","cb327152820"
"Le Bibliophile français ","cb32712094q"
"Le Bazar ","cb32710561n"
"Las Argentinas","cb32701783j"
"La Voix des artistes ","cb328910662"
"La Voix de Paris ","cb328909998"
"La Vigilante ","cb45778023d"
"La Vie nantaise ","cb32889197b"
"La Vie juive ","cb344268867"
"La Tribune de l'architecte","cb328809512"
"La Transaction ","cb41087754t"
"La Tchécoslovaquie nouvelle","cb328760703"
"La Scène ","cb32865400k"
"La Saison d'Aix les","cb32864338r"
"La Riposte ","cb328620164"
"La Revue des conférences sténographiées ","cb32858302h"
"La Plume et l'épée","cb328403778"
"La Nièvre illustrée ","cb32823796z"
"La Mère et l'enfant ","cb32814464j"
"La Liberté ","cb32806692m"
"La Gazette paroissiale","cb42744561b"
"La Gazette parisienne ","cb32896212w"
"La Gazette   Cité internationale universitaire de Paris ","cb37133574s"
"La France médicale ","cb34482804b"
"La France franciscaine ","cb32777750g"
"La Dépêche tunisienne","cb327561656"
"La Démocratie ","cb32755396s"
"La Conque ","cb34515900p"
"La Bonne femme normande ","cb32714829z"
"L'Ordre ","cb328297298"
"L'Obstétrique ","cb32827966j"
"L'Observateur littéraire ","cb32827843m"
"L'Informateur des aliénistes et des neurologistes","cb343510074"
"L'Illustration de Roubaix ","cb32788490b"
"L'Homoeopathie familiale ","cb32787256c"
"L'Homme libre","cb32787194n"
"L'Etoile","cb327701357"
"L'Etendard ","cb327698908"
"L'Essor ","cb32769287q"
"L'Espagne antifasciste ","cb32768784t"
"L'Echo du Rocher","cb32762493h"
"L'Écho de La Bassée et de son canton ","cb32760248n"
"L'Écho de Douai ","cb32759954g"
"L'Avenir ","cb327078462"
"L'Aube sociale ","cb327066557"
"L'Argus des villes d'eaux et stations balnéaires ","cb32701901x"
"L'Algérie sportive ","cb345128867"
"L'Algérie à l'Exposition universelle de 1900","cb32685430k"
"L'Actualité sportive","cb326825873"
"Justice et vérité ","cb32802965k"
"Journal du génie civil","cb328009146"
"Journal du droit pratique et des sous seings privés","cb32800894d"
"Journal des spectacles ","cb32800437g"
"Journal des républicains","cb45093330h"
"Journal des occupés","cb457686811"
"Journal des exposants ","cb32799672d"
"Journal des charbons ","cb327993492"
"Journal de médecine de Bordeaux","cb43910315h"
"Journal de la Société de 1789","cb34394307h"
"Journal d'agriculture du département de la Nièvre","cb32796792k"
"Indicateur Lahure ","cb344937782"
"Gazette des Cormon","cb32780766c"
"Données sociales ","cb34389701j"
"Discours prononcé par M","cb423382173"
"Die bayerische Landwehr ","cb43614815b"
"Der Armierer ","cb419056946"
"Demain ","cb34421104x"
"Correspondance du Palais Royal","cb327487476"
"Connaissances usuelles recueillies par la Société d'émulation du département des Vosges","cb32746993f"
"Comptes rendus des séances de l'Académie des sciences","cb34368082s"
"Compte rendu de la séance","cb327055907"
"Compte définitif des recettes et des dépenses du budget local de la Côte d'Ivoire","cb41280719z"
"Compte définitif des recettes et des dépenses du budget annexe du chemin de fer de Kayes au Niger ","cb41270033c"
"Compte administratif du budget local du territoire de Kouang Tchéou","cb41270563p"
"Colloque sur l'histoire de la sécurité sociale","cb34431608w"
"Cahiers RTS promotion","cb34482101c"
"Cahiers RTS promotion","cb34482107f"
"Cahiers RTS promotion","cb34482099n"
"Bulletin trimestriel de l'Association amicale des anciens combattants des 54e et 254e R","cb327334051"
"Bulletin théologique","cb34405358z"
"Bulletin périodique vert ","cb32828512r"
"Bulletin paroissial ","cb43508535q"
"Bulletin paroissial ","cb427502027"
"Bulletin paroissial ","cb427501755"
"Bulletin paroissial ","cb427505936"
"Bulletin paroissial ","cb427429195"
"Bulletin paroissial ","cb427506479"
"Bulletin du Comice agricole et viticole de l'arrondissement d'Auxerre","cb327271487"
"Bulletin du Centre d'études psychiques de Marseille","cb327269277"
"Bulletin des lois nouvelles","cb32726279j"
"Bulletin de la Société préhistorique Ariège Pyrénées ","cb390924482"
"Bulletin de la Société des sciences naturelles et historiques de l'Ardèche","cb32724483v"
"Bulletin de la Société d'études diverses de l'arrondissement de Louviers","cb344458225"
"Bulletin de la Société d'archéologie et d'histoire de la Moselle","cb32723790q"
"Bulletin de la Société amicale des anciens combattants du 4e RAC","cb32723504r"
"Bulletin de la cathédrale de Strasbourg","cb34352297q"
"Bulletin de l'Union des sociétés de secours mutuels du Loiret","cb32721637h"
"Bulletin de l'Office colonial","cb34378143c"
"Bulletin de l'Exposition internationale de Lyon 1914","cb32720804v"
"Bulletin de l'Association amicale des agents supérieurs de la traction des réseaux ferrés français et coloniaux","cb327190843"
"Bulletin de l'Amicale meusienne de Nancy et des environs","cb32718945f"
"Bulletin de l'Amicale du Troix six","cb34478189v"
"Bulletin communal de Bédée","cb32717415w"
"Bulletin   Institut de sociologie ","cb32792902c"
"Bulletin ","cb32723580v"
"Budget général ","cb344357669"
"Budget du Cameroun ","cb41271665w"
"Au Quartier latin ","cb327065251"
"Assemblée des présidents des chambres de commerce de France","cb32703301r"
"Archives de zoologie expérimentale et générale","cb343781421"
"Archives d'histoire doctrinale et littéraire du Moyen âge ","cb34378559v"
"Archives alsaciennes d'histoire de l'art ","cb344441987"
"Annuaire général de l'épicerie française et des industries annexes","cb326979194"
"Annuaire des artistes et de l'enseignement dramatique et musical","cb326968873"
"Annuaire de la Société d'histoire de la Hardt et du Ried","cb34408863n"
"Annuaire ","cb32696057z"
"Almanach impérial ","cb344541226"
"Almanach des coopérateurs ","cb326878080"
"Almanach de la littérature","cb34398182p"
"Almanach de la Guadeloupe et dépendances pour l'année ","cb326871516"
"Almanach catholique de Roubaix","cb326864497"
"Agence d'information de la France libre","cb326836132"
"Acier ","cb34529843v"
"Bulletin des travaux de la Société libre d'émulation du commerce et de l'industrie de la Seine-Inférieure","cb34367491m"
"Annales de physiologie et de physicochimie biologique","cb343781212"
"Actes de la... journée des archéologues gersois","cb34451428c"
"Volk und Vaterland ","cb328920231"
"The Traveller","cb328805691"
"Statistiques de l'année","cb34445405g"
"Sport libre","cb328719335"
"Société d'émulation historique et littéraire d'Abbeville","cb34406892r"
"Revue internationale de l'économie sociale ","cb371352346"
"Revue historique de la Révolution française ","cb32859985x"
"Revue du droit bancaire ","cb32859119x"
"Revue du christianisme social","cb34440320w"
"Revue du christianisme pratique","cb32859047w"
"Revue des marques","cb343784258"
"Revue des lycées et des collèges ","cb328586239"
"Revue de procédure ","cb328579963"
"Revue d'histoire moderne ","cb34417274m"
"Revue catalane ","cb32856539x"
"Revue alsacienne illustrée ","cb34444187k"
"Résumés des cours Turgot","cb328740609"
"Rapport sur les travaux de la Commission permanente de vaccine ","cb32848361t"
"Rapport sur l'Observatoire d'astronomie physique de Meudon","cb43582030t"
"Photo club de Constantine","cb328394734"
"Pédagogie soviétique ","cb32834734v"
"Patro Revue ","cb32834216j"
"Paris New York ","cb32832731b"
"Paris illustré ","cb32832548h"
"Paillasse ","cb32831326d"
"Ouvertures","cb34514790p"
"Notre droit","cb32825094t"
"Moniteur industriel ","cb328194622"
"Mémoires de la Société royale d'Arras","cb32813398b"
"Mémoires de la Société linnéenne du Nord de la France","cb32813378q"
"Mémoires de la Société des antiquaires de l'Ouest","cb40241480g"
"Mémoires de la Société académique de Savoie","cb32813227j"
"Mémoires de l'Académie d'Orléans ","cb36596662k"
"Les Nouvelles savoisiennes ","cb32826893x"
"Les Documents maçonniques ","cb32758348n"
"Les Découpures types ","cb32754432k"
"Les Colonies ","cb32744363c"
"Le Travailleur de la Sarthe ","cb32880190r"
"Le Torpilleur ","cb32878108f"
"Le Tebessien","cb32876171q"
"Le Socialisme humain ","cb328688817"
"Le Réveil béarnais ","cb328538000"
"Le Petit glaneur ","cb328364633"
"Le Passe temps médical ","cb32833642z"
"Le Musicien ","cb34427826m"
"Le Mouvement sanitaire ","cb34459534h"
"Le Moulin vert ","cb32820454g"
"Le Monde économique","cb32818269p"
"Le Mercure du dix neuvième siècle ","cb328143450"
"Le Journal de Cholet","cb32797309b"
"Le Furet des salons ","cb327791807"
"Le Follet du Havre ","cb32776237n"
"Le Feu follet ","cb327742820"
"Le Drapeau bleu ","cb32758849c"
"Le Document aéronautique ","cb32758077d"
"Le Dilettante ","cb32757415q"
"Le Cultivateur ","cb327534539"
"Le Cricri ","cb327521924"
"Le Conservateur ","cb32747445f"
"Le Chalumeau ","cb32739253s"
"Le Causeur ","cb32738323w"
"Le Canard de la République libre de Boulanger","cb32736964n"
"Le Cabinet historique de l'Artois et de la Picardie ","cb32734914m"
"Le Bassin du Rhône ","cb327101935"
"La Voz de los Españoles ","cb328925791"
"La Voix d'un proscrit ","cb420632697"
"La Vie au patronage ","cb32888692r"
"La Source ","cb32871132m"
"La Revue du mois","cb328592045"
"La Renaissance idéaliste ","cb344236681"
"La Province ","cb32845264v"
"La Providence ","cb32845248m"
"La Presse thermale et climatique ","cb34349019v"
"La Presse Porto novienne dite iweajase","cb32842665k"
"La Parola ","cb328333366"
"La Nouvelle revue héraldique ","cb32826258r"
"La Ligue","cb32807685k"
"La Gauloiserie ","cb32779912z"
"La France musicale ","cb41025194p"
"La Flèche Mulhousienne ","cb32775916c"
"La Fabrique ","cb32772627g"
"La Corse républicaine et socialiste ","cb32749261m"
"La Bourse de Marseille ","cb327155688"
"La Bataille ","cb32710300w"
"L'Observateur des spectacles ou Anecdotes théatrales ouvrage periodique par M de Chevrier.","cb32827799z"
"L'Italiano","cb32794304w"
"L'Europe future ","cb327712510"
"L'Étincelle ","cb32770050v"
"L'Électeur socialiste de Morlaix ","cb32765900s"
"L'École normale ","cb32764476d"
"L'Éclair ","cb32763669f"
"L'Écho des beaux arts ","cb32761316j"
"L'Avenir de Maison Carrée","cb32708396g"
"L'Avenir artistique ","cb327079826"
"L'Art libre ","cb32702626p"
"L'Arlequin ","cb327020966"
"L'Annonciateur ","cb326953686"
"L'Année sociologique ","cb34404872n"
"L'Accord ","cb326812949"
"Journal du Palais","cb328010217"
"Journal de médecine vétérinaire militaire  ","cb32798529r"
"International bibliography of historical sciences ","cb34437189s"
"Insurgé","cb32792979z"
"Gazette archéologique ","cb32780075d"
"Gazette ","cb327803339"
"Fraternité ","cb32778510x"
"France et Ukraine ","cb327776897"
"France Amérique ","cb34442375n"
"Extraordinaire du Mercure galant","cb32772475s"
"Entre amis ","cb32767600f"
"El Ouma ","cb328306427"
"Documents diplomatiques ","cb41372640z"
"De los voz espanoles ","cb32754258q"
"Courrier français du Témoignage chrétien ","cb343853751"
"Conférence technique   Association générale des hygiénistes et techniciens municipaux ","cb34522612b"
"Compte définitif des recettes et dépenses ","cb32744346s"
"Compte administratif du maire pour l'exercice","cb41272735g"
"Chansonnier des demoiselles ","cb327399918"
"Chambre de commerce de Saint Quentin","cb32739493k"
"Causes criminelles et mondaines de ","cb42314269z"
"Cahiers RTS promotion ","cb34482075n"
"Cahiers RTS promotion","cb34482111p"
"Bulletin trimestriel de la section régionale de l'Académie de Caen ","cb32884427s"
"Bulletin trimestriel ","cb326811314"
"Bulletin paroissial ","cb435036395"
"Bulletin paroissial ","cb43516863h"
"Bulletin paroissial ","cb42769203z"
"Bulletin officiel de la Nouvelle Calédonie","cb327321456"
"Bulletin mensuel ","cb32738792t"
"Bulletin du Cercle toulousain de la Ligue de l'enseignement","cb327270390"
"Bulletin des syndicats des médecins de France et de l'Union des syndicats","cb32726695w"
"Bulletin des procès verbaux de la Société d'émulation d'Abbeville","cb34435692k"
"Bulletin de liaison ","cb34403304j"
"Bulletin de la Société minéralogique de France","cb34350455v"
"Bulletin de la Société archéologique de Sousse","cb32723561k"
"Bulletin de la Fédération musicale de l'Afrique du Nord","cb327228557"
"Bulletin de la Banque centrale agricole et des banques agricoles de France","cb32721944m"
"Bulletin de guerre du personnel de l'Usine Gillet et fils","cb327184781"
"Bulletin annuel de la Fondation suisse","cb32717011d"
"Bulletin administratif ","cb34529167x"
"Bulletin ","cb32723912g"
"Budget local du Territoire du Togo ","cb41403669n"
"Budget local ","cb412728483"
"Budget annexe des recettes et des dépenses de l'exercice","cb45389986j"
"Bir Hakeim ","cb32712806t"
"Archives de l'art français ","cb32701238b"
"Archives de Doyen ","cb327012328"
"Annuaire statistique du département de l'Yonne ","cb32698722q"
"Annuaire pontifical catholique ","cb32698536v"
"Annuaire général   Gouvernement général de Madagascar et dépendances ","cb327832165"
