"date","principales_sources","n"
"1929","Bibliothèque nationale de France",33500
"1929","Bibliothèque nationale et universitaire de Strasbourg",433
"1929","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",281
"1930","Archives et bibliothèques Pau Béarn Pyrénées - Bibliothèque de Pau",319
"1930","Autre",1578
"1930","Banque de France",1
"1930","Bibliothèque Carré d'art / Nîmes",30
"1930","Bibliothèque du Ministère des Affaires étrangères",473
"1930","Bibliothèque du Sénat",737
"1930","Bibliothèque et Archives de l'Assemblée nationale",194
"1930","Bibliothèque municipale de Brest",365
"1930","Bibliothèque nationale de France",32231
"1930","Bibliothèque nationale et universitaire de Strasbourg",1273
"1930","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",370
"1931","Archives et bibliothèques Pau Béarn Pyrénées - Bibliothèque de Pau",317
"1931","Autre",1447
"1931","Banque de France",1
"1931","Bibliothèque Carré d'art / Nîmes",26
"1931","Bibliothèque du Ministère des Affaires étrangères",445
"1931","Bibliothèque du Sénat",1129
"1931","Bibliothèque et Archives de l'Assemblée nationale",208
"1931","Bibliothèque municipale de Brest",365
"1931","Bibliothèque nationale de France",32325
"1931","Bibliothèque nationale et universitaire de Strasbourg",1294
"1931","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",407
"1932","Archives et bibliothèques Pau Béarn Pyrénées - Bibliothèque de Pau",317
"1932","Autre",1556
"1932","Banque de France",2
"1932","Bibliothèque Carré d'art / Nîmes",34
"1932","Bibliothèque du Ministère des Affaires étrangères",427
"1932","Bibliothèque du Sénat",147
"1932","Bibliothèque et Archives de l'Assemblée nationale",176
"1932","Bibliothèque municipale de Brest",366
"1932","Bibliothèque nationale de France",32075
"1932","Bibliothèque nationale et universitaire de Strasbourg",906
"1932","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",402
"1933","Archives et bibliothèques Pau Béarn Pyrénées - Bibliothèque de Pau",316
"1933","Autre",1508
"1933","Bibliothèque Carré d'art / Nîmes",26
"1933","Bibliothèque du Ministère des Affaires étrangères",422
"1933","Bibliothèque du Sénat",200
"1933","Bibliothèque et Archives de l'Assemblée nationale",208
"1933","Bibliothèque municipale de Brest",365
"1933","Bibliothèque nationale de France",31765
"1933","Bibliothèque nationale et universitaire de Strasbourg",670
"1933","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",347
"1934","Archives et bibliothèques Pau Béarn Pyrénées - Bibliothèque de Pau",316
"1934","Autre",1609
"1934","Banque de France",1
"1934","Bibliothèque Carré d'art / Nîmes",13
"1934","Bibliothèque du Ministère des Affaires étrangères",421
"1934","Bibliothèque du Sénat",145
"1934","Bibliothèque et Archives de l'Assemblée nationale",176
"1934","Bibliothèque municipale de Brest",365
"1934","Bibliothèque nationale de France",32801
"1934","Bibliothèque nationale et universitaire de Strasbourg",667
"1934","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",299
"1935","Archives et bibliothèques Pau Béarn Pyrénées - Bibliothèque de Pau",318
"1935","Autre",1483
"1935","Banque de France",1
"1935","Bibliothèque Carré d'art / Nîmes",7
"1935","Bibliothèque du Ministère des Affaires étrangères",413
"1935","Bibliothèque du Sénat",120
"1935","Bibliothèque et Archives de l'Assemblée nationale",104
"1935","Bibliothèque municipale de Brest",365
"1935","Bibliothèque nationale de France",32265
"1935","Bibliothèque nationale et universitaire de Strasbourg",691
"1935","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",349
"1936","Archives et bibliothèques Pau Béarn Pyrénées - Bibliothèque de Pau",313
"1936","Autre",1491
"1936","Banque de France",1
"1936","Bibliothèque Carré d'art / Nîmes",8
"1936","Bibliothèque du Ministère des Affaires étrangères",418
"1936","Bibliothèque du Sénat",177
"1936","Bibliothèque et Archives de l'Assemblée nationale",162
"1936","Bibliothèque municipale de Brest",366
"1936","Bibliothèque nationale de France",31899
"1936","Bibliothèque nationale et universitaire de Strasbourg",490
"1936","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",271
"1937","Archives et bibliothèques Pau Béarn Pyrénées - Bibliothèque de Pau",317
"1937","Autre",1339
"1937","Banque de France",1
"1937","Bibliothèque Carré d'art / Nîmes",6
"1937","Bibliothèque du Ministère des Affaires étrangères",414
"1937","Bibliothèque du Sénat",144
"1937","Bibliothèque et Archives de l'Assemblée nationale",165
"1937","Bibliothèque municipale de Brest",364
"1937","Bibliothèque nationale de France",30144
"1937","Bibliothèque nationale et universitaire de Strasbourg",432
"1937","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",112
"1938","Archives et bibliothèques Pau Béarn Pyrénées - Bibliothèque de Pau",314
"1938","Autre",1353
"1938","Banque de France",1
"1938","Bibliothèque Carré d'art / Nîmes",7
"1938","Bibliothèque du Ministère des Affaires étrangères",331
"1938","Bibliothèque du Sénat",115
"1938","Bibliothèque et Archives de l'Assemblée nationale",120
"1938","Bibliothèque municipale de Brest",364
"1938","Bibliothèque nationale de France",27807
"1938","Bibliothèque nationale et universitaire de Strasbourg",695
"1938","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",337
"1939","Archives et bibliothèques Pau Béarn Pyrénées - Bibliothèque de Pau",317
"1939","Autre",1048
"1939","Banque de France",1
"1939","Bibliothèque Carré d'art / Nîmes",7
"1939","Bibliothèque du Ministère des Affaires étrangères",402
"1939","Bibliothèque du Sénat",105
"1939","Bibliothèque et Archives de l'Assemblée nationale",129
"1939","Bibliothèque municipale de Brest",365
"1939","Bibliothèque nationale de France",23260
"1939","Bibliothèque nationale et universitaire de Strasbourg",762
"1939","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",231
"1940","Archives et bibliothèques Pau Béarn Pyrénées - Bibliothèque de Pau",303
"1940","Autre",504
"1940","Banque de France",1
"1940","Bibliothèque Carré d'art / Nîmes",2
"1940","Bibliothèque du Ministère des Affaires étrangères",169
"1940","Bibliothèque du Sénat",68
"1940","Bibliothèque et Archives de l'Assemblée nationale",87
"1940","Bibliothèque municipale de Brest",362
"1940","Bibliothèque nationale de France",16483
"1940","Bibliothèque nationale et universitaire de Strasbourg",169
"1940","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",236
"1941","Archives et bibliothèques Pau Béarn Pyrénées - Bibliothèque de Pau",225
"1941","Autre",616
"1941","Banque de France",1
"1941","Bibliothèque Carré d'art / Nîmes",2
"1941","Bibliothèque du Ministère des Affaires étrangères",47
"1941","Bibliothèque municipale de Brest",317
"1941","Bibliothèque nationale de France",15956
"1941","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",352
"1942","Archives et bibliothèques Pau Béarn Pyrénées - Bibliothèque de Pau",294
"1942","Autre",599
"1942","Banque de France",1
"1942","Bibliothèque Carré d'art / Nîmes",2
"1942","Bibliothèque du Ministère des Affaires étrangères",46
"1942","Bibliothèque municipale de Brest",310
"1942","Bibliothèque nationale de France",14949
"1942","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",288
"1943","Archives et bibliothèques Pau Béarn Pyrénées - Bibliothèque de Pau",316
"1943","Autre",609
"1943","Banque de France",1
"1943","Bibliothèque Carré d'art / Nîmes",2
"1943","Bibliothèque du Ministère des Affaires étrangères",42
"1943","Bibliothèque et Archives de l'Assemblée nationale",12
"1943","Bibliothèque municipale de Brest",306
"1943","Bibliothèque nationale de France",14478
"1943","Bibliothèque nationale et universitaire de Strasbourg",1
"1943","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",306
"1944","Archives et bibliothèques Pau Béarn Pyrénées - Bibliothèque de Pau",199
"1944","Autre",663
"1944","Banque de France",1
"1944","Bibliothèque Carré d'art / Nîmes",1
"1944","Bibliothèque et Archives de l'Assemblée nationale",97
"1944","Bibliothèque municipale de Brest",165
"1944","Bibliothèque nationale de France",11883
"1944","Bibliothèque nationale et universitaire de Strasbourg",3
"1944","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",288
"1945","Archives et bibliothèques Pau Béarn Pyrénées - Bibliothèque de Pau",11
"1945","Autre",604
"1945","Banque de France",3
"1945","Bibliothèque Carré d'art / Nîmes",1
"1945","Bibliothèque et Archives de l'Assemblée nationale",139
"1945","Bibliothèque nationale de France",6261
"1945","Bibliothèque nationale et universitaire de Strasbourg",294
"1945","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",355
"1946","Archives et bibliothèques Pau Béarn Pyrénées - Bibliothèque de Pau",8
"1946","Autre",754
"1946","Banque de France",2
"1946","Bibliothèque Carré d'art / Nîmes",4
"1946","Bibliothèque du Ministère des Affaires étrangères",1
"1946","Bibliothèque et Archives de l'Assemblée nationale",59
"1946","Bibliothèque nationale de France",6685
"1946","Bibliothèque nationale et universitaire de Strasbourg",357
"1946","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",333
"1947","Archives et bibliothèques Pau Béarn Pyrénées - Bibliothèque de Pau",5
"1947","Autre",697
"1947","Banque de France",4
"1947","Bibliothèque Carré d'art / Nîmes",4
"1947","Bibliothèque du Ministère des Affaires étrangères",1
"1947","Bibliothèque et Archives de l'Assemblée nationale",2
"1947","Bibliothèque nationale de France",6742
"1947","Bibliothèque nationale et universitaire de Strasbourg",340
"1947","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",356
"1948","Archives et bibliothèques Pau Béarn Pyrénées - Bibliothèque de Pau",2
"1948","Autre",715
"1948","Banque de France",4
"1948","Bibliothèque Carré d'art / Nîmes",4
"1948","Bibliothèque du Ministère des Affaires étrangères",1
"1948","Bibliothèque et Archives de l'Assemblée nationale",3
"1948","Bibliothèque nationale de France",6407
"1948","Bibliothèque nationale et universitaire de Strasbourg",109
"1948","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",364
"1949","Autre",679
"1949","Banque de France",4
"1949","Bibliothèque Carré d'art / Nîmes",4
"1949","Bibliothèque du Ministère des Affaires étrangères",1
"1949","Bibliothèque et Archives de l'Assemblée nationale",42
"1949","Bibliothèque nationale de France",6037
"1949","Bibliothèque nationale et universitaire de Strasbourg",5
"1949","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",361
"1950","Autre",608
"1950","Banque de France",5
"1950","Bibliothèque Carré d'art / Nîmes",3
"1950","Bibliothèque du Ministère des Affaires étrangères",1
"1950","Bibliothèque et Archives de l'Assemblée nationale",29
"1950","Bibliothèque nationale de France",5141
"1950","Bibliothèque nationale et universitaire de Strasbourg",2
"1950","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",363
"1951","Autre",596
"1951","Banque de France",5
"1951","Bibliothèque Carré d'art / Nîmes",2
"1951","Bibliothèque et Archives de l'Assemblée nationale",30
"1951","Bibliothèque nationale de France",2428
"1951","Bibliothèque nationale et universitaire de Strasbourg",4
"1951","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",333
"1952","Autre",705
"1952","Banque de France",4
"1952","Bibliothèque Carré d'art / Nîmes",4
"1952","Bibliothèque et Archives de l'Assemblée nationale",2
"1952","Bibliothèque nationale de France",2068
"1952","Bibliothèque nationale et universitaire de Strasbourg",8
"1952","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",186
"1953","Autre",667
"1953","Banque de France",4
"1953","Bibliothèque Carré d'art / Nîmes",4
"1953","Bibliothèque et Archives de l'Assemblée nationale",3
"1953","Bibliothèque nationale de France",1722
"1953","Bibliothèque nationale et universitaire de Strasbourg",9
"1953","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",45
"1954","Autre",802
"1954","Banque de France",4
"1954","Bibliothèque Carré d'art / Nîmes",4
"1954","Bibliothèque et Archives de l'Assemblée nationale",52
"1954","Bibliothèque nationale de France",1771
"1954","Bibliothèque nationale et universitaire de Strasbourg",8
"1954","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",59
"1955","Autre",735
"1955","Banque de France",6
"1955","Bibliothèque Carré d'art / Nîmes",4
"1955","Bibliothèque et Archives de l'Assemblée nationale",64
"1955","Bibliothèque nationale de France",1794
"1955","Bibliothèque nationale et universitaire de Strasbourg",9
"1955","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",55
"1956","Autre",706
"1956","Banque de France",6
"1956","Bibliothèque Carré d'art / Nîmes",4
"1956","Bibliothèque et Archives de l'Assemblée nationale",35
"1956","Bibliothèque nationale de France",1607
"1956","Bibliothèque nationale et universitaire de Strasbourg",9
"1956","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",52
"1957","Autre",687
"1957","Banque de France",7
"1957","Bibliothèque Carré d'art / Nîmes",4
"1957","Bibliothèque et Archives de l'Assemblée nationale",60
"1957","Bibliothèque nationale de France",1546
"1957","Bibliothèque nationale et universitaire de Strasbourg",12
"1957","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",50
"1958","Autre",785
"1958","Banque de France",5
"1958","Bibliothèque Carré d'art / Nîmes",6
"1958","Bibliothèque et Archives de l'Assemblée nationale",45
"1958","Bibliothèque nationale de France",1583
"1958","Bibliothèque nationale et universitaire de Strasbourg",10
"1958","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",51
"1959","Autre",775
"1959","Banque de France",6
"1959","Bibliothèque Carré d'art / Nîmes",4
"1959","Bibliothèque nationale de France",1160
"1959","Bibliothèque nationale et universitaire de Strasbourg",10
"1959","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",46
"1960","Autre",714
"1960","Banque de France",7
"1960","Bibliothèque Carré d'art / Nîmes",4
"1960","Bibliothèque nationale de France",822
"1960","Bibliothèque nationale et universitaire de Strasbourg",8
"1960","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",57
"1961","Autre",686
"1961","Banque de France",5
"1961","Bibliothèque Carré d'art / Nîmes",4
"1961","Bibliothèque nationale de France",611
"1961","Bibliothèque nationale et universitaire de Strasbourg",10
"1961","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",52
"1962","Autre",663
"1962","Banque de France",8
"1962","Bibliothèque Carré d'art / Nîmes",4
"1962","Bibliothèque nationale de France",528
"1962","Bibliothèque nationale et universitaire de Strasbourg",8
"1962","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",348
"1963","Autre",549
"1963","Banque de France",7
"1963","Bibliothèque Carré d'art / Nîmes",4
"1963","Bibliothèque nationale de France",437
"1963","Bibliothèque nationale et universitaire de Strasbourg",8
"1963","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",362
"1964","Autre",574
"1964","Banque de France",6
"1964","Bibliothèque Carré d'art / Nîmes",4
"1964","Bibliothèque nationale de France",435
"1964","Bibliothèque nationale et universitaire de Strasbourg",9
"1964","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",340
"1965","Autre",596
"1965","Banque de France",6
"1965","Bibliothèque Carré d'art / Nîmes",4
"1965","Bibliothèque nationale de France",449
"1965","Bibliothèque nationale et universitaire de Strasbourg",10
"1965","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",333
"1966","Autre",646
"1966","Banque de France",6
"1966","Bibliothèque Carré d'art / Nîmes",4
"1966","Bibliothèque nationale de France",441
"1966","Bibliothèque nationale et universitaire de Strasbourg",9
"1966","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",334
"1967","Autre",638
"1967","Banque de France",7
"1967","Bibliothèque Carré d'art / Nîmes",4
"1967","Bibliothèque nationale de France",423
"1967","Bibliothèque nationale et universitaire de Strasbourg",12
"1967","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",114
"1968","Autre",602
"1968","Banque de France",7
"1968","Bibliothèque Carré d'art / Nîmes",4
"1968","Bibliothèque nationale de France",420
"1968","Bibliothèque nationale et universitaire de Strasbourg",7
"1968","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",294
"1969","Autre",613
"1969","Banque de France",7
"1969","Bibliothèque Carré d'art / Nîmes",4
"1969","Bibliothèque nationale de France",430
"1969","Bibliothèque nationale et universitaire de Strasbourg",8
"1969","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",318
"1970","Autre",658
"1970","Banque de France",6
"1970","Bibliothèque Carré d'art / Nîmes",4
"1970","Bibliothèque nationale de France",297
"1970","Bibliothèque nationale et universitaire de Strasbourg",13
"1970","Ville de Paris / Bibliothèque de l'Hôtel de Ville (BHdV)",16
"1971","Autre",692
"1971","Banque de France",7
"1971","Bibliothèque Carré d'art / Nîmes",4
"1971","Bibliothèque nationale de France",164
"1971","Bibliothèque nationale et universitaire de Strasbourg",9
"1972","Autre",770
"1972","Banque de France",11
"1972","Bibliothèque Carré d'art / Nîmes",4
"1972","Bibliothèque nationale de France",138
"1972","Bibliothèque nationale et universitaire de Strasbourg",12
"1973","Autre",676
"1973","Banque de France",11
"1973","Bibliothèque Carré d'art / Nîmes",4
"1973","Bibliothèque nationale de France",131
"1973","Bibliothèque nationale et universitaire de Strasbourg",10
"1974","Autre",632
"1974","Banque de France",11
"1974","Bibliothèque Carré d'art / Nîmes",4
"1974","Bibliothèque nationale de France",135
"1974","Bibliothèque nationale et universitaire de Strasbourg",15
"1975","Autre",609
"1975","Banque de France",11
"1975","Bibliothèque Carré d'art / Nîmes",4
"1975","Bibliothèque nationale de France",206
"1975","Bibliothèque nationale et universitaire de Strasbourg",13
"1976","Autre",586
"1976","Banque de France",11
"1976","Bibliothèque Carré d'art / Nîmes",4
"1976","Bibliothèque nationale de France",210
"1976","Bibliothèque nationale et universitaire de Strasbourg",11
"1977","Autre",581
"1977","Banque de France",13
"1977","Bibliothèque Carré d'art / Nîmes",4
"1977","Bibliothèque nationale de France",238
"1977","Bibliothèque nationale et universitaire de Strasbourg",11
"1978","Autre",597
"1978","Banque de France",14
"1978","Bibliothèque Carré d'art / Nîmes",4
"1978","Bibliothèque nationale de France",207
"1978","Bibliothèque nationale et universitaire de Strasbourg",13
"1979","Autre",642
"1979","Banque de France",11
"1979","Bibliothèque Carré d'art / Nîmes",4
"1979","Bibliothèque nationale de France",209
"1979","Bibliothèque nationale et universitaire de Strasbourg",10
"1980","Autre",631
"1980","Banque de France",15
"1980","Bibliothèque Carré d'art / Nîmes",4
"1980","Bibliothèque nationale de France",201
"1980","Bibliothèque nationale et universitaire de Strasbourg",18
"1981","Autre",636
"1981","Banque de France",13
"1981","Bibliothèque Carré d'art / Nîmes",4
"1981","Bibliothèque nationale de France",145
"1981","Bibliothèque nationale et universitaire de Strasbourg",14
"1982","Autre",621
"1982","Banque de France",16
"1982","Bibliothèque Carré d'art / Nîmes",5
"1982","Bibliothèque nationale de France",131
"1982","Bibliothèque nationale et universitaire de Strasbourg",14
"1983","Autre",597
"1983","Banque de France",13
"1983","Bibliothèque Carré d'art / Nîmes",4
"1983","Bibliothèque nationale de France",131
"1983","Bibliothèque nationale et universitaire de Strasbourg",14
"1984","Autre",612
"1984","Banque de France",12
"1984","Bibliothèque Carré d'art / Nîmes",4
"1984","Bibliothèque nationale de France",127
"1984","Bibliothèque nationale et universitaire de Strasbourg",19
"1985","Autre",581
"1985","Banque de France",11
"1985","Bibliothèque Carré d'art / Nîmes",4
"1985","Bibliothèque nationale de France",133
"1985","Bibliothèque nationale et universitaire de Strasbourg",15
"1986","Autre",649
"1986","Banque de France",13
"1986","Bibliothèque Carré d'art / Nîmes",4
"1986","Bibliothèque nationale de France",138
"1986","Bibliothèque nationale et universitaire de Strasbourg",15
"1987","Autre",686
"1987","Banque de France",11
"1987","Bibliothèque Carré d'art / Nîmes",4
"1987","Bibliothèque nationale de France",143
"1987","Bibliothèque nationale et universitaire de Strasbourg",17
"1988","Autre",686
"1988","Banque de France",13
"1988","Bibliothèque Carré d'art / Nîmes",4
"1988","Bibliothèque nationale de France",117
"1988","Bibliothèque nationale et universitaire de Strasbourg",14
"1989","Autre",666
"1989","Banque de France",16
"1989","Bibliothèque Carré d'art / Nîmes",4
"1989","Bibliothèque nationale de France",153
"1989","Bibliothèque nationale et universitaire de Strasbourg",15
"1990","Autre",648
"1990","Banque de France",26
"1990","Bibliothèque Carré d'art / Nîmes",4
"1990","Bibliothèque nationale de France",308
"1990","Bibliothèque nationale et universitaire de Strasbourg",17
"1991","Autre",654
"1991","Banque de France",27
"1991","Bibliothèque Carré d'art / Nîmes",4
"1991","Bibliothèque nationale de France",115
"1991","Bibliothèque nationale et universitaire de Strasbourg",15
"1992","Autre",641
"1992","Banque de France",26
"1992","Bibliothèque Carré d'art / Nîmes",4
"1992","Bibliothèque nationale de France",107
"1992","Bibliothèque nationale et universitaire de Strasbourg",19
"1993","Autre",676
"1993","Banque de France",26
"1993","Bibliothèque Carré d'art / Nîmes",4
"1993","Bibliothèque nationale de France",110
"1993","Bibliothèque nationale et universitaire de Strasbourg",15
"1994","Autre",659
"1994","Banque de France",5
"1994","Bibliothèque Carré d'art / Nîmes",4
"1994","Bibliothèque nationale de France",122
"1994","Bibliothèque nationale et universitaire de Strasbourg",15
"1995","Autre",703
"1995","Banque de France",4
"1995","Bibliothèque Carré d'art / Nîmes",4
"1995","Bibliothèque nationale de France",128
"1995","Bibliothèque nationale et universitaire de Strasbourg",19
"1996","Autre",659
"1996","Banque de France",2
"1996","Bibliothèque Carré d'art / Nîmes",4
"1996","Bibliothèque nationale de France",144
"1996","Bibliothèque nationale et universitaire de Strasbourg",17
"1997","Autre",624
"1997","Banque de France",1
"1997","Bibliothèque Carré d'art / Nîmes",4
"1997","Bibliothèque nationale de France",116
"1997","Bibliothèque nationale et universitaire de Strasbourg",16
"1998","Autre",609
"1998","Banque de France",2
"1998","Bibliothèque Carré d'art / Nîmes",4
"1998","Bibliothèque nationale de France",106
"1998","Bibliothèque nationale et universitaire de Strasbourg",23
"1999","Autre",529
"1999","Banque de France",1
"1999","Bibliothèque Carré d'art / Nîmes",4
"1999","Bibliothèque nationale de France",79
"1999","Bibliothèque nationale et universitaire de Strasbourg",19
"2000","Autre",554
"2000","Banque de France",1
"2000","Bibliothèque Carré d'art / Nîmes",4
"2000","Bibliothèque nationale de France",62
"2000","Bibliothèque nationale et universitaire de Strasbourg",15
"2001","Autre",491
"2001","Bibliothèque Carré d'art / Nîmes",4
"2001","Bibliothèque nationale de France",42
"2001","Bibliothèque nationale et universitaire de Strasbourg",15
"2002","Autre",451
"2002","Bibliothèque Carré d'art / Nîmes",4
"2002","Bibliothèque nationale de France",35
"2002","Bibliothèque nationale et universitaire de Strasbourg",16
"2003","Autre",433
"2003","Bibliothèque nationale de France",32
"2003","Bibliothèque nationale et universitaire de Strasbourg",15
"2004","Autre",418
"2004","Bibliothèque nationale de France",33
"2004","Bibliothèque nationale et universitaire de Strasbourg",15
"2005","Autre",356
"2005","Bibliothèque nationale de France",21
"2005","Bibliothèque nationale et universitaire de Strasbourg",15
"2006","Autre",334
"2006","Bibliothèque nationale de France",14
"2006","Bibliothèque nationale et universitaire de Strasbourg",11
"2007","Autre",315
"2007","Bibliothèque nationale de France",14
"2007","Bibliothèque nationale et universitaire de Strasbourg",13
"2008","Autre",285
"2008","Bibliothèque nationale de France",15
"2008","Bibliothèque nationale et universitaire de Strasbourg",11
"2009","Autre",262
"2009","Bibliothèque nationale de France",15
"2009","Bibliothèque nationale et universitaire de Strasbourg",9
"2010","Autre",172
"2010","Bibliothèque nationale de France",14
"2010","Bibliothèque nationale et universitaire de Strasbourg",10
"2011","Autre",157
"2011","Bibliothèque nationale de France",24
"2011","Bibliothèque nationale et universitaire de Strasbourg",6
"2012","Autre",151
"2012","Bibliothèque nationale de France",24
"2012","Bibliothèque nationale et universitaire de Strasbourg",3
"2013","Autre",127
"2013","Bibliothèque nationale de France",13
"2013","Bibliothèque nationale et universitaire de Strasbourg",2
"2014","Autre",111
"2014","Bibliothèque nationale de France",2
"2014","Bibliothèque nationale et universitaire de Strasbourg",3
"2015","Autre",102
"2015","Bibliothèque nationale de France",3
"2016","Autre",70
"2016","Bibliothèque nationale et universitaire de Strasbourg",1
"2017","Autre",52
"2017","Bibliothèque nationale de France",2
"2018","Autre",39
"2019","Autre",7
