"date","identifier","publisher","title","nb_numeros","ark","duree_publi","date_deb","date_fin","deb_bis","fin_bis","is_quotidien","sdewey","sdewey_nom","sdewey2","sdewey_nom2"
"194.-1944","https://gallica.bnf.fr/ark:/12148/cb32758243n/date","Paris","Documents ",3,"cb32758243n_date",91,"1944-03","1944-05","1944-03-01","1944-05-31",FALSE,NA,NA,"",""
"1813-1904","https://gallica.bnf.fr/ark:/12148/cb32757820d/date","Paris","Discours prononcé à la séance publique de la Société académique des Enfans d'Apollon",3,"cb32757820d_date",19143,"1835","1887-05","1835-01-01","1887-05-31",FALSE,70,"Arts et loisirs Généralités","",""
"1863-1863","https://gallica.bnf.fr/ark:/12148/cb32892034p/date","Strassburg","Der Volksbarbier ",3,"cb32892034p_date",752,"1863-10-17","1865-11-07","1863-10-17","1865-11-07",FALSE,7,"Presse et édition","",""
"19..-19..","https://gallica.bnf.fr/ark:/12148/cb32683707d/date","Paris","Dépêches télégraphiques ",3,"cb32683707d_date",5112,"1914-01","1927","1914-01-01","1927-12-31",FALSE,NA,NA,"",""
"19??","https://gallica.bnf.fr/ark:/12148/cb32755106f/date","S. l.","Demain",3,"cb32755106f_date",NA,"1942-11","1943-02","1942-11-01","1943-02-31",FALSE,NA,NA,"",""
"1943-1945","https://gallica.bnf.fr/ark:/12148/cb327543569/date","S. l. puis Avignon","Debout la France",3,"cb327543569_date",NA,"1943-11-01","1944-04","1943-11-01","1944-04-31",FALSE,NA,NA,"",""
"1932-1933","https://gallica.bnf.fr/ark:/12148/cb32753327g/date","Nice","Croquis mondains ",3,"cb32753327g_date",NA,"1932-08-14","1933-04","1932-08-14","1933-04-31",FALSE,NA,NA,"",""
"1944-1944","https://gallica.bnf.fr/ark:/12148/cb34438815d/date","Paris","Cri d'alarme ",3,"cb34438815d_date",NA,"1944","1944-04","1944-01-01","1944-04-31",FALSE,NA,NA,"",""
"1788-1789","https://gallica.bnf.fr/ark:/12148/cb43847111q/date","","Cours complet d'agriculture",3,"cb43847111q_date",730,"1788","1789","1788-01-01","1789-12-31",FALSE,50,"Sciences Généralités","",""
"1923-1934","https://gallica.bnf.fr/ark:/12148/cb32751572c/date","Paris","Courrier numismatique ",3,"cb32751572c_date",NA,"1923","1933-06","1923-01-01","1933-06-31",FALSE,NA,NA,"",""
"1791-1793","https://gallica.bnf.fr/ark:/12148/cb32751149r/date","Caen","Courrier du Calvados",3,"cb32751149r_date",546,"1791-01-06","1792-07-05","1791-01-06","1792-07-05",FALSE,7,"Presse et édition","",""
"1953-1953","https://gallica.bnf.fr/ark:/12148/cb32749239f/date","Ajaccio","Corse historique ",3,"cb32749239f_date",-93,"1953-11","1953-07","1953-11-01","1953-07-31",FALSE,944,"Histoire de France","",""
"1783-1783","https://gallica.bnf.fr/ark:/12148/cb32749012v/date","Neuchâtel, Londres","Correspondance universelle sur ce qui intéresse le bonheur de l'homme et de la société",3,"cb32749012v_date",364,"1783","1783","1783-01-01","1783-12-31",FALSE,19,"Philosophie moderne","",""
"1845-1846","https://gallica.bnf.fr/ark:/12148/cb32748712j/date","Paris","Correspondance des disciples de la science sociale",3,"cb32748712j_date",181,"1845-10","1846-03","1845-10-01","1846-03-31",FALSE,30,"Sciences sociales","",""
"1906-19..","https://gallica.bnf.fr/ark:/12148/cb34532069v/date","Paris","Correspondance   Union pour la vérité ",3,"cb34532069v_date",153,"1911-08-01","1912-01-01","1911-08-01","1912-01-01",FALSE,NA,NA,"",""
"1838-1948","https://gallica.bnf.fr/ark:/12148/cb32745652s/date","Paris, Paris, Paris","Conseil général du Département de la Seine",3,"cb32745652s_date",2190,"1850","1855","1850-01-01","1855-12-31",FALSE,35,"Administration publique","",""
"1928-1930","https://gallica.bnf.fr/ark:/12148/cb32792620g/date","Marseille","Congrès ",3,"cb32792620g_date",357,"1927-04-19","1928-04-10","1927-04-19","1928-04-10",FALSE,944,"Histoire de France","",""
"1905-1939","https://gallica.bnf.fr/ark:/12148/cb425949676/date","Lyon","Comptes rendus des travaux ",3,"cb425949676_date",1533,"1904-09-16","1908-11-27","1904-09-16","1908-11-27",FALSE,37,"Éducation","",""
"1934-1942","https://gallica.bnf.fr/ark:/12148/cb32746419n/date","Hanoï","Comptes rendus des séances du Conseil de recherches scientifiques de l'Indochine ",3,"cb32746419n_date",NA,"1936","1944-04","1936-01-01","1944-04-31",FALSE,NA,NA,"",""
"1930-19..","https://gallica.bnf.fr/ark:/12148/cb425034086/date","Hanoï","Compte rendu sur le fonctionnement de l'Inspection générale du travail ",3,"cb425034086_date",1094,"1929","1931","1929-01-01","1931-12-31",FALSE,35,"Administration publique","",""
"18??","https://gallica.bnf.fr/ark:/12148/cb327463824/date","Paris","Compte rendu par le Comité des intérêts métallurgiques à ses commettants",3,"cb327463824_date",1460,"1842","1845","1842-01-01","1845-12-31",FALSE,60,"Techniques Généralités","",""
"1841-1842","https://gallica.bnf.fr/ark:/12148/cb327463181/date","Limoges","Compte rendu des travaux de la Société médicale de la Haute",3,"cb327463181_date",6938,"1841","1859","1841-01-01","1859-12-31",FALSE,61,"Médecine","",""
"1806-1823","https://gallica.bnf.fr/ark:/12148/cb34398235f/date","Mâcon","Compte rendu des travaux de la Société des sciences",3,"cb34398235f_date",6238,"1806-12-02","1823","1806-12-02","1823-12-31",FALSE,90,"Histoire et géographie Généralités","",""
"1837-1854","https://gallica.bnf.fr/ark:/12148/cb32746290g/date","Nantua","Compte rendu des travaux de la Société d'émulation de l'arrondissement de Nantua",3,"cb32746290g_date",2556,"1846-01","1852","1846-01-01","1852-12-31",FALSE,80,"Littérature Généralités","",""
"1870-1939","https://gallica.bnf.fr/ark:/12148/cb32739360b/date","Boulogne sur Mer","Compte rendu de ses travaux",3,"cb32739360b_date",1095,"1870","1872","1870-01-01","1872-12-31",FALSE,38,"Commerce communications transports","",""
"1897-1938","https://gallica.bnf.fr/ark:/12148/cb327460918/date","Riom","Compte rendu adressé à Messieurs les membres de la Société du Musée de Riom des séances publiques et des conférences de la session ",3,"cb327460918_date",1459,"1897","1900","1897-01-01","1900-12-31",FALSE,6,"Organisations","",""
"1936-1974","https://gallica.bnf.fr/ark:/12148/cb344037995/date","Paris, Melun","Compte général de l'administration de la justice civile et commerciale et de la justice criminelle",3,"cb344037995_date",1095,"1936","1938","1936-01-01","1938-12-31",FALSE,35,"Administration publique","",""
"1938-1938","https://gallica.bnf.fr/ark:/12148/cb41272913q/date","Paris","Compte définitif du budget spécial des grands travaux sur fonds d'emprunt de la Côte française des Somalis de l'exercice ",3,"cb41272913q_date",1095,"1935","1937","1935-01-01","1937-12-31",FALSE,35,"Administration publique","",""
"193.-193.","https://gallica.bnf.fr/ark:/12148/cb41164294q/date","Nouméa","Compte définitif du budget spécial des grands travaux et dépenses sanitaires sur fonds d'emprunt ",3,"cb41164294q_date",1826,"1932","1936","1932-01-01","1936-12-31",FALSE,NA,NA,"",""
"19??-195?","https://gallica.bnf.fr/ark:/12148/cb41270616f/date","Paris","Compte définitif des recettes et des dépenses ",3,"cb41270616f_date",6939,"1907","1925","1907-01-01","1925-12-31",FALSE,33,"Économie","",""
"1901-1910","https://gallica.bnf.fr/ark:/12148/cb411698937/date","Libreville, Paris","Compte définitif des recettes et des dépenses ",3,"cb411698937_date",2555,"1899","1905","1899-01-01","1905-12-31",FALSE,NA,NA,"",""
"19??-19??","https://gallica.bnf.fr/ark:/12148/cb41270268k/date","Koulouba","Compte définitif des recettes et dépenses du budget local ",3,"cb41270268k_date",1095,"1920","1922","1920-01-01","1922-12-31",FALSE,33,"Économie","",""
"19??-19??","https://gallica.bnf.fr/ark:/12148/cb412720555/date","Alger","Compte administratif du budget des Territoires du Sud",3,"cb412720555_date",4017,"1924","1934","1924-01-01","1934-12-31",FALSE,33,"Économie","",""
"1905-19..","https://gallica.bnf.fr/ark:/12148/cb327458870/date","Paris","Communications de l'Association française des assurances sociales",3,"cb327458870_date",819,"1905","1907-03","1905-01-01","1907-03-31",FALSE,35,"Administration publique","",""
"1935-1937","https://gallica.bnf.fr/ark:/12148/cb34378225q/date","Paris","Colonies autonomes ",3,"cb34378225q_date",761,"1935-03","1937-03","1935-03-01","1937-03-31",FALSE,33,"Économie","",""
"1939-1939","https://gallica.bnf.fr/ark:/12148/cb327436889/date","Paris","Club cévenol ",3,"cb327436889_date",364,"1939","1939","1939-01-01","1939-12-31",FALSE,944,"Histoire de France","",""
"1961-1962","https://gallica.bnf.fr/ark:/12148/cb45264420f/date","Paris","Cité journal ",3,"cb45264420f_date",364,"1961-02","1962-01","1961-02-01","1962-01-31",FALSE,37,"Éducation","",""
"1987-1988","https://gallica.bnf.fr/ark:/12148/cb45264282f/date","Paris","Cité internationale",3,"cb45264282f_date",395,"1987-01","1988-01","1987-01-01","1988-01-31",FALSE,37,"Éducation","",""
"2009-2010","https://gallica.bnf.fr/ark:/12148/cb452703463/date","Paris","Cité Babel ",3,"cb452703463_date",NA,"2009-02","2010-02","2009-02-01","2010-02-31",FALSE,37,"Éducation","",""
"188.-1938","https://gallica.bnf.fr/ark:/12148/cb32842248w/date","Paris","Circulaires émanées du Préfet de police ",3,"cb32842248w_date",1825,"1913","1917","1913-01-01","1917-12-31",FALSE,35,"Administration publique","",""
"1827-1832","https://gallica.bnf.fr/ark:/12148/cb327425743/date","Paris, Paris","Circulaire de l'Institut royal des sourds muets de Paris à toutes les institutions de sourds",3,"cb327425743_date",1095,"1827","1829","1827-01-01","1829-12-31",FALSE,36,"Services sociaux","",""
"1923-1928","https://gallica.bnf.fr/ark:/12148/cb32741574v/date","Paris","Chronique de l'Institut colonial français",3,"cb32741574v_date",1471,"1924-01-05","1928-01-15","1924-01-05","1928-01-15",FALSE,90,"Histoire et géographie Généralités","",""
"1892-1893","https://gallica.bnf.fr/ark:/12148/cb32741504p/date","Paris","Chronique artistique ",3,"cb32741504p_date",14,"1892-12-11","1892-12-25","1892-12-11","1892-12-25",FALSE,70,"Arts et loisirs Généralités","",""
"1912-1912","https://gallica.bnf.fr/ark:/12148/cb327409574/date","St Roch","Chez nous ",3,"cb327409574_date",60,"1912-01-01","1912-03-01","1912-01-01","1912-03-01",FALSE,25,"Églises et ordres chrétiens","",""
"192.-1935","https://gallica.bnf.fr/ark:/12148/cb327401526/date","Paris","Chapeaux d'hiver",3,"cb327401526_date",1095,"1932","1934","1932-01-01","1934-12-31",FALSE,74,"Dessin arts décoratifs","",""
"1932-1934","https://gallica.bnf.fr/ark:/12148/cb32740151v/date","Paris","Chapeaux d'été",3,"cb32740151v_date",1095,"1932","1934","1932-01-01","1934-12-31",FALSE,74,"Dessin arts décoratifs","",""
"1943-1944","https://gallica.bnf.fr/ark:/12148/cb32738115q/date","Tolosa","Catalunya ",3,"cb32738115q_date",23,"1944-11-02","1944-11-25","1944-11-02","1944-11-25",FALSE,7,"Presse et édition","",""
"1885-1892","https://gallica.bnf.fr/ark:/12148/cb32738024d/date","Paris","Catalogue illustré de l'Exposition internationale de blanc et noir",3,"cb32738024d_date",2190,"1885","1890","1885-01-01","1890-12-31",FALSE,NA,NA,"",""
"1874","https://gallica.bnf.fr/ark:/12148/cb327379715/date","Paris","Catalogue de journaux publiés ou paraissant à Paris donnant leurs titres",3,"cb327379715_date",3286,"1875","1883","1875-01-01","1883-12-31",FALSE,NA,NA,"",""
"1882-189.","https://gallica.bnf.fr/ark:/12148/cb327379657/date","Péronne, Paris","Catalogue almanach du Musée Grévin",3,"cb327379657_date",730,"1891","1892","1891-01-01","1892-12-31",FALSE,70,"Arts et loisirs Généralités","",""
"1998-2003","https://gallica.bnf.fr/ark:/12148/cb36597491v/date","Meudon","Cartes synoptiques de l'activité solaire ",3,"cb36597491v_date",4017,"1990","2000","1990-01-01","2000-12-31",FALSE,52,"Astronomie","",""
"185.-186.","https://gallica.bnf.fr/ark:/12148/cb32736595t/date","Paris","Calon jeune et Cie",3,"cb32736595t_date",248,"1859-06-21","1860-02-24","1859-06-21","1860-02-24",FALSE,NA,NA,"",""
"1499-1499","https://gallica.bnf.fr/ark:/12148/cb327363075/date","Paris","Calendrier des bergeres ",3,"cb327363075_date",364,"1499","1499","1499-01-01","1499-12-31",FALSE,80,"Littérature Généralités","",""
"19??","https://gallica.bnf.fr/ark:/12148/cb32736014m/date","Paris","Caisse autonome nationale de retraite mutuelle des anciens combattants et victimes de guerre",3,"cb32736014m_date",1834,"1934-02-18","1939-02-26","1934-02-18","1939-02-26",FALSE,NA,NA,"",""
"1871","https://gallica.bnf.fr/ark:/12148/cb327360060/date","Paris","Caïn et Abel ",3,"cb327360060_date",2,"1871-04-15","1871-04-17","1871-04-15","1871-04-17",FALSE,0,"Savoir livre informatique","",""
"1946-1946","https://gallica.bnf.fr/ark:/12148/cb327386769/date","Paris","Cahiers techniques ",3,"cb327386769_date",152,"1946-04","1946-08","1946-04-01","1946-08-31",FALSE,67,"Industrie","",""
"1974-1975","https://gallica.bnf.fr/ark:/12148/cb34375311k/date","Paris","Cahiers RTS promotion",3,"cb34375311k_date",122,"1974-10","1975-01","1974-10-01","1975-01-31",FALSE,37,"Éducation","",""
"1973-1973","https://gallica.bnf.fr/ark:/12148/cb34482116d/date","Montrouge","Cahiers RTS promotion",3,"cb34482116d_date",97,"1973","1973-04-08","1973-01-01","1973-04-08",FALSE,37,"Éducation","",""
"2012","https://gallica.bnf.fr/ark:/12148/cb43506692b/date","Orthez","Cahiers Francis Jammes ",3,"cb43506692b_date",1826,"2012","2016","2012-01-01","2016-12-31",FALSE,7,"Presse et édition","",""
"1912-1914","https://gallica.bnf.fr/ark:/12148/cb34444190g/date","Strasbourg","Cahiers alsaciens ",3,"cb34444190g_date",1095,"1912","1914","1912-01-01","1914-12-31",FALSE,944,"Histoire de France","",""
"1905-1907","https://gallica.bnf.fr/ark:/12148/cb42327972q/date","Nancy","Cahier des conditions particulières relatives à l'adjudication sur soumissions cachetées des vivres et denrées nécessaires à l'hôpital Ballay du ",3,"cb42327972q_date",730,"1905-04-01","1907-04-01","1905-04-01","1907-04-01",FALSE,35,"Administration publique","",""
"","https://gallica.bnf.fr/ark:/12148/cb40356102f/date","","Cabinet des modes",3,"cb40356102f_date",NA,NA,NA,NA,NA,FALSE,NA,NA,"",""
"1876-1877","https://gallica.bnf.fr/ark:/12148/cb32734332w/date","Chalon sur Saône","Bulletins et mémoires de la Société des sciences naturelles de Saône et",3,"cb32734332w_date",3287,"1876","1884","1876-01-01","1884-12-31",FALSE,50,"Sciences Généralités","",""
"1882-1885","https://gallica.bnf.fr/ark:/12148/cb32734040p/date","Paris, Oran, , , Paris","Bulletin trimestriel des antiquités africaines ",3,"cb32734040p_date",1460,"1882","1885","1882-01-01","1885-12-31",FALSE,96,"Histoire de l'Afrique","",""
"1888-1897","https://gallica.bnf.fr/ark:/12148/cb328282180/date","Paris","Bulletin trimestriel ",3,"cb328282180_date",3255,"1885-02","1893","1885-02-01","1893-12-31",FALSE,26,"Théologie sociale chrétienne","",""
"1930-1939","https://gallica.bnf.fr/ark:/12148/cb32732867f/date","Paris","Bulletin publié par le Matériel électrique SW",3,"cb32732867f_date",2343,"1932-06","1938-10","1932-06-01","1938-10-31",FALSE,62,"Ingénierie","",""
"1908","https://gallica.bnf.fr/ark:/12148/cb42768804q/date","","Bulletin paroissial ",3,"cb42768804q_date",NA,"1914-01","1914-02","1914-01-01","1914-02-31",FALSE,NA,NA,"",""
"1919","https://gallica.bnf.fr/ark:/12148/cb43508035b/date","Lyon","Bulletin paroissial ",3,"cb43508035b_date",91,"1919-10","1919-12","1919-10-01","1919-12-31",FALSE,NA,NA,"",""
"1900","https://gallica.bnf.fr/ark:/12148/cb32833290q/date","Paris, Choisy le Roi","Bulletin paroissial ",3,"cb32833290q_date",-123,"1915-12","1915-07","1915-12-01","1915-07-31",FALSE,NA,NA,"",""
"19..-19..","https://gallica.bnf.fr/ark:/12148/cb32839137f/date","Orléans, Servaville Salmonville, Petit Couronne","Bulletin paroissial ",3,"cb32839137f_date",-60,"1919-04","1919-01","1919-04-01","1919-01-31",FALSE,NA,NA,"",""
"1912-1918","https://gallica.bnf.fr/ark:/12148/cb45189227r/date","Toulouse","Bulletin paroissial ",3,"cb45189227r_date",NA,"1917-05","1918-04","1917-05-01","1918-04-31",FALSE,NA,NA,"",""
"1913","https://gallica.bnf.fr/ark:/12148/cb42743766c/date","Angoulême","Bulletin paroissial ",3,"cb42743766c_date",152,"1914-04","1914-08","1914-04-01","1914-08-31",FALSE,NA,NA,"",""
"1944-1945","https://gallica.bnf.fr/ark:/12148/cb34483711k/date","Paris","Bulletin officiel du Ministère des colonies ",3,"cb34483711k_date",-243,"1945-10","1945-01","1945-10-01","1945-01-31",FALSE,35,"Administration publique","",""
"1944-1945","https://gallica.bnf.fr/ark:/12148/cb327323808/date","Limoges","Bulletin officiel du Commissariat régional de la République ",3,"cb327323808_date",NA,"1944-12","1945-02","1944-12-01","1945-02-31",FALSE,35,"Administration publique","",""
"1941","https://gallica.bnf.fr/ark:/12148/cb32732299d/date","Alger","Bulletin officiel des prix de l'Algérie",3,"cb32732299d_date",1460,"1941","1944","1941-01-01","1944-12-31",FALSE,NA,NA,"",""
"1899","https://gallica.bnf.fr/ark:/12148/cb32731907m/date","Constantine","Bulletin officiel de la Bourse du travail de Constantine",3,"cb32731907m_date",NA,"1899-12-01","1900-02","1899-12-01","1900-02-31",FALSE,5,"Périodiques","",""
"1911-193.","https://gallica.bnf.fr/ark:/12148/cb32703430m/date","Paris","Bulletin officiel ",3,"cb32703430m_date",1279,"1911-07","1914","1911-07-01","1914-12-31",FALSE,34,"Droit","",""
"1919-1919","https://gallica.bnf.fr/ark:/12148/cb32734529j/date","Paris","Bulletin officiel ",3,"cb32734529j_date",60,"1919-06","1919-07","1919-06-01","1919-07-31",FALSE,35,"Administration publique","",""
"1881-1885","https://gallica.bnf.fr/ark:/12148/cb344292880/date","Paris","Bulletin musical ",3,"cb344292880_date",1825,"1881","1885","1881-01-01","1885-12-31",FALSE,NA,NA,"",""
"1866-1868","https://gallica.bnf.fr/ark:/12148/cb327307174/date","Alger","Bulletin mensuel du Comice agricole d'Alger",3,"cb327307174_date",1338,"1902","1905-08","1902-01-01","1905-08-31",FALSE,NA,NA,"",""
"194.-194.","https://gallica.bnf.fr/ark:/12148/cb43776751t/date","","Bulletin intérieur des FUJP ",3,"cb43776751t_date",30,"1944-03","1944-03","1944-03-01","1944-03-31",FALSE,NA,NA,"",""
"1985-1987","https://gallica.bnf.fr/ark:/12148/cb34396310w/date","Mulhouse","Bulletin historique Ville de Mulhouse",3,"cb34396310w_date",1094,"1985","1987","1985-01-01","1987-12-31",FALSE,8,"Collections générales","",""
"19..-19..","https://gallica.bnf.fr/ark:/12148/cb427502356/date","Nancy","Bulletin fluvial  ",3,"cb427502356_date",91,"1914-05","1914-07","1914-05-01","1914-07-31",FALSE,27,"Histoire du christianisme","",""
"1923-1928","https://gallica.bnf.fr/ark:/12148/cb32792599g/date","Quimperlé","Bulletin et mémoires ",3,"cb32792599g_date",1521,"1923-11","1927","1923-11-01","1927-12-31",FALSE,6,"Organisations","",""
"1834-183.","https://gallica.bnf.fr/ark:/12148/cb32727589x/date","Paris","Bulletin du Journal des garanties commerciales ",3,"cb32727589x_date",61,"1834-10-15","1834-12-15","1834-10-15","1834-12-15",FALSE,38,"Commerce communications transports","",""
"1896-19..","https://gallica.bnf.fr/ark:/12148/cb32727228w/date","Paris","Bulletin du Comité de l'Union libérale républicaine",3,"cb32727228w_date",NA,"1896-04","1903-02","1896-04-01","1903-02-31",FALSE,944,"Histoire de France","",""
"1886-189.","https://gallica.bnf.fr/ark:/12148/cb32727023m/date","Tours, Tours","Bulletin du Cercle pédagogique d'Indre et",3,"cb32727023m_date",1795,"1886-07","1891-05","1886-07-01","1891-05-31",FALSE,37,"Éducation","",""
"1908-1910","https://gallica.bnf.fr/ark:/12148/cb344220653/date","Paris","Bulletin des musées de France ",3,"cb344220653_date",1095,"1908","1910","1908-01-01","1910-12-31",FALSE,6,"Organisations","",""
"1846-1851","https://gallica.bnf.fr/ark:/12148/cb32716896k/date","Paris","Bulletin des lois et ordonnances publiées depuis la Révolution de juillet 1830",3,"cb32716896k_date",6208,"1830","1846","1830-01-01","1846-12-31",FALSE,34,"Droit","",""
