"date","identifier","publisher","title","nb_numeros","ark","duree_publi","date_deb","date_fin","deb_bis","fin_bis","is_quotidien","sdewey","sdewey_nom","sdewey2","sdewey_nom2"
"1888-1891","https://gallica.bnf.fr/ark:/12148/cb32896127n/date","Charolles","La Démocratie charollaise",52,"cb32896127n_date",1077,"1888-09-10","1891-08-23","1888-09-10","1891-08-23",FALSE,NA,NA,"",""
"1886-1920","https://gallica.bnf.fr/ark:/12148/cb327414977/date","Paris","La Chronique amusante ",52,"cb327414977_date",356,"1899-01-06","1899-12-28","1899-01-06","1899-12-28",FALSE,NA,NA,"",""
"192.-1958","https://gallica.bnf.fr/ark:/12148/cb32769158v/date","Paris","L'Esprit sportif ",52,"cb32769158v_date",NA,"1931-12","1950-04","1931-12-01","1950-04-31",FALSE,79,"Loisirs sports arts du spectacle","",""
"1897-1897","https://gallica.bnf.fr/ark:/12148/cb32691465g/date","Niort","L'Ami du bon agriculteur de l'Ouest ",52,"cb32691465g_date",357,"1897-01-03","1897-12-26","1897-01-03","1897-12-26",FALSE,NA,NA,"",""
"1946","https://gallica.bnf.fr/ark:/12148/cb328030133/date","Paris","Juventud",52,"cb328030133_date",1420,"1946-08-15","1950-07-05","1946-08-15","1950-07-05",FALSE,0,"Savoir livre informatique","",""
"1882-1883","https://gallica.bnf.fr/ark:/12148/cb32801415d/date","Poitiers","Journal hebdomadaire des contributions indirectes",52,"cb32801415d_date",357,"1883-01-07","1883-12-30","1883-01-07","1883-12-30",FALSE,0,"Savoir livre informatique","",""
"1891-1939","https://gallica.bnf.fr/ark:/12148/cb32800002q/date","Paris","Journal des machines à coudre et vélocipèdes",52,"cb32800002q_date",1794,"1934-09","1939-07","1934-09-01","1939-07-31",FALSE,64,"Vie domestique","",""
"1946-1985","https://gallica.bnf.fr/ark:/12148/cb344021936/date","Paris","Heures claires des femmes françaises",52,"cb344021936_date",NA,"1946-10","1950-09","1946-10-01","1950-09-31",FALSE,NA,NA,"",""
"1871-1918","https://gallica.bnf.fr/ark:/12148/cb345430470/date","Berlin, Strasbourg","Gesetzblatt für Elsass Lothringen",52,"cb345430470_date",17200,"1871","1918-02-04","1871-01-01","1918-02-04",FALSE,89,"Littérature des autres langues","",""
"17??-17??","https://gallica.bnf.fr/ark:/12148/cb327724288/date","Paris","Extrait de la correspondance de la Maréchaussée de l'Isle de",52,"cb327724288_date",NA,"1787-03","1787-06","1787-03-01","1787-06-31",FALSE,NA,NA,"",""
"1930-1934","https://gallica.bnf.fr/ark:/12148/cb32778582s/date","Strassburg","Die Frau als Kämpferin ",52,"cb32778582s_date",NA,"1930-12","1934-02","1930-12-01","1934-02-31",FALSE,32,"Science politique","",""
"1869-1981","https://gallica.bnf.fr/ark:/12148/cb344370676/date","Nouméa","Compte définitif des recettes et des dépenses du Service local ",52,"cb344370676_date",29218,"1869","1948","1869-01-01","1948-12-31",FALSE,35,"Administration publique","",""
"1868-1937","https://gallica.bnf.fr/ark:/12148/cb32744850d/date","Paris","Comic finance",52,"cb32744850d_date",357,"1873-01-02","1873-12-25","1873-01-02","1873-12-25",FALSE,NA,NA,"",""
"1909","https://gallica.bnf.fr/ark:/12148/cb423921795/date","Rennes","Bulletin paroissial ",52,"cb423921795_date",NA,"1914-04","1919-02","1914-04-01","1919-02-31",FALSE,NA,NA,"",""
"1908","https://gallica.bnf.fr/ark:/12148/cb42746588v/date","","Bulletin paroissial ",52,"cb42746588v_date",NA,"1914-05","1919-04","1914-05-01","1919-04-31",FALSE,NA,NA,"",""
"19..","https://gallica.bnf.fr/ark:/12148/cb42772170b/date","Rennes","Bulletin paroissial ",52,"cb42772170b_date",NA,"1914-08","1919-04","1914-08-01","1919-04-31",FALSE,NA,NA,"",""
"1947-1949","https://gallica.bnf.fr/ark:/12148/cb32732374b/date","Hué","Bulletin officiel du Commissariat de la République française pour l'Annam",52,"cb32732374b_date",1049,"1947","1949-11-15","1947-01-01","1949-11-15",FALSE,0,"Savoir livre informatique","",""
"1950-199.","https://gallica.bnf.fr/ark:/12148/cb344295775/date","Suresnes","Bulletin de la Société historique de Suresnes",52,"cb344295775_date",28123,"1929","2005","1929-01-01","2005-12-31",FALSE,944,"Histoire de France","",""
"1874","https://gallica.bnf.fr/ark:/12148/cb34368111j/date","Quimper, Quimper","Bulletin de la Société archéologique du Finistère",52,"cb34368111j_date",20452,"1873","1928","1873-01-01","1928-12-31",FALSE,93,"Histoire de l'Antiquité","",""
"1915-1919","https://gallica.bnf.fr/ark:/12148/cb32721275z/date","Paris","Bulletin de l'Office d'information des oeuvres de secours aux prisonniers de guerre",52,"cb32721275z_date",1180,"1915-08-02","1918-10-25","1915-08-02","1918-10-25",FALSE,36,"Services sociaux","",""
"1877","https://gallica.bnf.fr/ark:/12148/cb343482958/date","Paris, Athenai","Bulletin de correspondance hellénique",52,"cb343482958_date",21547,"1877","1935","1877-01-01","1935-12-31",FALSE,89,"Littérature des autres langues","",""
"1898-1936","https://gallica.bnf.fr/ark:/12148/cb343772662/date","Dunkerque","Bulletin   Union Faulconnier ",52,"cb343772662_date",14243,"1898","1936","1898-01-01","1936-12-31",FALSE,7,"Presse et édition","",""
"1962","https://gallica.bnf.fr/ark:/12148/cb34397858h/date","Chambéry","Bulletin   Société des amis du Vieux Chambéry ",52,"cb34397858h_date",18992,"1962","2013","1962-01-01","2013-12-31",FALSE,30,"Sciences sociales","",""
"1937-1940","https://gallica.bnf.fr/ark:/12148/cb327110338/date","Paris","Belle jeunesse ",52,"cb327110338_date",357,"1938-01-05","1938-12-28","1938-01-05","1938-12-28",FALSE,7,"Presse et édition","",""
"1851-1912","https://gallica.bnf.fr/ark:/12148/cb326981400/date","Auxerre, Auxerre, Auxerre, Auxerre, Auxerre, Auxerre, Auxerre","Annuaire historique du département de l'Yonne ",52,"cb326981400_date",22644,"1851","1912","1851-01-01","1912-12-31",FALSE,90,"Histoire et géographie Généralités","",""
"1960-1966","https://gallica.bnf.fr/ark:/12148/cb344427732/date","Paris","Amitié et nature ",52,"cb344427732_date",1887,"1960-12","1966-01","1960-12-01","1966-01-31",FALSE,79,"Loisirs sports arts du spectacle","",""
"1927-193.","https://gallica.bnf.fr/ark:/12148/cb32690680p/date","Paris","Ambassades et consulats ",52,"cb32690680p_date",NA,"1927-08","1939-06","1927-08-01","1939-06-31",FALSE,32,"Science politique","",""
"1929-1966","https://gallica.bnf.fr/ark:/12148/cb458325361/date","Dima<U+009A>q, ","Al muik al",52,"cb458325361_date",0,"1929-01-01","1929-01-01","1929-01-01","1929-01-01",FALSE,NA,NA,"",""
"1916-1917","https://gallica.bnf.fr/ark:/12148/cb436147450/date","Mons","Unser Landsturm im Hennegau",51,"cb436147450_date",357,"1916-03-05","1917-02-25","1916-03-05","1917-02-25",FALSE,94,"Histoire de l'Europe","",""
"1940","https://gallica.bnf.fr/ark:/12148/cb32878577c/date","Paris","Tout et tout",51,"cb32878577c_date",778,"1940-12-14","1943-01","1940-12-14","1943-01-31",FALSE,0,"Savoir livre informatique","",""
"1889-1891","https://gallica.bnf.fr/ark:/12148/cb328236402/date","Nice","The Nice gazette ",51,"cb328236402_date",532,"1889-11-04","1891-04-20","1889-11-04","1891-04-20",FALSE,NA,NA,"",""
"1856-1884","https://gallica.bnf.fr/ark:/12148/cb32861214r/date","Paris","Revue pratique de droit français ",51,"cb32861214r_date",10182,"1856-02-15","1884-01-01","1856-02-15","1884-01-01",FALSE,34,"Droit","",""
"1893","https://gallica.bnf.fr/ark:/12148/cb328602375/date","Paris, Roma, Firenze, Abingdon","Revue internationale de sociologie ",51,"cb328602375_date",16830,"1893-01","1939-01","1893-01-01","1939-01-31",FALSE,301,"Sociologie","",""
"1889-198.","https://gallica.bnf.fr/ark:/12148/cb343495077/date","Paris","Revue générale de botanique ",51,"cb343495077_date",18656,"1889","1940-01","1889-01-01","1940-01-31",FALSE,58,"Botanique","",""
"1870-1934","https://gallica.bnf.fr/ark:/12148/cb34418441f/date","Paris","Revue celtique ",51,"cb34418441f_date",23739,"1870","1934","1870-01-01","1934-12-31",FALSE,49,"Autres langues","",""
"18??","https://gallica.bnf.fr/ark:/12148/cb32839044f/date","Constantine","Phare de l'Est",51,"cb32839044f_date",120,"1885-09-19","1886-01-17","1885-09-19","1886-01-17",FALSE,NA,NA,"",""
"1912-1913","https://gallica.bnf.fr/ark:/12148/cb328320302/date","Paramé","Paramé journal ",51,"cb328320302_date",427,"1912-06-02","1913-08-03","1912-06-02","1913-08-03",FALSE,7,"Presse et édition","",""
"1879-1965","https://gallica.bnf.fr/ark:/12148/cb34427056b/date","Pontoise","Mémoires de la Société historique et archéologique de l'arrondissement de Pontoise et du Vexin",51,"cb34427056b_date",24470,"1879","1945","1879-01-01","1945-12-31",FALSE,944,"Histoire de France","",""
"1914-1920","https://gallica.bnf.fr/ark:/12148/cb32841653b/date","Mount Pelié","Lou Gal ",51,"cb32841653b_date",2348,"1914-01-01","1920-06-06","1914-01-01","1920-06-06",FALSE,0,"Savoir livre informatique","",""
"19..","https://gallica.bnf.fr/ark:/12148/cb34536107j/date","Paris","Liste de MM",51,"cb34536107j_date",25597,"1869-12-01","1940-01-01","1869-12-01","1940-01-01",FALSE,32,"Science politique","",""
"1834-19..","https://gallica.bnf.fr/ark:/12148/cb34508403v/date","Paris, Paris, Paris","Lice chansonnière ",51,"cb34508403v_date",25565,"1834","1903","1834-01-01","1903-12-31",FALSE,84,"Littérature francophone","",""
"1899-1929","https://gallica.bnf.fr/ark:/12148/cb32833196h/date","New York","Les Parisiennes",51,"cb32833196h_date",3622,"1906-10","1916-08","1906-10-01","1916-08-31",FALSE,NA,NA,"",""
"1888-1891","https://gallica.bnf.fr/ark:/12148/cb32839773z/date","Paris","Le Pierrot ",51,"cb32839773z_date",987,"1888-07-06","1891-03-20","1888-07-06","1891-03-20",FALSE,7,"Presse et édition","",""
"1860-1861","https://gallica.bnf.fr/ark:/12148/cb328260199/date","Paris","Le Nouvel organe ",51,"cb328260199_date",357,"1860-05-03","1861-04-25","1860-05-03","1861-04-25",FALSE,7,"Presse et édition","",""
"1938-1939","https://gallica.bnf.fr/ark:/12148/cb32754928q/date","Paris","Le Défi ",51,"cb32754928q_date",511,"1938-02-06","1939-07-02","1938-02-06","1939-07-02",FALSE,7,"Presse et édition","",""
"1871-1872","https://gallica.bnf.fr/ark:/12148/cb32750078t/date","Paris","Le Courrier commercial ",51,"cb32750078t_date",68,"1871-10-23","1871-12-30","1871-10-23","1871-12-30",FALSE,38,"Commerce communications transports","",""
"1929-1940","https://gallica.bnf.fr/ark:/12148/cb34416009c/date","Paris","Le Cétéiste ",51,"cb34416009c_date",1368,"1929-11","1933-07","1929-11-01","1933-07-31",FALSE,0,"Savoir livre informatique","",""
"1904-1906","https://gallica.bnf.fr/ark:/12148/cb327126784/date","Paris","Le Billard français ",51,"cb327126784_date",761,"1904-03-15","1906-04-15","1904-03-15","1906-04-15",FALSE,79,"Loisirs sports arts du spectacle","",""
"1887","https://gallica.bnf.fr/ark:/12148/cb34349235n/date","Paris, Paris, Paris","La Revue vinicole internationale ",51,"cb34349235n_date",357,"1907-01-03","1907-12-26","1907-01-03","1907-12-26",FALSE,0,"Savoir livre informatique","",""
"1878-1914","https://gallica.bnf.fr/ark:/12148/cb32860965b/date","Versailles, Paris, Paris, Paris, Paris, Paris","La Revue occidentale",51,"cb32860965b_date",9677,"1878","1904-07-01","1878-01-01","1904-07-01",FALSE,7,"Presse et édition","",""
"1906-1907","https://gallica.bnf.fr/ark:/12148/cb32852826f/date","Oran","La République",51,"cb32852826f_date",406,"1906-09-10","1907-10-21","1906-09-10","1907-10-21",FALSE,0,"Savoir livre informatique","",""
"1902-1906","https://gallica.bnf.fr/ark:/12148/cb328215184/date","Paris, Paris","La Mutualité nouvelle ",51,"cb328215184_date",1369,"1902-10-01","1906-07-01","1902-10-01","1906-07-01",FALSE,33,"Économie","",""
"1918-1927","https://gallica.bnf.fr/ark:/12148/cb328297952/date","Paris, Lyon","L'Ordre naturel ",51,"cb328297952_date",3054,"1918-09-21","1927-01","1918-09-21","1927-01-31",FALSE,NA,NA,"",""
"1932-1933","https://gallica.bnf.fr/ark:/12148/cb32771524x/date","Brazzaville","L'Éveil de l'A",51,"cb32771524x_date",350,"1932-05-07","1933-04-22","1932-05-07","1933-04-22",FALSE,7,"Presse et édition","",""
"1834-18..","https://gallica.bnf.fr/ark:/12148/cb32762087g/date","Paris","L'Écho du commerce ou Guide universel ",51,"cb32762087g_date",361,"1834-09-07","1835-09-03","1834-09-07","1835-09-03",FALSE,38,"Commerce communications transports","65","Gestion"
"1892-1896","https://gallica.bnf.fr/ark:/12148/cb327993539/date","Toulouse","Journal des chasseurs ",51,"cb327993539_date",1415,"1892-06-16","1896-05-01","1892-06-16","1896-05-01",FALSE,79,"Loisirs sports arts du spectacle","",""
"1774-1778","https://gallica.bnf.fr/ark:/12148/cb344724208/date","Bruxelles","Journal de politique et de littérature  ",51,"cb344724208_date",1257,"1775-01-05","1778-06-15","1775-01-05","1778-06-15",FALSE,7,"Presse et édition","",""
"1891-1903","https://gallica.bnf.fr/ark:/12148/cb34429834q/date","Paris","Gil Blas illustré",51,"cb34429834q_date",357,"1894-01-07","1894-12-30","1894-01-07","1894-12-30",FALSE,NA,NA,"",""
"1828-1829","https://gallica.bnf.fr/ark:/12148/cb32757647w/date","Paris","Diogène ",51,"cb32757647w_date",182,"1828-08-16","1829-02-14","1828-08-16","1829-02-14",FALSE,79,"Loisirs sports arts du spectacle","",""
"1937-1938","https://gallica.bnf.fr/ark:/12148/cb32756557p/date","Paris","Deutsche Freiheit ",51,"cb32756557p_date",323,"1938-02-04","1938-12-24","1938-02-04","1938-12-24",FALSE,7,"Presse et édition","",""
"1890-1954","https://gallica.bnf.fr/ark:/12148/cb41270064n/date","Conakry","Compte définitif des recettes et des dépenses du budget local ",51,"cb41270064n_date",20817,"1890","1946","1890-01-01","1946-12-31",FALSE,33,"Économie","",""
"1894-1941","https://gallica.bnf.fr/ark:/12148/cb32734280g/date","Grenoble","Bulletins de la Société dauphinoise d'ethnologie et d'anthropologie  ",51,"cb32734280g_date",17410,"1894-05-01","1941","1894-05-01","1941-12-31",FALSE,6,"Organisations","",""
"1904","https://gallica.bnf.fr/ark:/12148/cb42744487r/date","Valence","Bulletin paroissial ",51,"cb42744487r_date",1764,"1914-06","1919-03","1914-06-01","1919-03-31",FALSE,NA,NA,"",""
"1909-19..","https://gallica.bnf.fr/ark:/12148/cb42778394b/date","Nantes","Bulletin paroissial ",51,"cb42778394b_date",358,"1915-01-01","1915-12-25","1915-01-01","1915-12-25",FALSE,NA,NA,"",""
"19..-19..","https://gallica.bnf.fr/ark:/12148/cb42748543c/date","Saint Dizier","Bulletin paroissial ",51,"cb42748543c_date",2190,"1914-01","1919-12","1914-01-01","1919-12-31",FALSE,NA,NA,"",""
"19..","https://gallica.bnf.fr/ark:/12148/cb42778888s/date","Villedieu","Bulletin paroissial ",51,"cb42778888s_date",NA,"1915-10","1919-06","1915-10-01","1919-06-31",FALSE,NA,NA,"",""
"1889-1912","https://gallica.bnf.fr/ark:/12148/cb32724690p/date","Rochechouart, Rochechouart, Rochechouart","Bulletin de la Société Les Amis des sciences et arts ",51,"cb32724690p_date",8613,"1889-06","1912","1889-06-01","1912-12-31",FALSE,6,"Organisations","",""
"1913-1937","https://gallica.bnf.fr/ark:/12148/cb34428903g/date","Chaumont","Bulletin de la Société d'étude des sciences naturelles de la Haute Marne",51,"cb34428903g_date",9130,"1913","1937","1913-01-01","1937-12-31",FALSE,57,"Biologie","",""
"1903-1998","https://gallica.bnf.fr/ark:/12148/cb343487542/date","Paris, Paris","Bulletin de l'Institut Pasteur ",51,"cb343487542_date",16466,"1903","1948-01","1903-01-01","1948-01-31",FALSE,61,"Médecine","",""
"1866","https://gallica.bnf.fr/ark:/12148/cb34437066v/date","Port de France, Nouméa, Nouméa, Nouméa, Nouméa, Nouméa","Budget des recettes et des dépenses de l'exercice",51,"cb34437066v_date",26296,"1866","1937","1866-01-01","1937-12-31",FALSE,33,"Économie","",""
"1839-1841","https://gallica.bnf.fr/ark:/12148/cb32706768v/date","Paris","Aujourd'hui ",51,"cb32706768v_date",704,"1840-01-15","1841-12-19","1840-01-15","1841-12-19",FALSE,7,"Presse et édition","",""
"1906","https://gallica.bnf.fr/ark:/12148/cb327012599/date","Tunis","Archives de l'Institut Pasteur de Tunis",51,"cb327012599_date",NA,"1906-07","1941-06","1906-07-01","1941-06-31",FALSE,61,"Médecine","",""
"1863-19..","https://gallica.bnf.fr/ark:/12148/cb32698307q/date","Paris, Paris, Paris, Paris","Annuaire Mathieu de la Drôme ",51,"cb32698307q_date",19357,"1864","1916","1864-01-01","1916-12-31",FALSE,50,"Sciences Généralités","",""
"1895-1923","https://gallica.bnf.fr/ark:/12148/cb34398218v/date","Grenoble, Paris","Annales de l'Université de Grenoble",51,"cb34398218v_date",9160,"1895","1920-01","1895-01-01","1920-01-31",FALSE,5,"Périodiques","",""
"1931-1939","https://gallica.bnf.fr/ark:/12148/cb32682976j/date","Paris","Affaires étrangères ",51,"cb32682976j_date",2952,"1931-03","1939-03","1931-03-01","1939-03-31",FALSE,32,"Science politique","",""
"1890-1947","https://gallica.bnf.fr/ark:/12148/cb343784049/date","Paris","Revue générale des sciences pures et appliquées",50,"cb343784049_date",21182,"1890","1947","1890-01-01","1947-12-31",FALSE,NA,NA,"",""
"1899-1976","https://gallica.bnf.fr/ark:/12148/cb34442726j/date","Versailles, Paris","Revue de l'histoire de Versailles et de Seine et",50,"cb34442726j_date",16800,"1899","1944","1899-01-01","1944-12-31",FALSE,944,"Histoire de France","",""
"1922-1991","https://gallica.bnf.fr/ark:/12148/cb344266422/date","Le Havre, Le Havre","Recueil de l'Association des amis du vieux Havre  ",50,"cb344266422_date",25566,"1922","1991","1922-01-01","1991-12-31",FALSE,8,"Collections générales","",""
"1820-1925","https://gallica.bnf.fr/ark:/12148/cb328491578/date","Montauban, Montauban, Montauban, Montauban","Recueil agronomique ",50,"cb328491578_date",17166,"1820","1866","1820-01-01","1866-12-31",FALSE,63,"Agriculture","",""
"1934-1935","https://gallica.bnf.fr/ark:/12148/cb32823917c/date","Paris","Noir et blanc ",50,"cb32823917c_date",273,"1934-04-22","1935-01-20","1934-04-22","1935-01-20",FALSE,NA,NA,"",""
"1875-1930","https://gallica.bnf.fr/ark:/12148/cb32813297q/date","Paris","Mémoires de la Société de l'histoire de Paris et de l'Ile de",50,"cb32813297q_date",20452,"1875","1930","1875-01-01","1930-12-31",FALSE,944,"Histoire de France","",""
"1924-1928","https://gallica.bnf.fr/ark:/12148/cb32838665t/date","Cambrai","Les Petits gars ",50,"cb32838665t_date",1353,"1924-10","1928-06-15","1924-10-01","1928-06-15",FALSE,NA,NA,"",""
"1921-1937","https://gallica.bnf.fr/ark:/12148/cb32701734b/date","Charleville","Les Ardennes françaises ",50,"cb32701734b_date",5540,"1921-12","1937-01","1921-12-01","1937-01-31",FALSE,7,"Presse et édition","",""
"1885-1886","https://gallica.bnf.fr/ark:/12148/cb328871986/date","Montpellier","Le Véloceman ",50,"cb328871986_date",666,"1885-01-15","1886-11-12","1885-01-15","1886-11-12",FALSE,79,"Loisirs sports arts du spectacle","",""
"1893-1896","https://gallica.bnf.fr/ark:/12148/cb328871715/date","Alger","Le Vélo algérien et tunisien ",50,"cb328871715_date",357,"1894-01-04","1894-12-27","1894-01-04","1894-12-27",FALSE,0,"Savoir livre informatique","",""
"1892-1904","https://gallica.bnf.fr/ark:/12148/cb32862382r/date","Draguignan, Salernes, Tunis","Le Robinson des bois ",50,"cb32862382r_date",4246,"1892-06-15","1904-01","1892-06-15","1904-01-31",FALSE,63,"Agriculture","",""
"1900-1904","https://gallica.bnf.fr/ark:/12148/cb32837463b/date","Besançon","Le Petit semeur ",50,"cb32837463b_date",1277,"1900-12","1904-05","1900-12-01","1904-05-31",FALSE,7,"Presse et édition","",""
"1903-1904","https://gallica.bnf.fr/ark:/12148/cb32827032r/date","La Fère","Le Nouvelliste de La Fère",50,"cb32827032r_date",357,"1903-11-08","1904-10-30","1903-11-08","1904-10-30",FALSE,7,"Presse et édition","",""
"1931-1932","https://gallica.bnf.fr/ark:/12148/cb32799356b/date","Paris","Le Journal des chasseurs ",50,"cb32799356b_date",357,"1931-05-03","1932-04-24","1931-05-03","1932-04-24",FALSE,79,"Loisirs sports arts du spectacle","",""
"1856-1861","https://gallica.bnf.fr/ark:/12148/cb327958751/date","Angers","Le Jeune ouvrier ",50,"cb327958751_date",NA,"1856-11","1861-04","1856-11-01","1861-04-31",FALSE,27,"Histoire du christianisme","",""
"1854-1883","https://gallica.bnf.fr/ark:/12148/cb327349138/date","Paris, Paris, Paris, Paris","Le Cabinet historique ",50,"cb327349138_date",9861,"1855","1881","1855-01-01","1881-12-31",FALSE,90,"Histoire et géographie Généralités","",""
"1912-1913","https://gallica.bnf.fr/ark:/12148/cb32712680p/date","Paris","Le Billard moderne",50,"cb32712680p_date",3190,"1904-11-05","1913-07","1904-11-05","1913-07-31",FALSE,79,"Loisirs sports arts du spectacle","",""
"1868-1964","https://gallica.bnf.fr/ark:/12148/cb32867077j/date","Meaux","La Semaine religieuse du diocèse de Meaux ",50,"cb32867077j_date",356,"1885-01-04","1885-12-26","1885-01-04","1885-12-26",FALSE,7,"Presse et édition","",""
"1913-194.","https://gallica.bnf.fr/ark:/12148/cb32846653j/date","Paris","La Question du jour ",50,"cb32846653j_date",12651,"1913-11-25","1948-07-15","1913-11-25","1948-07-15",FALSE,7,"Presse et édition","",""
"1896-1896","https://gallica.bnf.fr/ark:/12148/cb32807066n/date","Saint Denis","La Libre parole de l'île de La Réunion ",50,"cb32807066n_date",108,"1896-03-12","1896-06-28","1896-03-12","1896-06-28",FALSE,NA,NA,"",""
"1883-1884","https://gallica.bnf.fr/ark:/12148/cb328308287/date","Douai","L'Ouvrier mineur ",50,"cb328308287_date",256,"1883-10-01","1884-06-13","1883-10-01","1884-06-13",FALSE,NA,NA,"",""
"1904-1914","https://gallica.bnf.fr/ark:/12148/cb32770741t/date","Paris","L'Étude académique ",50,"cb32770741t_date",3756,"1904-02-01","1914-05-15","1904-02-01","1914-05-15",FALSE,70,"Arts et loisirs Généralités","",""
"1930","https://gallica.bnf.fr/ark:/12148/cb328961478/date","Alger","L'Echo des sports nord africains",50,"cb328961478_date",348,"1930-05-17","1931-04-30","1930-05-17","1931-04-30",FALSE,0,"Savoir livre informatique","",""
"1892-1894","https://gallica.bnf.fr/ark:/12148/cb32761480x/date","Bordeaux","L'Écho des écoles ",50,"cb32761480x_date",585,"1892-11-06","1894-06-14","1892-11-06","1894-06-14",FALSE,NA,NA,"",""
"1884-1885","https://gallica.bnf.fr/ark:/12148/cb32760007h/date","Jemmapes [Constantine]","L'Écho de Jemmapes ",50,"cb32760007h_date",343,"1884-11-13","1885-10-22","1884-11-13","1885-10-22",FALSE,93,"Histoire de l'Antiquité","",""
"1904-1910","https://gallica.bnf.fr/ark:/12148/cb32707523k/date","Fontenay le Comte","L'Auxiliaire des postes ",50,"cb32707523k_date",2300,"1904-02-12","1910-05","1904-02-12","1910-05-31",FALSE,38,"Commerce communications transports","",""
"1904","https://gallica.bnf.fr/ark:/12148/cb32685488w/date","Alger","L'Algérie musicale",50,"cb32685488w_date",392,"1904-04-03","1905-04-30","1904-04-03","1905-04-30",FALSE,0,"Savoir livre informatique","",""
"1840-1851","https://gallica.bnf.fr/ark:/12148/cb326841117/date","Toulouse","L'Agent dramatique du Midi ",50,"cb326841117_date",1176,"1848-08-03","1851-10-23","1848-08-03","1851-10-23",FALSE,79,"Loisirs sports arts du spectacle","",""
"1823-1869","https://gallica.bnf.fr/ark:/12148/cb32802860k/date","Lyon, Lyon, Lyon, Lyon","Jurisprudence de la Cour royale de Lyon",50,"cb32802860k_date",16802,"1823-01-01","1869-01-01","1823-01-01","1869-01-01",FALSE,34,"Droit","",""
"1882-1939","https://gallica.bnf.fr/ark:/12148/cb327996863/date","Paris","Journal des faillites et des liquidations judiciaires françaises et étrangères ",50,"cb327996863_date",20452,"1882","1937","1882-01-01","1937-12-31",FALSE,34,"Droit","",""
"1848-1851","https://gallica.bnf.fr/ark:/12148/cb391783647/date","Paris","Journal des beaux arts ",50,"cb391783647_date",357,"1848-08-06","1849-07-29","1848-08-06","1849-07-29",FALSE,70,"Arts et loisirs Généralités","",""
"1864-1919","https://gallica.bnf.fr/ark:/12148/cb34378291h/date","Paris, Paris","Journal de l'anatomie et de la physiologie normales et pathologiques de l'homme et des animaux",50,"cb34378291h_date",18292,"1864","1914-01","1864-01-01","1914-01-31",FALSE,61,"Médecine","",""
"1912-1913","https://gallica.bnf.fr/ark:/12148/cb327821933/date","Carpentras","Germinal ",50,"cb327821933_date",406,"1912-09-21","1913-11-01","1912-09-21","1913-11-01",FALSE,NA,NA,"",""
"1942-1969","https://gallica.bnf.fr/ark:/12148/cb345193151/date","Paris","France d'abord ",50,"cb345193151_date",620,"1942-12","1944-08-12","1942-12-01","1944-08-12",FALSE,NA,NA,"",""
"1812-1835","https://gallica.bnf.fr/ark:/12148/cb327743452/date","Tulle","Feuille d'affiches",50,"cb327743452_date",6636,"1816-10-22","1834-12-23","1816-10-22","1834-12-23",FALSE,7,"Presse et édition","",""
"1981-1993","https://gallica.bnf.fr/ark:/12148/cb45186482q/date","","Entretien ",50,"cb45186482q_date",4231,"1981-06","1992-12","1981-06-01","1992-12-31",FALSE,38,"Commerce communications transports","",""
"1856-1857","https://gallica.bnf.fr/ark:/12148/cb32767003t/date","Paris","Encyclopédie populaire  ",50,"cb32767003t_date",343,"1856-01-19","1856-12-27","1856-01-19","1856-12-27",FALSE,80,"Littérature Généralités","",""
"1970-1986","https://gallica.bnf.fr/ark:/12148/cb34349428x/date","Paris","Critique socialiste",50,"cb34349428x_date",5754,"1970-05","1986-01","1970-05-01","1986-01-31",FALSE,32,"Science politique","",""
"19..","https://gallica.bnf.fr/ark:/12148/cb427437729/date","Saint Dizier","Bulletin paroissial ",50,"cb427437729_date",NA,"1914-07","1919-09","1914-07-01","1919-09-31",FALSE,NA,NA,"",""
"1904","https://gallica.bnf.fr/ark:/12148/cb42743799b/date","Albi","Bulletin paroissial ",50,"cb42743799b_date",1613,"1914-09","1919-01","1914-09-01","1919-01-31",FALSE,NA,NA,"",""
"1898","https://gallica.bnf.fr/ark:/12148/cb42746536m/date","","Bulletin paroissial ",50,"cb42746536m_date",2221,"1914-01","1920-01","1914-01-01","1920-01-31",FALSE,NA,NA,"",""
"1913-19..","https://gallica.bnf.fr/ark:/12148/cb427793561/date","St Dié","Bulletin paroissial ",50,"cb427793561_date",1218,"1915-10","1919-01","1915-10-01","1919-01-31",FALSE,NA,NA,"",""
"1902","https://gallica.bnf.fr/ark:/12148/cb32727796r/date","Saïgon","Bulletin du Secrétariat du gouvernement de la Cochinchine",50,"cb32727796r_date",2314,"1903-10","1910-01","1903-10-01","1910-01-31",FALSE,31,"Statistiques","",""
"1875-1937","https://gallica.bnf.fr/ark:/12148/cb34447912m/date","Lyon","Bulletin de la Société de géographie de Lyon",50,"cb34447912m_date",14608,"1875","1914","1875-01-01","1914-12-31",FALSE,91,"Géographie et voyages","",""
"1921-1928","https://gallica.bnf.fr/ark:/12148/cb344005678/date","Bordeaux","Bordeaux étudiant ",50,"cb344005678_date",NA,"1921-05","1928-02","1921-05-01","1928-02-31",FALSE,NA,NA,"",""
"1733-1747","https://gallica.bnf.fr/ark:/12148/cb327122619/date","","Bibliotheque britannique",50,"cb327122619_date",4870,"1733-10","1747-01","1733-10-01","1747-01-31",FALSE,NA,NA,"",""
